date,Port,OperatorCountryofDomicileName,vessel_type,count
19/09/2023,GTO,Indonesia,Cargo,1
11/09/2023,BPN,Indonesia,Passenger,14
22/07/2023,BIK,Indonesia,Passenger,1
17/01/2023,BDJ,Indonesia,Cargo,2
13/06/2023,BAD,Indonesia,Tanker,1
19/10/2023,SMQ,Indonesia,Tanker,2
26/07/2023,MOF,Indonesia,Tanker,1
09/01/2023,TPR,"China, People's Republic Of",Cargo,2
16/10/2023,CBN,Indonesia,Cargo,1
21/11/2023,MSK,Indonesia,Tanker,1
02/02/2023,LTU,Indonesia,Passenger,2
19/12/2023,SUB,Indonesia,Cargo,3
26/07/2023,SUB,Indonesia,Tanker,1
23/09/2023,ING,Indonesia,Tanker,4
22/09/2023,LTU,Indonesia,Cargo,1
06/01/2023,GRE,Indonesia,Cargo,8
18/05/2023,LUW,Indonesia,Passenger,2
01/04/2023,ING,Indonesia,Tanker,1
19/05/2023,IBP,Indonesia,Tanker,9
12/01/2023,DUM,Indonesia,Tanker,7
12/10/2023,GRE,Indonesia,Passenger,7
21/04/2023,TNJ,Singapore,Passenger,2
08/10/2023,TPR,Switzerland,Cargo,1
03/06/2023,NBX,Indonesia,Passenger,2
20/05/2023,PNJ,Indonesia,Tanker,1
13/02/2023,SLG,Indonesia,Cargo,1
25/10/2023,BPN,Indonesia,Sailing,1
01/05/2023,TEI,Indonesia,Cargo,1
28/03/2023,CBN,Indonesia,Other,1
27/02/2023,SUB,Indonesia,Tanker,2
03/12/2023,BPN,Indonesia,Sailing,2
13/02/2023,GRE,France,Cargo,1
28/04/2023,DUM,Netherlands,Tanker,1
13/11/2023,TPR,Chinese Taipei,Cargo,2
02/03/2023,SUR,"Hong Kong, China",Cargo,1
06/09/2023,MSK,Indonesia,Cargo,3
27/05/2023,TJB,Indonesia,Cargo,1
25/08/2023,TPR,Indonesia,Passenger,4
14/05/2023,BUR,Indonesia,Other,1
03/11/2023,BUR,Indonesia,Other,2
31/03/2023,BIT,Indonesia,Cargo,1
29/08/2023,BDJ,Indonesia,Passenger,2
29/03/2023,TQP,Indonesia,Passenger,1
05/04/2023,TQP,Indonesia,Passenger,2
05/05/2023,TQP,Indonesia,Passenger,1
04/11/2023,TQP,Indonesia,Passenger,2
17/11/2023,TQP,Indonesia,Passenger,3
11/06/2023,ISG,Indonesia,Other,1
02/08/2023,BUR,Indonesia,Tanker,3
30/04/2023,DUM,Thailand,Tanker,1
23/05/2023,DUM,Vietnam,Cargo,1
22/12/2023,BPN,Indonesia,Passenger,20
18/07/2023,GRE,Singapore,Cargo,1
18/04/2023,TPR,Chinese Taipei,Cargo,2
07/01/2023,FKQ,Indonesia,Passenger,3
10/12/2023,CXP,Indonesia,Tanker,4
18/05/2023,LMR,Indonesia,Passenger,14
06/07/2023,LUW,Indonesia,Passenger,1
25/09/2023,LUW,Indonesia,Passenger,1
05/09/2023,GRE,Indonesia,Cargo,8
04/05/2023,TEI,Indonesia,Passenger,8
14/08/2023,TEI,Indonesia,Passenger,11
10/04/2023,CXP,Indonesia,Tanker,4
26/10/2023,BUR,Indonesia,Passenger,18
20/12/2023,BUR,Indonesia,Passenger,18
02/07/2023,GRE,Indonesia,Tanker,5
25/12/2023,IBP,Indonesia,Tanker,5
08/05/2023,GRE,Indonesia,Passenger,9
14/09/2023,TPR,Indonesia,Cargo,12
24/11/2023,TPR,Indonesia,Cargo,15
28/12/2023,BPN,Indonesia,Tanker,4
27/06/2023,IBP,Vietnam,Passenger,1
15/01/2023,NAM,Indonesia,Passenger,2
31/08/2023,NDA,Indonesia,Passenger,1
12/04/2023,IBP,Indonesia,Tanker,6
30/09/2023,IBP,Indonesia,Passenger,89
14/01/2023,TPR,Indonesia,Cargo,14
22/03/2023,IBP,Indonesia,Passenger,89
31/05/2023,KDI,Indonesia,Passenger,2
20/03/2023,TEI,Indonesia,Passenger,9
07/11/2023,GRE,Indonesia,Tanker,3
31/01/2023,FKQ,Indonesia,Cargo,1
30/11/2023,BDJ,Indonesia,Tanker,6
17/07/2023,TJB,Indonesia,Passenger,3
20/09/2023,TJB,Indonesia,Passenger,2
17/05/2023,IMW,Indonesia,Cargo,1
25/12/2023,SUR,Greece,Cargo,2
12/11/2023,BUR,Saudi Arabia,Passenger,6
22/11/2023,BUR,Saudi Arabia,Passenger,4
31/05/2023,DUM,"China, People's Republic Of",Tanker,1
11/04/2023,DUM,Netherlands,Tanker,1
30/08/2023,BUR,Japan,Cargo,2
15/11/2023,MLD,Japan,Cargo,1
01/02/2023,TPR,"Korea, South",Cargo,3
21/02/2023,WSR,Indonesia,Passenger,1
02/08/2023,WSR,Indonesia,Passenger,1
05/09/2023,WSR,Indonesia,Passenger,2
15/09/2023,MKW,Indonesia,Passenger,2
12/12/2023,WSR,Indonesia,Passenger,1
10/07/2023,TJB,Indonesia,Tanker,1
03/04/2023,BLW,Singapore,Cargo,1
11/08/2023,BPN,Indonesia,Tanker,6
24/12/2023,BOA,Indonesia,Tanker,1
10/01/2023,TLI,Indonesia,Passenger,1
29/01/2023,MLD,Indonesia,Passenger,1
09/07/2023,TLN,Indonesia,Tanker,1
08/12/2023,GRE,Indonesia,Tanker,8
06/01/2023,BPN,Indonesia,Passenger,17
18/05/2023,BPN,Indonesia,Passenger,24
04/02/2023,DUM,Panama,Tanker,1
11/04/2023,TPR,Singapore,Cargo,2
18/04/2023,SOQ,Indonesia,Passenger,2
29/11/2023,TPR,Indonesia,Cargo,14
23/11/2023,BPN,Indonesia,Passenger,14
16/02/2023,GRE,Greece,Cargo,1
20/08/2023,DUM,Greece,Cargo,1
03/09/2023,DUM,Greece,Cargo,1
31/10/2023,GRE,Chinese Taipei,Cargo,2
12/09/2023,GRE,Indonesia,Dredging,3
22/11/2023,GRE,Indonesia,Dredging,3
01/12/2023,TPR,Indonesia,Tanker,3
25/11/2023,KDI,Indonesia,Cargo,4
28/05/2023,GRE,Indonesia,Cargo,12
30/01/2023,BDJ,Indonesia,Cargo,4
04/09/2023,PTL,Indonesia,Cargo,4
07/08/2023,BPN,Indonesia,Other,3
12/08/2023,GRE,Indonesia,Passenger,6
02/12/2023,TPR,Indonesia,Tanker,2
20/10/2023,SMQ,Indonesia,Tanker,1
04/01/2023,TJB,Indonesia,Tanker,3
23/01/2023,GRE,Chinese Taipei,Cargo,1
06/07/2023,TLI,Indonesia,Passenger,1
19/05/2023,SUB,Indonesia,Cargo,2
11/09/2023,PGX,Indonesia,Tanker,1
08/10/2023,TQP,Indonesia,Passenger,2
07/01/2023,BGG,Indonesia,Passenger,1
18/06/2023,KDI,Indonesia,Passenger,2
22/04/2023,MUO,Indonesia,Tanker,1
25/06/2023,BUR,Indonesia,Tanker,6
20/02/2023,CXP,Indonesia,Tanker,1
18/12/2023,BUR,Indonesia,Tanker,2
29/05/2023,SRG,Indonesia,Tanker,1
16/02/2023,BUR,Singapore,Pleasure Craft,1
10/01/2023,DUM,Egypt,Cargo,1
06/10/2023,TBY,United Kingdom,Sailing,1
29/06/2023,BDJ,"Korea, South",Cargo,1
04/11/2023,NBX,Indonesia,Passenger,2
11/01/2023,TBY,Indonesia,Cargo,3
01/04/2023,BPN,Indonesia,Sailing,2
27/09/2023,BPN,Indonesia,Sailing,4
29/09/2023,BPN,Indonesia,Sailing,3
10/02/2023,TPR,Indonesia,Pleasure Craft,2
16/06/2023,GRE,Indonesia,Tanker,4
30/07/2023,MUO,Indonesia,Passenger,1
11/05/2023,AMQ,Indonesia,Passenger,5
30/07/2023,MLD,Japan,Cargo,1
07/01/2023,IBP,Vietnam,Cargo,1
12/09/2023,DUM,Singapore,Cargo,1
08/08/2023,GRE,Bangladesh,Cargo,1
18/11/2023,MAK,Indonesia,Cargo,3
05/04/2023,SOQ,Indonesia,Tanker,2
06/07/2023,LMR,Indonesia,Passenger,10
17/12/2023,LMR,Indonesia,Passenger,13
30/08/2023,BUR,Indonesia,Other,2
25/10/2023,BUR,Indonesia,Other,1
28/01/2023,BDJ,Indonesia,Pleasure Craft,1
12/03/2023,PNK,Indonesia,Cargo,7
09/12/2023,GRE,Unknown,Other,1
12/07/2023,TQP,Indonesia,Passenger,1
10/08/2023,TQP,Indonesia,Passenger,1
07/10/2023,TQP,Indonesia,Passenger,2
25/06/2023,BIT,Indonesia,Cargo,1
07/03/2023,KDI,Indonesia,Tanker,1
10/11/2023,TUA,Indonesia,Passenger,3
07/03/2023,TPR,Greece,Cargo,1
28/11/2023,DUM,"Hong Kong, China",Cargo,1
10/09/2023,SRG,"China, People's Republic Of",Cargo,1
07/02/2023,TUA,Indonesia,Passenger,2
18/03/2023,TBY,"China, People's Republic Of",Tanker,1
28/07/2023,IBP,Denmark,Tanker,1
26/01/2023,TPR,Philippines,Cargo,1
07/04/2023,TPR,"China, People's Republic Of",Tanker,1
12/03/2023,FKQ,Indonesia,Passenger,3
08/11/2023,BPN,Indonesia,Passenger,15
03/06/2023,MAK,Indonesia,Passenger,7
06/07/2023,GTO,Indonesia,Passenger,1
01/09/2023,IBP,Indonesia,Tanker,8
05/10/2023,TPR,Indonesia,Cargo,12
25/09/2023,SMQ,Indonesia,Cargo,2
03/06/2023,GRE,Indonesia,Cargo,12
24/05/2023,TEI,Indonesia,Passenger,8
01/07/2023,TEI,Indonesia,Passenger,5
23/02/2023,BUR,Indonesia,Passenger,15
15/03/2023,BUR,Indonesia,Passenger,21
27/04/2023,BPN,Indonesia,Tanker,11
18/03/2023,SOQ,Indonesia,Passenger,5
24/02/2023,MAK,Indonesia,Cargo,10
30/04/2023,BUR,Luxembourg,Dredging,1
18/09/2023,TEI,Indonesia,Passenger,6
15/09/2023,IBP,Colombia,Passenger,2
31/03/2023,PNK,Indonesia,Cargo,6
18/03/2023,BIT,Indonesia,Tanker,2
20/07/2023,BIT,Indonesia,Tanker,5
03/03/2023,BDJ,Indonesia,Tanker,2
24/02/2023,TJB,Indonesia,Passenger,4
30/03/2023,BUR,Indonesia,Tanker,2
15/11/2023,BUR,Indonesia,Tanker,4
13/09/2023,BUR,Saudi Arabia,Passenger,6
30/05/2023,IBP,Japan,Tanker,2
28/07/2023,BLW,Netherlands,Tanker,1
26/12/2023,IBP,Singapore,Tanker,7
11/06/2023,SUB,Indonesia,Cargo,3
10/05/2023,BPN,Indonesia,Tanker,4
22/11/2023,IBP,Indonesia,Tanker,9
29/01/2023,MKW,Indonesia,Passenger,2
18/04/2023,WSR,Indonesia,Passenger,1
13/06/2023,WSR,Indonesia,Passenger,2
25/01/2023,TEI,Indonesia,Cargo,2
10/09/2023,TQP,Indonesia,Cargo,3
20/01/2023,GRE,United Arab Emirates,Cargo,2
22/08/2023,SRG,Philippines,Cargo,1
12/06/2023,SOQ,Indonesia,Tanker,1
08/04/2023,PNK,Indonesia,Cargo,4
26/01/2023,TLN,Indonesia,Tanker,1
18/11/2023,GRE,Indonesia,Tanker,4
20/11/2023,BLW,Germany,Cargo,1
05/03/2023,BKS,"Hong Kong, China",Cargo,3
23/08/2023,BLW,Indonesia,Tanker,2
28/01/2023,MOF,Indonesia,Passenger,1
24/05/2023,GRE,Indonesia,Cargo,9
05/02/2023,BPN,Indonesia,Other,2
14/03/2023,GRE,Indonesia,Tanker,3
27/06/2023,IBP,Singapore,Tanker,5
03/10/2023,PNK,Indonesia,Tanker,4
22/10/2023,BDJ,Indonesia,Passenger,2
22/02/2023,BDJ,"Korea, South",Cargo,1
24/08/2023,PNJ,Belgium,Cargo,1
02/09/2023,BDJ,"China, People's Republic Of",Cargo,1
11/02/2023,GRE,Chinese Taipei,Cargo,1
03/09/2023,GRE,Indonesia,Dredging,3
14/01/2023,NAM,Indonesia,Passenger,1
18/03/2023,AMQ,Indonesia,Passenger,2
24/11/2023,GTO,Indonesia,Cargo,1
27/01/2023,BKS,Indonesia,Tanker,2
12/09/2023,BPN,Indonesia,Passenger,13
08/01/2023,MKW,Indonesia,Cargo,1
09/09/2023,PNK,Indonesia,Cargo,10
07/07/2023,KUM,Indonesia,Passenger,1
10/12/2023,PNK,Indonesia,Tanker,4
04/01/2023,CXP,Indonesia,Cargo,2
28/11/2023,BUR,Singapore,Passenger,18
17/08/2023,BDJ,Greece,Cargo,2
30/01/2023,BPN,Singapore,Cargo,1
06/12/2023,IBP,"Hong Kong, China",Tanker,1
11/05/2023,BDJ,Indonesia,Cargo,8
20/05/2023,BIT,Indonesia,Fishing,1
03/08/2023,GRE,Indonesia,Tanker,3
13/08/2023,TPR,Indonesia,Cargo,11
17/02/2023,BGG,Indonesia,Passenger,1
20/07/2023,BPN,Indonesia,Tanker,3
29/01/2023,SRG,Indonesia,Tanker,2
25/02/2023,TJB,Singapore,Passenger,1
06/11/2023,GRE,United States Of America,Cargo,1
10/01/2023,GRE,"China, People's Republic Of",Cargo,2
11/08/2023,PNJ,Netherlands,Cargo,1
20/10/2023,PNJ,Japan,Cargo,3
26/10/2023,IBP,"Hong Kong, China",Cargo,1
03/03/2023,TPR,Indonesia,Passenger,4
06/04/2023,SRG,Indonesia,Cargo,2
07/06/2023,GRE,Indonesia,Pleasure Craft,1
07/09/2023,LTU,Indonesia,Cargo,2
29/11/2023,KDI,Indonesia,Cargo,2
19/01/2023,BDJ,Indonesia,Tanker,4
05/04/2023,TBO,Indonesia,Cargo,1
27/05/2023,BIT,Indonesia,Cargo,1
21/09/2023,SOQ,Indonesia,Pleasure Craft,1
31/05/2023,CEB,Indonesia,Cargo,2
15/08/2023,SRG,Vietnam,Tanker,1
09/01/2023,BUR,Greece,Cargo,2
24/02/2023,BUR,Netherlands,Tanker,1
12/12/2023,SXK,Indonesia,Passenger,2
10/10/2023,ARE,Indonesia,Passenger,1
09/12/2023,ING,Indonesia,Tanker,2
28/02/2023,TJB,Indonesia,Cargo,1
28/06/2023,BIT,Indonesia,Cargo,1
13/02/2023,BPN,Indonesia,Pleasure Craft,1
13/11/2023,ING,Indonesia,Cargo,3
10/10/2023,TQP,Indonesia,Passenger,1
22/03/2023,IBP,Lebanon,Cargo,1
08/07/2023,DUM,Chinese Taipei,Cargo,1
18/01/2023,BPN,Indonesia,Tanker,6
05/08/2023,PNJ,,Passenger,1
05/05/2023,BDJ,Isle Of Man,Cargo,1
21/09/2023,NBX,Indonesia,Passenger,1
09/03/2023,SRG,Chinese Taipei,Cargo,1
19/01/2023,BUR,Netherlands,Tanker,1
28/03/2023,PNJ,Panama,Cargo,2
14/12/2023,LTU,United States Of America,Tanker,1
21/12/2023,GRE,"China, People's Republic Of",Tanker,1
10/09/2023,BPN,Indonesia,Passenger,16
09/01/2023,BBM,Indonesia,Passenger,1
27/02/2023,KDI,Indonesia,Passenger,2
02/04/2023,LBO,Indonesia,Passenger,2
04/07/2023,GTO,Indonesia,Passenger,1
30/12/2023,MAK,Indonesia,Passenger,4
14/09/2023,SUB,Indonesia,Cargo,2
18/04/2023,TEI,Indonesia,Passenger,12
19/08/2023,TEI,Indonesia,Passenger,5
07/02/2023,BUR,Indonesia,Passenger,18
22/02/2023,BUR,Indonesia,Passenger,17
28/04/2023,BUR,Indonesia,Passenger,21
11/08/2023,BUR,Indonesia,Passenger,18
14/04/2023,LMR,Indonesia,Passenger,12
11/09/2023,LMR,Indonesia,Passenger,12
19/04/2023,FKQ,Indonesia,Passenger,1
18/01/2023,BUR,India,Tanker,1
23/10/2023,TPR,Singapore,Cargo,2
14/08/2023,TBY,Bangladesh,Cargo,4
09/06/2023,PNK,Indonesia,Tanker,6
12/11/2023,IBP,Colombia,Passenger,3
11/10/2023,TPR,Indonesia,Cargo,19
07/03/2023,KDI,Indonesia,Passenger,4
24/03/2023,GRE,Indonesia,Other,2
22/09/2023,IBP,Indonesia,Passenger,77
03/02/2023,SOQ,Indonesia,Passenger,3
20/10/2023,GTO,Indonesia,Passenger,1
26/01/2023,TJB,Indonesia,Passenger,4
04/06/2023,TPR,Indonesia,Tanker,4
15/05/2023,BUR,Indonesia,Tanker,3
26/02/2023,BDJ,Indonesia,Cargo,6
01/06/2023,PNK,Indonesia,Cargo,3
17/09/2023,BUR,Saudi Arabia,Passenger,4
14/06/2023,SRG,Chinese Taipei,Cargo,1
11/02/2023,BUR,Singapore,Tanker,1
09/08/2023,TPR,"China, People's Republic Of",Cargo,2
16/10/2023,TPR,"Korea, South",Cargo,2
23/10/2023,TPR,"China, People's Republic Of",Cargo,2
28/11/2023,BDJ,Indonesia,Tanker,3
14/06/2023,NBX,Indonesia,Passenger,1
12/09/2023,DUM,Indonesia,Cargo,1
21/06/2023,MLD,Indonesia,Passenger,4
11/07/2023,MLD,Indonesia,Passenger,4
31/05/2023,BUR,Indonesia,Passenger,15
16/10/2023,TJB,Indonesia,Cargo,4
25/01/2023,BUR,Singapore,Passenger,19
17/07/2023,TPR,Singapore,Cargo,2
13/01/2023,BUR,"China, People's Republic Of",Tanker,1
09/02/2023,TTK,Indonesia,Passenger,3
17/10/2023,BPN,Indonesia,Passenger,12
25/08/2023,BIT,Indonesia,Cargo,2
03/12/2023,GTO,Indonesia,Cargo,1
13/12/2023,BIT,Indonesia,Cargo,1
11/08/2023,GRE,Indonesia,Passenger,7
29/10/2023,GRE,Indonesia,Tanker,5
18/08/2023,BPN,Indonesia,Passenger,25
13/12/2023,CXP,Marshall Islands,Tanker,1
24/08/2023,BDJ,Indonesia,Tanker,4
20/10/2023,BDJ,Indonesia,Tanker,5
13/08/2023,SUB,Indonesia,Cargo,7
08/03/2023,BUR,Singapore,Passenger,10
06/04/2023,BUR,Singapore,Passenger,11
12/12/2023,PNJ,Netherlands,Cargo,1
22/10/2023,TPR,Singapore,Tanker,1
15/09/2023,GRE,Indonesia,Dredging,3
20/02/2023,TPR,Indonesia,Tanker,4
07/01/2023,TBY,Indonesia,Cargo,3
24/04/2023,MKW,Indonesia,Passenger,2
20/08/2023,BIK,Indonesia,Passenger,2
31/08/2023,MKW,Indonesia,Passenger,1
06/11/2023,PNK,Indonesia,Cargo,3
06/06/2023,AEA,Indonesia,Cargo,1
28/05/2023,KUM,Indonesia,Passenger,1
07/02/2023,MLH,Indonesia,Tanker,1
09/11/2023,BAD,Indonesia,Tanker,1
22/09/2023,BIT,Indonesia,Passenger,2
15/07/2023,BUR,Singapore,Passenger,16
12/09/2023,BUR,Singapore,Passenger,21
08/11/2023,BUR,Singapore,Passenger,15
04/07/2023,IBP,Japan,Tanker,1
24/11/2023,TBY,"China, People's Republic Of",Tanker,1
10/05/2023,SRG,Chinese Taipei,Cargo,3
19/04/2023,TPR,Indonesia,Cargo,8
08/10/2023,KUM,Indonesia,Cargo,1
24/04/2023,IBP,Indonesia,Tanker,9
12/09/2023,LMR,Indonesia,Passenger,13
01/09/2023,TBY,Indonesia,Cargo,1
08/08/2023,GRE,Indonesia,Cargo,6
13/04/2023,TQP,Indonesia,Passenger,2
14/10/2023,ING,Indonesia,Tanker,2
12/08/2023,MAK,Indonesia,Tanker,6
04/02/2023,MAK,Indonesia,Other,2
08/04/2023,IBP,Indonesia,Tanker,3
09/04/2023,BPN,Indonesia,Tanker,4
04/01/2023,BPN,Malaysia,Other,1
18/11/2023,GRE,"Korea, South",Cargo,1
16/04/2023,TNJ,Singapore,Passenger,2
28/03/2023,BDJ,Singapore,Cargo,1
21/12/2023,TPR,Germany,Cargo,1
28/07/2023,IBP,Vietnam,Cargo,1
13/08/2023,SOQ,Indonesia,Passenger,3
07/03/2023,BPN,Indonesia,Sailing,2
28/04/2023,BPN,Indonesia,Sailing,2
08/05/2023,TEI,Indonesia,Cargo,1
19/06/2023,CBN,Indonesia,Cargo,1
27/07/2023,CXP,Indonesia,Cargo,1
12/08/2023,CBN,Indonesia,Cargo,2
02/09/2023,PNJ,Denmark,Cargo,1
02/04/2023,TNJ,Singapore,Passenger,1
07/07/2023,IBP,"Hong Kong, China",Tanker,1
15/01/2023,TPR,France,Cargo,2
02/06/2023,LTU,"China, People's Republic Of",Cargo,1
04/01/2023,GRE,Chinese Taipei,Cargo,1
29/06/2023,SRG,"China, People's Republic Of",Cargo,1
08/05/2023,DJJ,Indonesia,Tanker,2
13/01/2023,BDJ,Indonesia,Tanker,3
19/07/2023,BUR,Indonesia,Other,1
01/07/2023,CXP,Singapore,Tanker,1
23/08/2023,GRE,Singapore,Tanker,2
05/11/2023,TTK,Indonesia,Cargo,1
17/01/2023,BPN,Indonesia,Cargo,4
08/04/2023,MJU,Indonesia,Passenger,1
16/12/2023,BDJ,Indonesia,Tanker,3
01/09/2023,IBP,,Passenger,1
14/12/2023,KDI,Indonesia,Passenger,2
12/04/2023,BDJ,Singapore,Cargo,1
12/07/2023,IBP,"Hong Kong, China",Cargo,1
02/01/2023,MAK,Indonesia,Passenger,3
05/01/2023,LUW,Indonesia,Passenger,1
11/05/2023,GTO,Indonesia,Passenger,2
03/08/2023,LTU,Indonesia,Cargo,1
17/09/2023,BPN,Indonesia,Cargo,5
28/07/2023,BIT,Indonesia,Cargo,3
18/11/2023,ING,Indonesia,Cargo,2
01/05/2023,BUR,Indonesia,Passenger,21
08/10/2023,BUR,Indonesia,Passenger,19
25/05/2023,LMR,Indonesia,Passenger,11
16/05/2023,GRE,Indonesia,Tanker,5
29/03/2023,DUM,Greece,Tanker,1
08/01/2023,GRE,Vietnam,Cargo,1
06/10/2023,IBP,Indonesia,Passenger,83
18/12/2023,IBP,Indonesia,Passenger,100
27/10/2023,IBP,Colombia,Passenger,3
01/01/2023,IBP,Indonesia,Passenger,81
08/01/2023,IBP,Indonesia,Passenger,93
29/09/2023,SOQ,Indonesia,Passenger,1
13/03/2023,SUB,Indonesia,Cargo,4
03/01/2023,BPN,Indonesia,Tanker,6
29/03/2023,IMW,Indonesia,Cargo,1
22/01/2023,BUR,Saudi Arabia,Passenger,5
08/08/2023,BUR,Saudi Arabia,Passenger,4
09/11/2023,BUR,Saudi Arabia,Passenger,6
01/12/2023,TPR,Singapore,Tanker,1
24/03/2023,GRE,Chinese Taipei,Cargo,1
08/09/2023,GRE,Chinese Taipei,Cargo,1
03/07/2023,SRG,Singapore,Tanker,2
17/03/2023,TTK,Indonesia,Cargo,1
09/10/2023,AMQ,Indonesia,Cargo,2
05/09/2023,CXP,Indonesia,Tanker,1
17/02/2023,PNK,Indonesia,Cargo,2
29/03/2023,BLW,Singapore,Cargo,1
26/12/2023,AMQ,Philippines,Cargo,1
25/06/2023,LMR,Indonesia,Passenger,14
12/12/2023,ING,Indonesia,Cargo,3
29/05/2023,CXP,Indonesia,Tanker,2
11/03/2023,BLW,Indonesia,Tanker,1
22/11/2023,SOQ,Indonesia,Tanker,4
25/07/2023,MLD,Indonesia,Passenger,7
11/11/2023,MLD,Indonesia,Passenger,1
29/12/2023,TJB,Indonesia,Tanker,3
06/02/2023,IBP,Indonesia,Tanker,8
16/05/2023,TJB,Singapore,Tanker,1
27/04/2023,BUR,Singapore,Dredging,2
02/07/2023,BUR,Singapore,Passenger,15
25/04/2023,TJB,Singapore,Tanker,1
24/01/2023,SOQ,Indonesia,Passenger,2
30/06/2023,BPN,Indonesia,Tanker,11
15/01/2023,ARE,Indonesia,Passenger,1
29/07/2023,SUB,Indonesia,Tanker,6
16/12/2023,SUB,Indonesia,Cargo,5
07/01/2023,BPN,Indonesia,Other,4
22/05/2023,BPN,Indonesia,Passenger,17
12/08/2023,CXP,Marshall Islands,Tanker,1
20/02/2023,GRE,Indonesia,Tanker,5
30/03/2023,BUR,Singapore,Passenger,14
15/04/2023,BUR,Singapore,Passenger,12
09/10/2023,TPR,Irish Republic,Cargo,1
06/11/2023,BDJ,Indonesia,Cargo,6
03/04/2023,PTL,Indonesia,Passenger,1
06/05/2023,BIT,Indonesia,Passenger,4
24/07/2023,PTL,Indonesia,Passenger,1
28/07/2023,BBM,Indonesia,Passenger,1
02/10/2023,BIK,Indonesia,Passenger,1
21/11/2023,BIK,Indonesia,Passenger,1
25/11/2023,PTL,Indonesia,Cargo,1
13/11/2023,TJB,Indonesia,Tanker,2
20/03/2023,GRE,Indonesia,Passenger,7
28/12/2023,SMQ,Indonesia,Tanker,2
15/05/2023,BIT,Indonesia,Passenger,2
22/02/2023,BPN,Indonesia,Sailing,1
02/02/2023,KDI,Indonesia,Tanker,2
16/06/2023,TPR,Malaysia,Tanker,1
09/08/2023,BKS,Japan,Cargo,1
03/12/2023,GRE,"Korea, South",Cargo,1
27/06/2023,SRG,Chinese Taipei,Cargo,2
07/07/2023,TPR,"Korea, South",Cargo,2
15/05/2023,SRG,Indonesia,Passenger,2
24/12/2023,TUA,Indonesia,Cargo,1
21/04/2023,KDI,Indonesia,Cargo,1
30/09/2023,MOF,Indonesia,Passenger,1
12/02/2023,DUM,Indonesia,Tanker,5
22/02/2023,CXP,Indonesia,Cargo,2
27/02/2023,SRG,Indonesia,Passenger,2
15/06/2023,GRE,Indonesia,Passenger,8
23/11/2023,KDI,Indonesia,Passenger,1
16/01/2023,SOQ,Indonesia,Passenger,1
24/07/2023,PNK,Indonesia,Tanker,1
04/12/2023,SOQ,Indonesia,Cargo,1
29/03/2023,KDI,Indonesia,Cargo,2
05/12/2023,CXP,Indonesia,Tanker,2
14/10/2023,BDJ,Turkey,Cargo,1
12/01/2023,ING,Thailand,Cargo,1
26/11/2023,DUM,Singapore,Tanker,2
26/09/2023,SMA,Vietnam,Cargo,1
23/07/2023,SRG,Chinese Taipei,Cargo,3
16/02/2023,BOA,Australia,Pleasure Craft,1
06/07/2023,TPR,Indonesia,Passenger,4
07/02/2023,BUR,Indonesia,Other,2
02/09/2023,IBP,Singapore,Tanker,5
25/01/2023,TQP,Indonesia,Passenger,2
08/01/2023,BUR,Indonesia,Tanker,2
17/01/2023,KDI,Indonesia,Tanker,2
01/03/2023,TUA,Indonesia,Passenger,1
25/12/2023,AMQ,Indonesia,Tanker,2
26/08/2023,PNJ,,Passenger,1
16/02/2023,LSW,Indonesia,Tanker,1
07/11/2023,AEA,"China, People's Republic Of",Tanker,1
26/10/2023,SOQ,Indonesia,Passenger,2
31/10/2023,SOQ,Indonesia,Passenger,1
03/01/2023,BBM,Indonesia,Passenger,2
25/04/2023,LUW,Indonesia,Passenger,1
04/12/2023,TPR,Indonesia,Cargo,10
18/02/2023,ING,Indonesia,Cargo,1
24/02/2023,SUB,Indonesia,Cargo,6
05/03/2023,PNK,Indonesia,Cargo,4
19/03/2023,BPN,Singapore,Other,1
17/05/2023,TEI,Indonesia,Passenger,6
16/07/2023,BUR,Indonesia,Passenger,23
20/07/2023,IBP,Indonesia,Tanker,8
21/01/2023,ING,Indonesia,Cargo,1
26/10/2023,TPR,Indonesia,Cargo,18
15/06/2023,DJJ,Japan,Cargo,1
26/08/2023,SRG,Singapore,Cargo,1
10/12/2023,TPR,Greece,Cargo,1
03/10/2023,IBP,Indonesia,Passenger,76
14/03/2023,BDJ,Indonesia,Tanker,1
13/12/2023,PNK,Indonesia,Passenger,2
25/12/2023,PNK,Indonesia,Passenger,1
13/02/2023,BUR,Saudi Arabia,Passenger,6
01/06/2023,BUR,Saudi Arabia,Passenger,5
28/12/2023,BUR,Japan,Tanker,1
06/07/2023,GRE,Denmark,Cargo,1
28/04/2023,BUR,Indonesia,Cargo,2
25/11/2023,GRE,Indonesia,Passenger,6
16/09/2023,BUR,Indonesia,Tanker,3
17/06/2023,BPN,Indonesia,Tanker,3
20/03/2023,SUB,Indonesia,Cargo,3
25/04/2023,MKW,Indonesia,Passenger,1
30/12/2023,WSR,Indonesia,Passenger,1
15/06/2023,CXP,Indonesia,Tanker,2
12/03/2023,BIT,Indonesia,Tanker,2
26/03/2023,BPN,Indonesia,Passenger,15
31/03/2023,BPN,Indonesia,Passenger,12
06/11/2023,IBP,Germany,Cargo,1
23/11/2023,PNJ,Greece,Cargo,2
24/11/2023,IMW,Indonesia,Other,1
04/12/2023,IMW,Indonesia,Other,1
08/02/2023,MLD,Indonesia,Passenger,1
