date,Port,OperatorCountryofDomicileName,vessel_type,count
25/07/2023,DUM,"China, People's Republic Of",Cargo,2
22/08/2023,BIT,"China, People's Republic Of",Tanker,1
24/06/2023,TQP,Indonesia,Passenger,2
11/04/2023,ARE,Indonesia,Passenger,2
31/01/2023,BPN,Indonesia,Other,5
06/03/2023,MAK,Indonesia,Cargo,9
18/03/2023,BDJ,Indonesia,Tanker,4
20/10/2023,MUO,Singapore,Tanker,1
07/02/2023,TPR,France,Cargo,2
30/01/2023,BUR,Singapore,Passenger,16
20/10/2023,IBP,Japan,Cargo,1
01/07/2023,BDJ,"Hong Kong, China",Cargo,2
04/08/2023,BDJ,Bangladesh,Cargo,1
22/10/2023,KTJ,"China, People's Republic Of",Tanker,1
22/02/2023,ING,Indonesia,Cargo,1
29/01/2023,BUR,Indonesia,Other,4
28/10/2023,GRE,Indonesia,Dredging,2
22/06/2023,MKW,Indonesia,Passenger,3
11/09/2023,TJB,Indonesia,Tanker,1
20/02/2023,BDJ,Indonesia,Passenger,2
16/03/2023,SUR,Indonesia,Tanker,1
19/09/2023,SMA,Indonesia,Tanker,1
19/12/2023,IBP,Indonesia,Cargo,8
05/01/2023,TPR,Singapore,Cargo,2
05/02/2023,GRE,Switzerland,Cargo,2
04/02/2023,TLI,Indonesia,Passenger,1
23/03/2023,SOQ,Indonesia,Tanker,1
03/10/2023,BKS,Indonesia,Cargo,4
29/10/2023,BKS,Indonesia,Cargo,1
10/04/2023,SUB,Indonesia,Tanker,9
19/05/2023,ING,Indonesia,Tanker,2
09/11/2023,ING,Indonesia,Tanker,1
03/11/2023,SOQ,Indonesia,Passenger,1
01/03/2023,BPN,Malaysia,Other,1
27/08/2023,TPR,"Korea, South",Cargo,2
28/01/2023,BDJ,Japan,Cargo,1
02/11/2023,KDI,Indonesia,Passenger,3
21/04/2023,TJB,Indonesia,Tanker,2
02/02/2023,SLG,Indonesia,Cargo,1
31/12/2023,SUB,Indonesia,Cargo,1
15/10/2023,CBN,Indonesia,Cargo,1
18/06/2023,PNK,Indonesia,Cargo,7
14/10/2023,TPR,Japan,Cargo,1
30/11/2023,GRE,United Arab Emirates,Cargo,1
25/08/2023,SRG,Japan,Cargo,1
06/05/2023,TPR,"China, People's Republic Of",Cargo,1
24/09/2023,MAK,Indonesia,Cargo,5
07/11/2023,BPN,Indonesia,Tanker,3
20/06/2023,TEI,Indonesia,Cargo,4
14/09/2023,TEI,Indonesia,Cargo,1
10/04/2023,SRG,Indonesia,Passenger,2
09/03/2023,BUR,Indonesia,Other,1
29/05/2023,BUR,Indonesia,Other,3
14/12/2023,DUM,Singapore,Tanker,2
03/03/2023,BIT,Indonesia,Cargo,3
05/12/2023,KDI,Indonesia,Fishing,1
04/12/2023,BUR,Indonesia,Tanker,3
10/06/2023,GRE,Greece,Cargo,1
17/03/2023,TPR,Lebanon,Cargo,1
24/05/2023,PNJ,,Passenger,1
06/08/2023,PNJ,,Passenger,1
01/03/2023,BLW,Indonesia,Tanker,1
12/12/2023,BDJ,Greece,Cargo,1
27/10/2023,BOA,Norway,Other,1
26/10/2023,TBY,Panama,Cargo,1
14/04/2023,GRE,Switzerland,Cargo,2
26/08/2023,BLW,Switzerland,Cargo,1
17/07/2023,SOQ,Indonesia,Passenger,1
05/03/2023,MAK,Indonesia,Passenger,2
09/06/2023,KDI,Indonesia,Passenger,3
01/08/2023,GTO,Indonesia,Passenger,2
02/10/2023,BMU,Indonesia,Passenger,2
02/10/2023,GRE,Indonesia,Cargo,13
05/09/2023,MAK,Indonesia,Cargo,7
08/08/2023,TPR,Indonesia,Cargo,14
19/02/2023,TEI,Indonesia,Passenger,4
08/04/2023,LMR,Indonesia,Passenger,14
27/04/2023,LMR,Indonesia,Passenger,12
27/10/2023,BUR,Indonesia,Other,2
11/08/2023,TAG,Indonesia,Tanker,2
31/12/2023,MLD,"China, People's Republic Of",Cargo,1
03/10/2023,IBP,Greece,Cargo,1
29/08/2023,BUR,Indonesia,Tanker,10
05/12/2023,FKQ,Indonesia,Passenger,1
07/02/2023,IBP,Indonesia,Passenger,93
19/07/2023,IBP,Colombia,Passenger,1
23/12/2023,KDI,Indonesia,Passenger,3
21/10/2023,BPN,Indonesia,Tanker,8
02/06/2023,TPR,Indonesia,Cargo,19
28/09/2023,PNK,Indonesia,Passenger,2
20/01/2023,TJB,Indonesia,Passenger,6
14/05/2023,TJB,Indonesia,Passenger,5
13/12/2023,BDJ,Indonesia,Cargo,3
17/02/2023,BUR,Saudi Arabia,Passenger,6
22/02/2023,BUR,Saudi Arabia,Passenger,3
20/11/2023,BUR,Singapore,Other,2
04/10/2023,TPR,Denmark,Cargo,1
25/03/2023,TPR,"Korea, South",Cargo,1
22/06/2023,TEI,Indonesia,Cargo,1
03/04/2023,MOF,Indonesia,Passenger,1
28/08/2023,BPN,Indonesia,Tanker,3
15/05/2023,GRE,Indonesia,Cargo,11
16/04/2023,MKW,Indonesia,Passenger,1
20/08/2023,MKW,Indonesia,Passenger,1
20/12/2023,ING,Indonesia,Cargo,2
25/03/2023,SOQ,Indonesia,Tanker,3
15/11/2023,IBP,Indonesia,Cargo,5
07/01/2023,BPN,Indonesia,Passenger,18
25/02/2023,BPN,Indonesia,Passenger,16
17/06/2023,BPN,Indonesia,Passenger,22
17/01/2023,BLW,Chinese Taipei,Cargo,2
07/01/2023,BUR,Singapore,Passenger,6
21/12/2023,BDJ,Italy,Cargo,1
03/03/2023,BKS,"Hong Kong, China",Cargo,5
18/03/2023,BDJ,Japan,Cargo,1
02/09/2023,PNJ,"China, People's Republic Of",Tanker,1
20/05/2023,FKQ,Indonesia,Cargo,1
12/04/2023,IBP,Indonesia,Cargo,4
06/05/2023,DUM,Indonesia,Tanker,3
29/03/2023,BDJ,Indonesia,Passenger,1
29/01/2023,BUR,Singapore,Passenger,16
11/02/2023,BUR,Singapore,Passenger,15
09/11/2023,TPR,"China, People's Republic Of",Cargo,3
02/02/2023,BDJ,Japan,Cargo,1
07/08/2023,GRE,Chinese Taipei,Cargo,2
22/08/2023,GRE,Indonesia,Dredging,2
13/05/2023,BIT,Indonesia,Passenger,2
19/12/2023,AMQ,Indonesia,Cargo,1
11/03/2023,SUB,Indonesia,Cargo,2
16/03/2023,BIK,Indonesia,Passenger,2
22/09/2023,BIK,Indonesia,Passenger,2
27/04/2023,BDJ,Indonesia,Other,1
01/02/2023,GRE,Indonesia,Passenger,7
28/01/2023,SMQ,Indonesia,Tanker,2
21/04/2023,SMQ,Indonesia,Tanker,2
24/08/2023,MOF,Indonesia,Tanker,1
05/02/2023,LSW,Nigeria,Tanker,1
16/08/2023,GRE,Japan,Cargo,1
17/07/2023,TBY,Germany,Cargo,1
16/04/2023,GRE,Chinese Taipei,Cargo,2
29/01/2023,GRE,Chinese Taipei,Cargo,2
04/09/2023,GRE,Chinese Taipei,Cargo,2
14/06/2023,SUB,Indonesia,Cargo,3
06/08/2023,PNK,Indonesia,Tanker,1
25/10/2023,PTL,Indonesia,Cargo,1
30/03/2023,BLW,Indonesia,Tanker,2
12/01/2023,BGG,Indonesia,Passenger,1
29/08/2023,ING,Indonesia,Tanker,1
24/03/2023,CXP,Indonesia,Tanker,1
13/04/2023,BLW,Indonesia,Cargo,3
21/08/2023,BPN,Indonesia,Cargo,5
29/10/2023,MAK,Indonesia,Tanker,5
18/06/2023,BLW,Indonesia,Cargo,3
05/07/2023,IBP,Singapore,Tanker,1
24/05/2023,IBP,Chinese Taipei,Cargo,1
23/03/2023,BUR,Singapore,Pleasure Craft,1
08/09/2023,TPR,Germany,Cargo,1
07/04/2023,DUM,Chinese Taipei,Cargo,1
13/07/2023,KDI,Indonesia,Passenger,3
24/08/2023,BPN,Indonesia,Sailing,5
24/06/2023,BPN,Indonesia,Pleasure Craft,2
25/03/2023,TEI,Indonesia,Cargo,1
16/01/2023,MLD,Indonesia,Tanker,4
06/11/2023,MLD,Indonesia,Tanker,2
11/01/2023,SOQ,Indonesia,Pleasure Craft,1
05/01/2023,BDJ,Japan,Cargo,1
17/08/2023,SRG,Japan,Cargo,1
15/09/2023,SRG,Japan,Cargo,1
19/04/2023,TPR,Chinese Taipei,Cargo,2
17/10/2023,BKS,Indonesia,Passenger,1
12/12/2023,MSK,Indonesia,Cargo,1
31/10/2023,SRG,Indonesia,Passenger,1
05/01/2023,BUR,Indonesia,Other,2
02/02/2023,BUR,Indonesia,Other,1
20/02/2023,BUR,Indonesia,Other,1
10/01/2023,TJB,Singapore,Cargo,1
25/09/2023,KDI,Indonesia,Tanker,1
23/04/2023,MAK,Indonesia,Cargo,4
19/09/2023,AMQ,Indonesia,Passenger,2
26/12/2023,MLD,Indonesia,Cargo,1
14/08/2023,GRE,Vietnam,Cargo,1
22/05/2023,BPN,Indonesia,Tanker,3
10/03/2023,GRE,Indonesia,Tanker,6
05/08/2023,IBP,,Passenger,1
18/03/2023,PNJ,Panama,Cargo,1
11/03/2023,LTU,United States Of America,Tanker,1
08/02/2023,SRG,Switzerland,Cargo,1
15/01/2023,TPR,Chinese Taipei,Cargo,3
05/04/2023,FKQ,Indonesia,Passenger,3
06/02/2023,BPN,Indonesia,Passenger,19
17/11/2023,TPR,Indonesia,Tanker,6
24/06/2023,BBM,Indonesia,Passenger,1
24/12/2023,MAK,Indonesia,Passenger,8
13/08/2023,SUR,Indonesia,Tanker,2
21/10/2023,SUB,Indonesia,Cargo,2
09/12/2023,SUB,Indonesia,Cargo,9
13/05/2023,BUR,Indonesia,Passenger,22
20/07/2023,BUR,Indonesia,Passenger,20
03/10/2023,BUR,Indonesia,Passenger,17
06/03/2023,LMR,Indonesia,Passenger,12
14/09/2023,GRE,Indonesia,Tanker,9
05/03/2023,AMQ,Indonesia,Cargo,2
14/10/2023,GRE,Indonesia,Tanker,5
12/05/2023,AMQ,Indonesia,Passenger,3
20/04/2023,IBP,Indonesia,Passenger,124
10/08/2023,BUR,Indonesia,Other,2
10/12/2023,IBP,Indonesia,Passenger,86
03/03/2023,BLW,Indonesia,Cargo,4
18/02/2023,PNK,Indonesia,Passenger,1
03/11/2023,FKQ,Indonesia,Passenger,1
29/08/2023,TJB,Indonesia,Passenger,4
11/10/2023,TJB,Indonesia,Passenger,2
12/04/2023,MAK,Indonesia,Tanker,1
29/10/2023,IMW,Indonesia,Cargo,1
02/07/2023,BUR,Saudi Arabia,Passenger,4
05/07/2023,BUR,Saudi Arabia,Passenger,4
03/09/2023,BUR,Saudi Arabia,Passenger,5
23/10/2023,BUR,Saudi Arabia,Passenger,6
02/12/2023,AMQ,Singapore,Tanker,1
18/10/2023,GRE,"Korea, South",Cargo,2
19/08/2023,GRE,Indonesia,Cargo,8
10/02/2023,TPR,Indonesia,Passenger,3
28/09/2023,TQP,Indonesia,Passenger,1
30/11/2023,KUM,Indonesia,Tanker,2
20/05/2023,TPR,Indonesia,Cargo,11
17/02/2023,MKW,Indonesia,Passenger,1
23/01/2023,TPR,Indonesia,Pleasure Craft,1
26/07/2023,IBP,Indonesia,Pleasure Craft,1
13/01/2023,BPN,Indonesia,Cargo,3
06/07/2023,BPN,Indonesia,Tanker,3
10/07/2023,MAK,Indonesia,Tanker,2
14/07/2023,TQP,Indonesia,Tanker,2
03/03/2023,LSW,Indonesia,Cargo,1
20/01/2023,BUR,Singapore,Cargo,6
20/10/2023,KUM,Indonesia,Passenger,3
16/04/2023,SOQ,Indonesia,Tanker,2
26/01/2023,IMW,Indonesia,Cargo,2
17/12/2023,ARE,Indonesia,Passenger,1
29/12/2023,DUM,Indonesia,Tanker,3
10/11/2023,CXP,Indonesia,Tanker,2
04/09/2023,TEI,Indonesia,Cargo,6
04/01/2023,BDJ,Indonesia,Passenger,2
06/01/2023,GRE,Indonesia,Passenger,8
16/08/2023,SRG,France,Cargo,1
26/05/2023,IBP,Vietnam,Cargo,1
12/10/2023,DUM,Singapore,Tanker,3
07/01/2023,SUB,Indonesia,Cargo,2
29/03/2023,BIK,Indonesia,Cargo,1
01/03/2023,BPN,Indonesia,Other,4
14/12/2023,BDJ,Indonesia,Other,5
23/02/2023,SMQ,Indonesia,Tanker,1
16/04/2023,BPN,Indonesia,Tanker,6
26/10/2023,SMQ,Indonesia,Tanker,3
30/05/2023,DUM,Indonesia,Tanker,3
09/06/2023,NAM,Indonesia,Passenger,2
02/09/2023,BIT,Indonesia,Passenger,4
19/08/2023,BUR,Singapore,Passenger,21
10/07/2023,GRE,"Hong Kong, China",Cargo,1
08/11/2023,TPR,Switzerland,Cargo,3
05/01/2023,BUR,Singapore,Tanker,2
08/06/2023,TPR,France,Cargo,1
14/08/2023,GRE,Chinese Taipei,Cargo,1
10/12/2023,SRG,Chinese Taipei,Cargo,1
22/11/2023,IBP,"China, People's Republic Of",Tanker,2
15/02/2023,CXP,Indonesia,Cargo,2
29/09/2023,IMW,Indonesia,Other,1
07/11/2023,BUR,Indonesia,Cargo,4
22/09/2023,LMR,Indonesia,Passenger,12
05/02/2023,PNK,Indonesia,Other,1
06/05/2023,PNK,Indonesia,Other,2
20/12/2023,TUA,Indonesia,Cargo,2
19/07/2023,GRE,Indonesia,Tanker,2
23/02/2023,BGG,Indonesia,Passenger,1
01/02/2023,DUM,Indonesia,Tanker,5
04/01/2023,GRE,Indonesia,Passenger,4
19/12/2023,GRE,Indonesia,Passenger,6
12/09/2023,BOA,Cayman Islands,Pleasure Craft,1
28/03/2023,KDI,Indonesia,Passenger,2
11/08/2023,MAK,Indonesia,Tanker,3
11/06/2023,BPN,Indonesia,Sailing,6
20/07/2023,BPN,Indonesia,Sailing,5
15/01/2023,TPR,Indonesia,Other,2
12/06/2023,TEI,Indonesia,Cargo,1
07/09/2023,BPN,Indonesia,Sailing,4
25/05/2023,SOQ,Indonesia,Pleasure Craft,1
14/08/2023,SRG,Chinese Taipei,Cargo,1
27/10/2023,IBP,"China, People's Republic Of",Cargo,1
16/06/2023,MAK,Indonesia,Cargo,5
13/10/2023,TPR,Indonesia,Passenger,2
12/10/2023,SRG,Indonesia,Passenger,2
17/06/2023,IBP,Indonesia,Tanker,6
06/04/2023,TQP,Indonesia,Passenger,2
20/09/2023,TQP,Indonesia,Passenger,2
05/09/2023,MAK,Indonesia,Tanker,2
30/01/2023,BDJ,Indonesia,Tanker,4
12/11/2023,ING,Indonesia,Tanker,2
10/08/2023,PNJ,Indonesia,Tanker,1
29/05/2023,TPR,Denmark,Cargo,1
19/02/2023,BOA,Japan,Fishing,2
20/01/2023,IBP,Greece,Tanker,1
16/07/2023,TPR,Switzerland,Cargo,3
14/03/2023,GRE,"Hong Kong, China",Cargo,2
30/06/2023,GRE,Switzerland,Cargo,1
29/01/2023,BPN,Indonesia,Passenger,20
16/02/2023,IBP,Indonesia,Tanker,10
16/04/2023,IBP,Indonesia,Tanker,5
28/04/2023,LUW,Indonesia,Passenger,2
11/07/2023,BOA,Indonesia,Passenger,1
29/07/2023,MAK,Indonesia,Passenger,4
11/08/2023,BMU,Indonesia,Passenger,1
09/09/2023,MAK,Indonesia,Passenger,4
26/11/2023,MAK,Indonesia,Passenger,4
06/10/2023,IBP,Indonesia,Tanker,10
12/05/2023,KUM,Indonesia,Tanker,1
24/10/2023,KUM,Indonesia,Tanker,1
15/11/2023,SUR,Indonesia,Tanker,2
04/01/2023,MAK,Indonesia,Cargo,5
13/02/2023,BPN,Indonesia,Passenger,20
08/02/2023,LMR,Indonesia,Passenger,9
19/04/2023,LMR,Indonesia,Passenger,12
28/06/2023,WGP,Indonesia,Passenger,1
11/06/2023,IBP,Indonesia,Cargo,7
20/03/2023,BLW,Singapore,Tanker,2
08/08/2023,TPR,Denmark,Cargo,1
17/03/2023,CXP,Indonesia,Tanker,2
09/11/2023,NDA,Indonesia,Passenger,1
08/02/2023,IBP,Indonesia,Passenger,99
13/01/2023,PNK,Indonesia,Tanker,5
11/10/2023,IBP,Colombia,Passenger,1
07/07/2023,TPR,Indonesia,Pleasure Craft,1
24/10/2023,BPN,Indonesia,Tanker,8
10/08/2023,GRE,Indonesia,Cargo,11
15/04/2023,PNK,Indonesia,Cargo,2
21/08/2023,BUR,Saudi Arabia,Passenger,4
15/02/2023,BPN,Indonesia,Cargo,3
19/08/2023,MAK,Indonesia,Passenger,2
24/03/2023,MKW,Indonesia,Passenger,1
29/08/2023,WSR,Indonesia,Passenger,1
13/09/2023,TLI,Indonesia,Passenger,1
16/09/2023,SUB,Indonesia,Tanker,2
29/11/2023,TNJ,Indonesia,Passenger,3
27/08/2023,PNJ,Indonesia,Tanker,4
14/04/2023,MLH,Indonesia,Cargo,2
18/04/2023,TJB,Indonesia,Cargo,2
18/01/2023,IBP,Indonesia,Tanker,7
09/06/2023,BPN,Indonesia,Passenger,12
27/01/2023,TPR,"Korea, South",Cargo,2
18/12/2023,TBY,Singapore,Tanker,1
03/01/2023,BLW,Chinese Taipei,Cargo,1
04/03/2023,TPR,"Hong Kong, China",Cargo,3
15/09/2023,IMW,Indonesia,Other,1
20/07/2023,MAK,Indonesia,Passenger,6
01/01/2023,BLW,Indonesia,Other,1
01/08/2023,BPN,Indonesia,Passenger,12
04/11/2023,PNK,Indonesia,Tanker,4
04/06/2023,BDJ,Indonesia,Passenger,2
18/03/2023,BIT,Indonesia,Cargo,2
07/07/2023,GRE,Indonesia,Cargo,14
12/06/2023,BMU,Indonesia,Cargo,1
18/05/2023,MKW,Indonesia,Passenger,2
23/11/2023,BIT,Indonesia,Tanker,2
23/07/2023,BLW,Indonesia,Tanker,1
07/10/2023,MOF,Indonesia,Tanker,2
26/11/2023,BUR,Singapore,Passenger,23
27/09/2023,PNJ,Greece,Cargo,1
23/07/2023,LMR,Indonesia,Passenger,10
17/05/2023,BKS,Indonesia,Tanker,2
22/04/2023,PNK,Indonesia,Other,1
31/05/2023,LTU,Indonesia,Cargo,3
26/03/2023,KDI,Indonesia,Passenger,2
23/10/2023,GTO,Indonesia,Passenger,1
14/07/2023,IBP,Indonesia,Tanker,10
14/12/2023,MAK,Indonesia,Tanker,1
13/02/2023,BPN,Malaysia,Other,1
30/01/2023,GRE,Singapore,Tanker,2
26/06/2023,CXP,Indonesia,Cargo,2
06/10/2023,LMR,Indonesia,Passenger,11
10/10/2023,KDI,Indonesia,Passenger,2
02/11/2023,TPR,Indonesia,Tanker,2
07/05/2023,BPN,Indonesia,Sailing,3
04/04/2023,SMA,Indonesia,Tanker,1
13/07/2023,BLW,Indonesia,Tanker,1
03/06/2023,TPR,Indonesia,Pleasure Craft,1
27/10/2023,KDI,Indonesia,Cargo,1
23/06/2023,SOQ,Indonesia,Pleasure Craft,1
25/02/2023,DUM,Thailand,Tanker,1
28/03/2023,GRE,France,Cargo,1
04/02/2023,SRG,Chinese Taipei,Cargo,1
28/04/2023,IBP,Netherlands,Cargo,1
30/08/2023,TPR,"Hong Kong, China",Cargo,2
15/12/2023,GRE,"China, People's Republic Of",Cargo,1
24/07/2023,MAK,Indonesia,Tanker,1
10/06/2023,BLW,Indonesia,Cargo,1
09/07/2023,MAK,Indonesia,Cargo,4
24/08/2023,TQP,Indonesia,Cargo,2
02/08/2023,SRG,Indonesia,Cargo,2
30/03/2023,BUR,Indonesia,Other,5
11/04/2023,BUR,Indonesia,Other,2
30/10/2023,BUR,Indonesia,Other,3
13/10/2023,TQP,Indonesia,Passenger,2
04/01/2023,BPN,Indonesia,Cargo,1
21/04/2023,SRG,Indonesia,Cargo,2
09/07/2023,BDJ,Indonesia,Tanker,3
21/04/2023,IBP,Vietnam,Cargo,1
26/06/2023,SRG,,Cargo,1
06/03/2023,LTU,United States Of America,Tanker,2
11/04/2023,LTU,United States Of America,Tanker,1
04/05/2023,SRG,Chinese Taipei,Cargo,1
20/10/2023,IBP,"Korea, South",Tanker,1
03/05/2023,SOQ,Indonesia,Passenger,1
22/01/2023,BPN,Indonesia,Passenger,12
09/11/2023,LTU,Indonesia,Tanker,2
01/07/2023,SUR,Indonesia,Tanker,3
22/07/2023,BPN,Singapore,Other,1
24/09/2023,TEI,Indonesia,Passenger,7
02/05/2023,LMR,Indonesia,Passenger,11
17/08/2023,IBP,Indonesia,Tanker,10
16/04/2023,SUB,Indonesia,Tanker,1
23/08/2023,SMQ,Indonesia,Tanker,3
24/07/2023,MAK,Indonesia,Passenger,2
15/04/2023,SOQ,Indonesia,Passenger,2
29/11/2023,MAK,Indonesia,Cargo,4
25/06/2023,IBP,Indonesia,Cargo,5
09/03/2023,LTU,Singapore,Cargo,1
13/04/2023,TPR,Switzerland,Cargo,1
26/10/2023,IBP,Indonesia,Passenger,84
19/08/2023,GRE,Indonesia,Tanker,3
18/01/2023,TPR,Indonesia,Cargo,17
01/03/2023,TJB,Indonesia,Passenger,2
18/03/2023,TJB,Indonesia,Passenger,3
19/11/2023,PNK,Indonesia,Tanker,2
20/12/2023,IMW,Indonesia,Cargo,2
03/02/2023,BUR,Saudi Arabia,Passenger,6
15/03/2023,BUR,Saudi Arabia,Passenger,5
10/08/2023,BUR,Saudi Arabia,Passenger,6
03/01/2023,PNJ,"Hong Kong, China",Cargo,2
02/12/2023,BDJ,"China, People's Republic Of",Cargo,3
15/03/2023,BIT,Indonesia,Cargo,1
16/04/2023,GRE,Indonesia,Cargo,12
12/01/2023,NBX,Indonesia,Passenger,1
23/08/2023,NBX,Indonesia,Passenger,1
01/11/2023,WSR,Indonesia,Passenger,1
15/11/2023,NBX,Indonesia,Passenger,1
29/11/2023,NBX,Indonesia,Passenger,1
31/07/2023,PTL,Indonesia,Cargo,3
10/07/2023,ING,Indonesia,Cargo,2
20/11/2023,ING,Indonesia,Cargo,4
19/02/2023,TPR,Indonesia,Tanker,1
28/05/2023,SOQ,Indonesia,Tanker,1
19/05/2023,MLD,Indonesia,Passenger,1
07/06/2023,SUQ,Indonesia,Cargo,1
02/10/2023,BUR,Singapore,Cargo,2
09/10/2023,BUR,Singapore,Cargo,1
12/08/2023,NGG,Japan,Tanker,1
13/05/2023,IMW,Indonesia,Other,1
22/05/2023,MLD,Indonesia,Passenger,1
07/05/2023,ARE,Indonesia,Passenger,2
30/11/2023,GRE,Indonesia,Tanker,2
02/01/2023,SOQ,Indonesia,Tanker,3
01/04/2023,SUB,Indonesia,Tanker,3
02/05/2023,ING,Indonesia,Cargo,1
24/07/2023,BIT,Indonesia,Other,1
02/01/2023,LSW,Indonesia,Tanker,1
02/05/2023,PNK,Indonesia,Tanker,6
10/04/2023,KBH,Indonesia,Passenger,1
19/01/2023,GRE,France,Cargo,1
21/05/2023,LTU,Germany,Cargo,1
06/11/2023,GRE,Indonesia,Dredging,2
10/11/2023,GRE,Indonesia,Dredging,3
22/08/2023,BUR,Indonesia,Cargo,7
11/08/2023,TJB,Indonesia,Passenger,3
14/07/2023,TBY,Indonesia,Tanker,2
23/04/2023,MKW,Indonesia,Passenger,2
10/08/2023,MKW,Indonesia,Passenger,3
20/06/2023,AMQ,Indonesia,Cargo,1
26/04/2023,IBP,Indonesia,Pleasure Craft,1
15/10/2023,TPR,Indonesia,Other,6
21/04/2023,BDJ,Indonesia,Other,7
21/04/2023,CBN,Indonesia,Cargo,1
16/02/2023,BPN,Indonesia,Sailing,3
20/01/2023,KDI,Indonesia,Tanker,1
10/05/2023,BDJ,Singapore,Tanker,1
27/01/2023,BUR,Chinese Taipei,Cargo,2
02/09/2023,IBP,Japan,Tanker,1
17/10/2023,MKW,Germany,Passenger,1
17/12/2023,BIT,"Korea, South",Tanker,1
17/02/2023,TBY,Bangladesh,Cargo,1
01/06/2023,LTU,Indonesia,Passenger,1
07/10/2023,CXP,Indonesia,Tanker,3
12/07/2023,LMR,Indonesia,Passenger,11
23/01/2023,AMQ,Indonesia,Passenger,6
26/03/2023,BKS,Indonesia,Tanker,1
29/11/2023,MOF,Indonesia,Passenger,1
14/09/2023,TJB,Indonesia,Tanker,2
09/09/2023,IBP,Indonesia,Tanker,8
25/03/2023,IBP,Indonesia,Tanker,9
26/04/2023,SUB,Singapore,Tanker,4
18/02/2023,LMR,Indonesia,Passenger,10
21/01/2023,TNJ,Singapore,Passenger,1
12/09/2023,GRE,Japan,Tanker,1
06/04/2023,MKW,Indonesia,Passenger,1
20/05/2023,NBX,Indonesia,Passenger,2
18/07/2023,BPN,Indonesia,Sailing,7
10/01/2023,KUM,Indonesia,Tanker,1
27/03/2023,TQP,Indonesia,Tanker,1
07/11/2023,TJB,Singapore,Cargo,2
20/09/2023,SRG,Singapore,Cargo,1
13/11/2023,DUM,Thailand,Cargo,1
10/04/2023,BLW,Singapore,Tanker,1
26/01/2023,GRE,Denmark,Cargo,1
15/04/2023,SUB,Indonesia,Cargo,3
01/08/2023,GRE,Indonesia,Cargo,10
06/01/2023,BDJ,Indonesia,Tanker,3
01/10/2023,BUR,Indonesia,Other,1
18/12/2023,BUR,Indonesia,Other,1
10/01/2023,MAK,Indonesia,Tanker,3
05/03/2023,TQP,Indonesia,Passenger,1
11/02/2023,BDJ,Singapore,Tanker,1
30/03/2023,PTL,Indonesia,Cargo,1
16/12/2023,MAK,Indonesia,Tanker,1
05/04/2023,GNS,Indonesia,Cargo,1
14/08/2023,MAK,Indonesia,Cargo,5
12/07/2023,BDJ,Indonesia,Tanker,4
28/06/2023,PNJ,,Passenger,2
06/07/2023,IBP,,Passenger,1
07/10/2023,DJJ,Indonesia,Cargo,3
06/10/2023,BPN,Indonesia,Fishing,1
09/05/2023,TPR,Switzerland,Cargo,2
10/12/2023,SOQ,Indonesia,Passenger,2
18/10/2023,BPN,Indonesia,Passenger,16
31/03/2023,CXP,Indonesia,Tanker,4
19/08/2023,MAK,Indonesia,Cargo,9
15/12/2023,TEI,Indonesia,Passenger,8
12/11/2023,BUR,Indonesia,Passenger,20
13/06/2023,BUR,Indonesia,Cargo,2
17/09/2023,BUR,Indonesia,Passenger,15
22/11/2023,BOA,Indonesia,Passenger,1
17/05/2023,IBP,Greece,Cargo,1
23/06/2023,TPR,Panama,Cargo,1
11/09/2023,AMQ,Indonesia,Passenger,2
20/12/2023,IBP,Indonesia,Passenger,84
08/08/2023,PNK,Indonesia,Cargo,5
15/01/2023,IMW,Indonesia,Passenger,2
15/02/2023,SUB,Indonesia,Cargo,11
07/02/2023,TJB,Indonesia,Passenger,2
23/06/2023,KDI,Indonesia,Tanker,2
25/03/2023,BUR,Indonesia,Tanker,5
05/07/2023,BDJ,Indonesia,Cargo,6
19/05/2023,MAK,Monaco,Cargo,1
10/03/2023,BUR,Saudi Arabia,Passenger,4
01/11/2023,BUR,Saudi Arabia,Passenger,6
23/08/2023,IBP,Japan,Tanker,1
11/04/2023,TPR,"China, People's Republic Of",Cargo,2
11/09/2023,MKW,Indonesia,Cargo,1
14/01/2023,MAK,Indonesia,Cargo,2
31/03/2023,MKW,Indonesia,Passenger,1
17/09/2023,MKW,Indonesia,Passenger,2
21/11/2023,WSR,Indonesia,Passenger,1
17/10/2023,NBX,Indonesia,Cargo,1
31/07/2023,TJB,Indonesia,Cargo,4
04/01/2023,SOQ,Indonesia,Tanker,3
30/09/2023,TLI,Indonesia,Passenger,1
03/12/2023,TLN,Indonesia,Tanker,1
24/04/2023,GRE,Indonesia,Tanker,3
13/10/2023,BDJ,Indonesia,Tanker,1
19/03/2023,BPN,Indonesia,Passenger,18
09/07/2023,BPN,Indonesia,Passenger,18
26/07/2023,BPN,Indonesia,Other,1
21/09/2023,BPN,Indonesia,Other,2
15/11/2023,BPN,Indonesia,Other,3
23/05/2023,BUR,Singapore,Cargo,5
11/04/2023,BUR,Singapore,Other,1
22/11/2023,BLW,Chinese Taipei,Cargo,1
20/03/2023,BLW,"China, People's Republic Of",Tanker,1
25/08/2023,GRE,"Korea, South",Cargo,2
27/09/2023,CXP,Indonesia,Tanker,2
09/02/2023,TPR,Indonesia,Cargo,13
25/05/2023,MAK,Indonesia,Cargo,6
20/09/2023,ARE,Indonesia,Passenger,1
