,ShipName,mmsi,avg_lat,avg_lng,flag_country,vessel_type,mode_nav_status,obs_time,time_lower,time_upper,imo,RegisteredOwnerCountryofDomicile,RegisteredOwnerCountryOfRegistration
45962,LYNX SATU,533150045,1.0754254622222224,103.30594629499998,Malaysia,Tanker,Moored,2023-04-01 06:59:22,353,3,9075395,Singapore,Malaysia
45963,AGIA VALENTINI,212398000,1.2851027777777777,103.95866944277778,Cyprus,Cargo,At Anchor,2023-04-01 07:01:13,3,3,9464895,Cyprus,Cyprus
45964,HAFNIA SHANGHAI,248960000,1.246935222264151,103.91431210698113,Malta,Tanker,At Anchor,2023-04-01 07:01:26,3,3,9830290,Singapore,Singapore
45965,GAS KAPUAS,525003189,1.0707555566666667,104.21211111083335,Indonesia,Tanker,Moored,2023-04-01 07:03:46,22,19,9047283,Indonesia,Indonesia
45966,MSC HAILEY ANN III,636021614,-6.100032209418606,106.89111042604652,Liberia,Cargo,Moored,2023-04-01 07:05:57,17,16,9261815,Liberia,Liberia
45967,SENTOSA,354139000,1.2459377194736845,103.87400155723685,Panama,Cargo,At Anchor,2023-04-01 07:07:35,15,15,9537056,Singapore,Panama
45968,GOUVERNEUR,636014628,0.539618332481752,117.69036220270073,Liberia,Cargo,At Anchor,2023-04-01 07:09:11,11,11,9469649,Liberia,Liberia
45969,JABBAR ENERGY,525114048,-5.89931413,105.99242456565217,Indonesia,Tanker,At Anchor,2023-04-01 07:11:36,5,4,9227118,Indonesia,Indonesia
45970,MERATUS SAMARINDA,525125029,3.795044253645834,98.71668366645832,Indonesia,Cargo,Moored,2023-04-01 07:17:22,10,9,9808481,Indonesia,Indonesia
45971,LUMOSO KASIH,525113024,0.5197949218604652,117.69065046627907,Indonesia,Cargo,At Anchor,2023-04-01 07:19:22,2,2,9875238,Indonesia,Indonesia
45972,SEA LOYALTY,564275000,1.2917279429411765,103.9993467635294,Singapore,Tanker,Moored,2023-04-01 07:19:54,2,2,9672313,Singapore,Singapore
45973,SIL EXPRESS,525016563,-6.110117620526316,106.87328552605263,Indonesia,Tanker,Moored,2023-04-01 07:24:18,30,30,9062594,Indonesia,Indonesia
45974,STAR MARIELLA,538002632,-2.075176282307692,104.98456730682689,Marshall Islands,Cargo,At Anchor,2023-04-01 07:27:03,7,7,9354868,Greece,Marshall Islands
45975,PANCARAN 120,525101689,-1.0668918130455636,100.40850680815348,Indonesia,Tanker,At Anchor,2023-04-01 07:28:15,30,30,9925576,Indonesia,Indonesia
45976,LADY M&E,370093000,-5.976371666904763,105.98948547642857,Panama,Tanker,Moored,2023-04-01 07:31:38,17,17,9364162,Vietnam,Vietnam
45977,LOWLANDS DAWN,563025700,0.5334024758483754,117.66013214205775,Singapore,Cargo,Moored,2023-04-01 07:35:54,19,19,9789946,Singapore,Singapore
45978,G1FSO,567527000,1.2740242324324325,103.92791644216217,Thailand,Tanker,At Anchor,2023-04-01 07:36:54,2,2,9343211,Thailand,Thailand
45979,DIANELLA,636020822,1.7020283633913043,101.49682639026086,Liberia,Tanker,At Anchor,2023-04-01 07:38:35,9,9,9901087,Saudi Arabia,Saudi Arabia
45980,SILVER ORLA,538005601,1.1641260289130435,103.33337153634784,Marshall Islands,Tanker,At Anchor,2023-04-01 07:45:45,57,57,9682332,Marshall Islands,Marshall Islands
45981,DEBONAIR,566392000,1.2850011108333332,103.99729291750002,Singapore,Tanker,Moored,2023-04-01 07:48:25,2,1,9635066,Singapore,Singapore
45982,LMZ EUROPA,538007149,5.268911410315313,97.02647147234237,Marshall Islands,Cargo,At Anchor,2023-04-01 07:48:44,19,18,9588562,United Arab Emirates,Marshall Islands
45983,FENG HUI HAI,477043400,1.2919722420689654,103.98431258620691,Hong Kong,Cargo,At Anchor,2023-04-01 07:51:28,5,5,9727649,"Hong Kong, China","Hong Kong, China"
45984,GOLDEN EAGLE II,352898676,1.2617892080952384,103.90533206428572,Panama,Tanker,At Anchor,2023-04-01 07:57:10,2,2,9325817,Panama,Panama
45985,PUSRI INDONESIA I,525018380,-6.0073153328933335,105.96201352394665,Indonesia,Cargo,Moored,2023-04-01 08:00:08,138,137,9711640,Indonesia,Indonesia
45986,SEA FALCON,371087000,1.2903278192307692,103.9621702553846,Panama,Cargo,At Anchor,2023-04-01 08:00:19,2,2,9401843,Marshall Islands,Marshall Islands
45987,T.KURUCESME,271051145,1.2779544444444444,103.94353610833335,Turkey,Tanker,At Anchor,2023-04-01 08:04:55,1,1,9692478,Turkey,Turkey
45988,MARINE QUEENIE,563024500,1.2663833350000002,103.91199097416666,Singapore,Tanker,Moored,2023-04-01 08:06:52,3,1,9812664,Singapore,Singapore
45989,BAHAR MAS,525023420,0.7809489292857144,127.39831130964286,Indonesia,Cargo,Moored,2023-04-01 08:07:09,5,5,9791781,Indonesia,Indonesia
45990,DA TANG 711,412736000,0.49671916999999993,117.68260642857148,China,Cargo,At Anchor,2023-04-01 08:13:51,0,0,9649689,"China, People's Republic Of","China, People's Republic Of"
45991,DART TRADER,636017550,1.2867238885714285,103.98474849142853,Liberia,Cargo,At Anchor,2023-04-01 08:14:46,1,1,9566813,United Kingdom,United Kingdom
45992,ZEMIRA,566091000,1.246105869577465,103.87739932056338,Singapore,Tanker,At Anchor,2023-04-01 08:15:09,7,4,9397767,Singapore,Singapore
45993,WOOJIN ELVIS,440010000,1.4373533757594934,125.15358523177215,South Korea,Tanker,Moored,2023-04-01 08:16:06,32,32,9442665,"Korea, South","Korea, South"
45994,JAYA AMARA,525015919,1.041674968539638,104.13833692297635,Indonesia,Other,Moored,2023-04-01 08:23:19,68,67,9612741,Indonesia,Indonesia
45995,SHANDONG DE CHANG,538008987,1.3043630390588237,104.05719570564705,Marshall Islands,Cargo,At Anchor,2023-04-01 08:25:37,17,17,9872054,"China, People's Republic Of","Hong Kong, China"
45996,LC ROCHEFORT,636014570,1.3049649417441862,104.07065699651157,Liberia,Cargo,At Anchor,2023-04-01 08:27:11,7,7,9484675,"Hong Kong, China","Hong Kong, China"
45997,ARTEMIS,525119095,1.7037614237499998,101.49079253468751,Indonesia,Tanker,At Anchor,2023-04-01 08:31:35,386,378,9305532,Indonesia,Indonesia
45998,WISDOM,566538000,1.2456834165000001,103.873853416,Singapore,Tanker,Moored,2023-04-01 08:36:35,54,4,9659505,Singapore,Singapore
45999,VL BRIGHT,636021535,1.3016348187081341,104.08698182851674,Liberia,Tanker,At Anchor,2023-04-01 08:37:46,13,12,9926740,Liberia,Liberia
46000,RENEEZ,511100508,1.3046505215625,104.065017188125,Palau,Tanker,At Anchor,2023-04-01 08:38:20,6,6,9232450,Marshall Islands,Marshall Islands
46001,SA CRYSTAL,567583000,0.995730392614379,104.21540945516342,Thailand,Tanker,At Anchor,2023-04-01 08:38:22,11,10,9182318,"China, People's Republic Of","China, People's Republic Of"
46002,HUMBER,566842000,1.302165456060606,104.08799510212121,Singapore,Tanker,Moored,2023-04-01 08:40:07,5,4,9680279,Singapore,Singapore
46003,SEA UNITY,564892000,1.2958263603448277,104.04571888908046,Singapore,Tanker,Moored,2023-04-01 08:46:03,11,11,9561411,Singapore,Singapore
46004,XING LONG ZHOU 665,352001764,-3.163847281101321,111.57863435929518,Panama,Tanker,At Anchor,2023-04-01 08:49:13,33,33,9673032,"China, People's Republic Of","China, People's Republic Of"
46005,MARLIN DUA,563882000,1.3048898047058821,104.07125813823528,Singapore,Tanker,Moored,2023-04-01 08:52:02,4,3,9675121,Singapore,Singapore
46006,SUPER EASTERN,371321000,1.7146504433333334,101.46375955533333,Panama,Tanker,At Anchor,2023-04-01 08:56:44,43,27,9452828,"Korea, South","Korea, South"
46007,EURYDICE D,209765000,1.1962676244827586,103.97484406172411,Cyprus,Cargo,At Anchor,2023-04-01 08:59:23,17,17,9462512,Liberia,Liberia
46008,NORDIC BREEZE,636014868,1.2837253904255321,104.02153528372341,Liberia,Tanker,At Anchor,2023-04-01 09:00:57,19,18,9588445,Bermuda,Bermuda
46009,NEXUS,564882000,1.2960285107453418,103.99406660288821,Singapore,Tanker,At Anchor,2023-04-01 09:01:14,24,24,9291468,Singapore,Singapore
46010,KIMTEK 1,565603000,1.297120495744681,104.06592723425531,Singapore,Tanker,Moored,2023-04-01 09:01:25,109,13,9450210,Singapore,Singapore
46011,NEW ANSTEEL,477192200,1.297358397922078,104.06577824662338,Hong Kong,Cargo,At Anchor,2023-04-01 09:05:22,15,15,9334909,"Hong Kong, China","Hong Kong, China"
46012,GAS PATRICIA,525121008,1.7052442524137932,101.44005833310347,Indonesia,Tanker,At Anchor,2023-04-01 09:05:44,117,77,9202821,Indonesia,Indonesia
46013,PRABHU SHAKTI,563018710,1.287936480777778,104.01188281677777,Singapore,Cargo,At Anchor,2023-04-01 09:06:29,7,7,9398981,Singapore,Singapore
46014,ANTWERP BRIDGE,441548000,1.2478099155696203,103.89091392430382,South Korea,Cargo,At Anchor,2023-04-01 09:07:23,16,15,9297527,"Korea, South","Korea, South"
46015,TIAN E ZUO,477340400,-6.031802188688523,105.92848849475409,Hong Kong,Tanker,Moored,2023-04-01 09:07:32,21,18,9538476,"China, People's Republic Of",Panama
46016,DA TANG 711,412736000,0.4962166414754099,117.68471499918033,China,Cargo,At Anchor,2023-04-01 09:07:53,5,5,9649689,"China, People's Republic Of","China, People's Republic Of"
46017,ENEOS EARTH,374542000,1.2960409615384616,104.056967115,Panama,Tanker,At Anchor,2023-04-01 09:08:35,4,4,9814131,Panama,Panama
46018,MARKET PORTER,370232000,1.290227490989011,103.9959584257143,Panama,Cargo,At Anchor,2023-04-01 09:09:19,5,5,9852913,Japan,Panama
46019,W-ORIGINAL,636017531,1.2838210770588234,103.99450990058824,Liberia,Cargo,At Anchor,2023-04-01 09:09:49,1,1,9627758,Liberia,Liberia
46020,TANKER VICTORY,525023354,-1.2980462815384617,116.79728512846154,Indonesia,Tanker,At Anchor,2023-04-01 09:10:05,1,1,9112234,Indonesia,Indonesia
46021,PALUNG MAS,525022408,4.147199134545454,117.66565595233766,Indonesia,Cargo,Moored,2023-04-01 09:13:23,17,16,9791755,Indonesia,Indonesia
46022,SP 3 BSI,525022310,1.7603888895555557,101.36422222066668,Indonesia,Tanker,Moored,2023-04-01 09:15:55,22,21,9704166,Indonesia,Indonesia
46023,MAJESTY,563121600,1.2969019843243241,103.97206110540542,Singapore,Tanker,At Anchor,2023-04-01 09:16:49,5,5,9908566,Singapore,Singapore
46024,KEI,525020372,-1.3474645833333334,116.95317333416666,Indonesia,Tanker,At Anchor,2023-04-01 09:17:36,4,2,9475387,Indonesia,Indonesia
46025,MERANTI DAYA,525003495,1.051102778666667,103.90802533266667,Indonesia,Tanker,At Anchor,2023-04-01 09:17:59,569,569,9796119,Indonesia,Indonesia
46026,AMRTA VII,525014048,-1.0277403401449274,100.36382680363528,Indonesia,Cargo,At Anchor,2023-04-01 09:19:38,166,165,9003988,Indonesia,Indonesia
46027,SAO KAREN,538008390,1.268301978125,103.96033479125,Marshall Islands,Cargo,At Anchor,2023-04-01 09:22:37,1,1,9824071,"Korea, South",Marshall Islands
46028,OLAVO BILAC,710003752,1.2940084878703701,104.00294500027776,Brazil,Tanker,At Anchor,2023-04-01 09:23:05,25,24,9547697,Brazil,Brazil
46029,IONIC KALLIRHOE,538008850,1.2738836226086958,103.93442333391305,Marshall Islands,Cargo,At Anchor,2023-04-01 09:24:51,4,4,9796195,Marshall Islands,Marshall Islands
46030,KYLO,352001271,1.28164620875,104.0122777915,Panama,Tanker,At Anchor,2023-04-01 09:25:13,8,8,9189146,Marshall Islands,Marshall Islands
46031,NING FENG 316,538006689,-3.757873561551724,114.50367815827587,Marshall Islands,Cargo,At Anchor,2023-04-01 09:25:17,4,4,9438028,"Virgin Islands, British","Virgin Islands, British"
46032,CLM PEARL,636020294,1.2939393033333333,104.01087708333334,Liberia,Cargo,At Anchor,2023-04-01 09:26:09,0,0,9425954,Singapore,Singapore
46033,DART TRADER,636017550,1.286812711069959,103.9811595210288,Liberia,Cargo,At Anchor,2023-04-01 09:26:46,14,14,9566813,United Kingdom,United Kingdom
46034,PIJLGRACHT,244115000,-1.2943108050276242,116.80811615005524,Netherlands,Cargo,At Anchor,2023-04-01 09:29:38,22,22,9448358,Netherlands,Netherlands
46035,AM UMANG,636018809,1.2787850395121951,103.9620772787805,Liberia,Cargo,At Anchor,2023-04-01 09:31:51,2,2,9792058,United Kingdom,"Hong Kong, China"
46036,T.KURUCESME,271051145,1.2764521112543554,103.94410590174216,Turkey,Tanker,At Anchor,2023-04-01 09:31:56,39,39,9692478,Turkey,Turkey
46037,KIRA OLDENDORFF,636019974,1.2785142054216867,103.97181696975903,Liberia,Cargo,At Anchor,2023-04-01 09:33:13,13,13,9867566,"China, People's Republic Of","China, People's Republic Of"
46038,MERATUS LEMBATA,525125012,-7.188717131802324,112.68913820738372,Indonesia,Cargo,Moored,2023-04-01 09:33:49,34,34,9821536,Indonesia,Indonesia
46039,SEA LOYALTY,564275000,1.289735685882353,103.99663421529411,Singapore,Tanker,Moored,2023-04-01 09:36:22,2,2,9672313,Singapore,Singapore
46040,NEW ABILITY,636013683,1.2487332553125001,103.90534252609376,Liberia,Tanker,At Anchor,2023-04-01 09:37:49,13,12,9361512,Greece,Liberia
46041,GESIT,525019565,-6.032054902647059,106.8959774514706,Indonesia,Cargo,Moored,2023-04-01 09:40:24,167,6,8808147,Indonesia,Indonesia
46042,DEBONAIR,566392000,1.2832116654285715,103.994161666,Singapore,Tanker,Moored,2023-04-01 09:41:40,5,5,9635066,Singapore,Singapore
46043,SEASPAN LUMACO,477207600,-6.869152470000001,110.3951970686207,Hong Kong,Other,At Anchor,2023-04-01 09:41:45,2,2,9443487,"Hong Kong, China",Marshall Islands
46044,FSO ARJUNA PRIMA,525021322,1.013070618041237,103.31353599494845,Indonesia,Tanker,At Anchor,2023-04-01 09:44:22,6,6,9215048,Indonesia,Indonesia
46045,ENTHRAL,563451000,1.2485365744444445,103.90549305555555,Singapore,Tanker,Moored,2023-04-01 09:46:16,3,3,9671888,Singapore,Singapore
46046,LUMOSO GEMBIRA,525016608,-3.3317253191970804,114.55374060576642,Indonesia,Cargo,Moored,2023-04-01 09:48:34,10,9,9491654,Indonesia,Indonesia
46047,INTAN DAYA 322,525003202,-1.258308645,116.79336437375,Indonesia,Cargo,At Anchor,2023-04-01 09:55:31,1,1,9646936,Indonesia,Indonesia
46048,G1FSO,567527000,1.2717769059854016,103.92706576857665,Thailand,Tanker,At Anchor,2023-04-01 09:57:51,16,16,9343211,Thailand,Thailand
46049,OMICRON BREEZE,538008734,-6.018987660503144,105.91917025345913,Marshall Islands,Cargo,At Anchor,2023-04-01 09:58:17,29,29,9581784,Liberia,Liberia
46050,ST NIKOLAS,538090590,1.278669532804878,103.99095239890244,Marshall Islands,Tanker,At Anchor,2023-04-01 09:58:18,16,16,9524475,Marshall Islands,Marshall Islands
46051,SP 6 BSI,525200097,-1.014429650116279,100.3728045316279,Indonesia,Tanker,At Anchor,2023-04-01 09:58:55,36,36,9756004,Indonesia,Indonesia
46052,GREEN POWER,352001293,1.2901100523809526,103.98960899460316,Panama,Cargo,At Anchor,2023-04-01 09:59:27,12,12,9276729,Panama,Panama
46053,VIENNA,353358000,-5.995100886157894,105.92921981426319,Panama,Cargo,At Anchor,2023-04-01 10:03:27,13,12,9222625,"China, People's Republic Of",Marshall Islands
46054,GOLDEN DESTINY,525100148,-6.016242639166666,105.95403708416667,Indonesia,Cargo,Moored,2023-04-01 10:04:14,27,4,9252046,Indonesia,Indonesia
46055,DEVELOPMENT WAY,354900000,1.2499553923529412,103.88444117632352,Panama,Cargo,At Anchor,2023-04-01 10:05:01,14,13,8124785,"China, People's Republic Of",Panama
46056,HAI SOON 2,566134000,1.2966182658333334,103.97204819624999,Singapore,Tanker,At Anchor,2023-04-01 10:07:55,23,1,9608051,Singapore,Singapore
46057,MARIANNA GOLDEN,525119159,-5.918589807333333,106.00029577790477,Indonesia,Tanker,Moored,2023-04-01 10:08:52,19,17,9166766,Indonesia,Indonesia
46058,NORD BERING,374875000,-3.717637425052631,114.47584210694737,Panama,Cargo,At Anchor,2023-04-01 10:09:18,18,18,9738820,Japan,Japan
46059,CLM PEARL,636020294,1.2927009731351349,104.01083098259458,Liberia,Cargo,At Anchor,2023-04-01 10:10:09,12,12,9425954,Singapore,Singapore
46060,SPIL RENATA,525101470,0.09173333625,109.07027820217102,Indonesia,Cargo,At Anchor,2023-04-01 10:11:03,21,9,9834533,Indonesia,Indonesia
46061,KYMOPOLIA,538005366,1.2784420626190476,103.92204642880952,Marshall Islands,Cargo,At Anchor,2023-04-01 10:11:31,28,27,9310123,Marshall Islands,Marshall Islands
46062,MINERAL STONEHENGE,205580000,1.2898160920689656,104.05950459793104,Belgium,Cargo,At Anchor,2023-04-01 10:11:43,6,5,9519779,Belgium,Belgium
46063,MARINE GAIA,566385000,1.2452214031578948,103.91234114210526,Singapore,Tanker,Moored,2023-04-01 10:12:47,6,4,9438315,Singapore,Singapore
46064,JULVINDA,525024257,-1.003168904021739,100.37628467429346,Indonesia,Tanker,At Anchor,2023-04-01 10:13:33,37,36,9755878,Indonesia,Indonesia
46065,GAS VENUS,525900722,-7.700055386904764,108.99169192773809,Indonesia,Tanker,Moored,2023-04-01 10:14:06,30,29,9375460,Indonesia,Indonesia
46066,AASHNA,373916000,1.2801699460185185,103.98290040805558,Panama,Cargo,At Anchor,2023-04-01 10:15:11,13,13,9592458,Panama,Panama
46067,TURBO VOYAGER,518998675,1.2572799848245615,103.9088368132456,Cook Islands,Tanker,At Anchor,2023-04-01 10:15:31,23,23,9299898,United Arab Emirates,Cook Islands
