,ShipName,mmsi,avg_lat,avg_lng,flag_country,vessel_type,mode_nav_status,obs_time,time_lower,time_upper,imo,RegisteredOwnerCountryofDomicile,RegisteredOwnerCountryOfRegistration
39271,LEOPARD,574005550,1.283988536219512,104.01687589402437,Vietnam,Tanker,At Anchor,2023-03-20 11:06:02,17,17,9284594,Vietnam,Vietnam
39272,GEOPRIDE,355196000,1.2768766692,103.92848823100002,Panama,Cargo,At Anchor,2023-03-20 11:06:35,4,3,9643556,Marshall Islands,Marshall Islands
39273,CASTOR,636019682,1.2857619305263155,103.99543149105266,Liberia,Cargo,At Anchor,2023-03-20 11:06:45,1,1,9370197,Liberia,Liberia
39274,AMOY FORTUNE,477493800,1.2915246748780487,104.00174695146342,Hong Kong,Cargo,At Anchor,2023-03-20 11:07:07,9,8,9583639,"China, People's Republic Of","Hong Kong, China"
39275,CLEANSEAS EQUALITY,563031300,1.283810712857143,104.01702809642856,Singapore,Tanker,At Anchor,2023-03-20 11:08:41,26,1,9817652,Singapore,Singapore
39276,NORD MINAMI,538009004,1.2629597584107948,103.90595393310345,Marshall Islands,Tanker,At Anchor,2023-03-20 11:09:45,54,54,9883041,Japan,Panama
39277,TANTO MANDIRI,525113004,-6.1020878003846155,106.88347719015384,Indonesia,Cargo,Moored,2023-03-20 11:10:18,65,33,9810109,Indonesia,Indonesia
39278,TRISTEN,352001238,3.881445833333333,98.77465972083333,Panama,Tanker,At Anchor,2023-03-20 11:12:38,54,13,9411692,Panama,Panama
39279,INTAN DAYA,525003042,3.7850073526470593,98.70331490205882,Indonesia,Cargo,Moored,2023-03-20 11:13:09,341,12,9595668,Indonesia,Indonesia
39280,KOUNDOUROS,636017576,1.2705343175,103.90696838173614,Liberia,Cargo,At Anchor,2023-03-20 11:16:57,11,11,9476642,Liberia,Liberia
39281,FENG MAY,636018656,1.2848246241935484,103.98996048354837,Liberia,Cargo,At Anchor,2023-03-20 11:17:03,7,6,9838553,United States Of America,Marshall Islands
39282,WU GU FENG,412898000,-3.9099162027819556,115.78583962413535,China,Cargo,At Anchor,2023-03-20 11:17:06,37,37,9662758,"China, People's Republic Of","China, People's Republic Of"
39283,MINERVA VERA,215461000,1.2587817575462963,103.91171163791667,Malta,Tanker,At Anchor,2023-03-20 11:17:44,17,17,9411941,Marshall Islands,Marshall Islands
39284,GREEN CELESTE,354299000,-6.004648334117648,106.9199208817647,Panama,Cargo,At Anchor,2023-03-20 11:17:49,4,3,9860532,Japan,Panama
39285,GAS OMEGA,525121015,3.874703389237288,98.77326270881359,Indonesia,Tanker,At Anchor,2023-03-20 11:19:14,20,19,9172129,Indonesia,Indonesia
39286,EUROPA GRAECA,209605000,1.2893479489743587,103.98939884615386,Cyprus,Cargo,At Anchor,2023-03-20 11:19:16,9,8,9841897,Marshall Islands,Marshall Islands
39287,GEGER LINTANG,525119035,-2.510940172051282,112.97735042769233,Indonesia,Tanker,At Anchor,2023-03-20 11:20:03,28,28,9830886,Indonesia,Indonesia
39288,THEA,511100924,1.282868367040816,103.9766899660204,Palau,Tanker,At Anchor,2023-03-20 11:23:31,17,17,9231468,"Hong Kong, China","Hong Kong, China"
39289,MARTINI,636022759,1.2860961530769233,103.96826794923075,Liberia,Tanker,At Anchor,2023-03-20 11:23:40,2,2,9319545,Liberia,Liberia
39290,MM SEJATI,525016681,-1.271560238095238,116.80567579380953,Indonesia,Cargo,At Anchor,2023-03-20 11:25:39,6,5,8822117,Indonesia,Indonesia
39291,KOKKARI,311001100,1.2477942652,103.90424546640001,Bahamas,Tanker,At Anchor,2023-03-20 11:25:44,5,5,9337157,Liberia,Liberia
39292,YOUNG SPIRIT,538008997,1.2790249190243903,103.97110695073171,Marshall Islands,Cargo,At Anchor,2023-03-20 11:27:52,9,8,9686558,"Korea, South",Marshall Islands
39293,STAR SOPHIA,538002641,1.2803752380952382,103.9486489666667,Marshall Islands,Cargo,At Anchor,2023-03-20 11:28:25,4,2,9361201,Marshall Islands,Marshall Islands
39294,CAPE JACARANDA,355471000,1.2800591668181818,104.00058999954544,Panama,Cargo,At Anchor,2023-03-20 11:28:50,5,4,9446594,Japan,Panama
39295,HUA RONG 26,414404110,1.2802637045595853,103.95535936979275,China,Cargo,At Anchor,2023-03-20 11:32:55,16,16,9693458,"China, People's Republic Of","China, People's Republic Of"
39296,VANITY,511100942,1.2635283846875,103.92200468859374,Palau,Tanker,At Anchor,2023-03-20 11:33:55,10,10,9371608,Marshall Islands,Marshall Islands
39297,MR. PEPPER,574001910,0.16896254890284756,117.59277477657456,Vietnam,Cargo,At Anchor,2023-03-20 11:35:04,247,246,9599808,Vietnam,Vietnam
39298,CAPE GLOBE,566678000,1.277764833,103.9912128,Singapore,Cargo,At Anchor,2023-03-20 11:35:54,11,10,9593062,Singapore,Singapore
39299,GAS NUSA,525003425,3.782458637865853,98.7038648370122,Indonesia,Tanker,Moored,2023-03-20 11:38:21,44,43,9178678,Indonesia,Indonesia
39300,AMPHION,636018811,1.2668414190000001,103.95557377766667,Liberia,Tanker,At Anchor,2023-03-20 11:39:45,4,4,9830795,Marshall Islands,Marshall Islands
39301,ROSCO POPLAR,477743200,1.2892152466666669,103.98331253074075,Hong Kong,Cargo,At Anchor,2023-03-20 11:41:01,6,6,9336878,"Hong Kong, China","Hong Kong, China"
39302,GRACE,417222439,1.277415457264151,103.96386065084904,Sri Lanka,Cargo,At Anchor,2023-03-20 11:41:24,17,17,9325116,Sri Lanka,Sri Lanka
39303,KAHLA,403510000,1.2419277775,103.91418610916666,Saudi Arabia,Tanker,At Anchor,2023-03-20 11:43:04,2,2,9386952,Saudi Arabia,Saudi Arabia
39304,TELUK BINTUNI,525015399,1.1649946269736842,103.99799410118419,Indonesia,Cargo,Moored,2023-03-20 11:44:08,20,19,9551076,Indonesia,Indonesia
39305,OVERSEAS PETROMAR,525119048,1.0897215991836737,104.18353285734695,Indonesia,Tanker,At Anchor,2023-03-20 11:45:03,11,11,9222170,Indonesia,Indonesia
39306,SILVER TIGER,525007403,-7.7488486712162175,109.00778927344595,Indonesia,Tanker,Moored,2023-03-20 11:46:54,61,60,9234680,Indonesia,Indonesia
39307,XIANG YANG,308659000,1.268489725221239,103.9474023979646,Azores,Cargo,At Anchor,2023-03-20 11:48:42,17,16,9300362,"Hong Kong, China","Hong Kong, China"
39308,GLOBAL ENTERPRISE,356308000,1.2966143792156863,104.04690719,Panama,Cargo,At Anchor,2023-03-20 11:50:00,11,10,9490595,Japan,Panama
39309,AFRICAN PIPER,311000316,1.2468821855555554,103.87958081511108,Bahamas,Cargo,At Anchor,2023-03-20 11:50:07,10,9,9692777,Netherlands,Panama
39310,EKOUO,441990000,-3.9802237583137248,115.69901038576471,South Korea,Cargo,At Anchor,2023-03-20 11:51:46,17,17,9250309,"Hong Kong, China","Hong Kong, China"
39311,GLASGOW VOYAGER,311000963,1.2571047813970588,103.92693083529414,Bahamas,Tanker,At Anchor,2023-03-20 11:51:55,11,11,9901336,United States Of America,Liberia
39312,MARINE JEWEL,565823000,1.2772176928205126,103.99070029846152,Singapore,Tanker,Moored,2023-03-20 11:52:35,7,7,9496068,Singapore,Singapore
39313,GOS MARIA,565006000,1.2634307699999998,103.90619179384615,Singapore,Tanker,Moored,2023-03-20 11:52:48,9,5,9355654,Malaysia,Malaysia
39314,ANDALUCIA,352017000,1.2835683082325582,103.98251908683721,Panama,Cargo,At Anchor,2023-03-20 11:58:57,17,17,9370745,Panama,Panama
39315,ILLANNUR,525015928,-3.332945103958334,114.55455281291665,Indonesia,Cargo,At Anchor,2023-03-20 12:02:09,11,10,9178472,Indonesia,Indonesia
39316,TRANSKO ARAFURA,525104002,-5.894726178473117,105.99536262761289,Indonesia,Tanker,At Anchor,2023-03-20 12:02:15,32,29,9774874,Indonesia,Indonesia
39317,SEACON SHANGHAI,636018935,1.2768148232142857,103.9555031544643,Liberia,Cargo,At Anchor,2023-03-20 12:03:03,5,4,9847889,"China, People's Republic Of","China, People's Republic Of"
39318,LUMOSO GEMBIRA,525016608,-7.081860430337882,112.66342449819363,Indonesia,Cargo,At Anchor,2023-03-20 12:03:13,88,85,9491654,Indonesia,Indonesia
39319,MEGHNA PIONEER,357825000,1.2740715473809525,103.94205577404762,Panama,Cargo,At Anchor,2023-03-20 12:03:57,18,18,9894466,Bangladesh,Bangladesh
39320,MONJASA SHIPPER,563046300,1.291674599745223,103.96333973152866,Singapore,Tanker,At Anchor,2023-03-20 12:04:11,27,26,9825025,United Arab Emirates,United Arab Emirates
39321,POS LOGISTICS 1,533130729,3.2459238003999995,117.60840786519996,Malaysia,Cargo,At Anchor,2023-03-20 12:04:33,2,2,9496680,Malaysia,Malaysia
39322,KURAU/PERTAMINA 59,525008007,-5.111908797067669,119.41229606548873,Indonesia,Tanker,Moored,2023-03-20 12:07:01,27,26,9004932,Indonesia,Indonesia
39323,WISDOM,566538000,1.27875904,103.970869792,Singapore,Tanker,Moored,2023-03-20 12:07:59,6,6,9659505,Singapore,Singapore
39324,AQUARIUS T,538008978,1.261175034974359,103.89587360743589,Marshall Islands,Tanker,At Anchor,2023-03-20 12:08:51,16,16,9494668,Denmark,Marshall Islands
39325,INTAN DAYA 17,525100407,-5.128722275161289,119.40406351193545,Indonesia,Cargo,Moored,2023-03-20 12:08:53,14,14,9822932,Indonesia,Indonesia
39326,WHITE FIN,256608000,3.2377975139344257,117.60447193967211,Malta,Cargo,At Anchor,2023-03-20 12:10:27,5,5,9607291,Malta,Malta
39327,HS BONANZA,574005350,-0.8819511461764703,134.06817736705884,Vietnam,Cargo,Moored,2023-03-20 12:10:38,13,13,9385805,Vietnam,Vietnam
39328,FLORA 99,563005250,1.2468992176470588,103.87886578235295,Singapore,Tanker,Moored,2023-03-20 12:11:49,19,3,9131606,Malaysia,Malaysia
39329,NORD OLYMPIA,372431000,1.1621271389552241,103.94397552268659,Panama,Tanker,At Anchor,2023-03-20 12:12:54,14,14,9747132,"Hong Kong, China","Hong Kong, China"
39330,ISANDA,565957000,1.2491565393670883,103.92893715101265,Singapore,Tanker,Moored,2023-03-20 12:13:33,17,16,9493030,Singapore,Singapore
39331,EVERMORE,566799000,1.2478883791891893,103.92896549486487,Singapore,Tanker,Moored,2023-03-20 12:15:49,7,6,9656448,Singapore,Singapore
39332,SINAR MOROTAI,525109001,-5.870257984536517,106.07847860704355,Indonesia,Tanker,At Anchor,2023-03-20 12:16:01,92,88,9786384,Indonesia,Indonesia
39333,CMA CGM ALMAVIVA,228339600,1.2361320936170215,103.88715287340428,France,Cargo,At Anchor,2023-03-20 12:19:20,4,3,9450648,France,France
39334,TANTO LANGGENG,525013043,-6.033677457542374,106.91673138457627,Indonesia,Cargo,At Anchor,2023-03-20 12:20:06,25,24,9796353,Indonesia,Indonesia
39335,ANDHIKA PARAMESTI,525006390,-5.865205479863015,106.01303652835615,Indonesia,Cargo,At Anchor,2023-03-20 12:21:05,5,5,9139282,Indonesia,Indonesia
39336,GIANT ACE,370640000,1.2672247801315788,103.93471666697367,Panama,Cargo,At Anchor,2023-03-20 12:22:23,16,15,9501851,"Korea, South",Panama
39337,SEA FORTITUDE,563073220,1.2674957422222222,103.95725833444445,Singapore,Tanker,Moored,2023-03-20 12:31:12,3,3,9705689,Singapore,Singapore
39338,RV GARDA,525300902,1.1971164636585365,103.33377577292683,Indonesia,Dredging,At Anchor,2023-03-20 12:34:16,9,9,9038476,Indonesia,Indonesia
39339,NORNS,636021118,1.2670174889333334,103.94212048879999,Liberia,Tanker,At Anchor,2023-03-20 12:35:10,16,16,9439058,Marshall Islands,Marshall Islands
39340,JOHANNA G,255806117,1.2747676049579832,103.94771599554623,Madeira,Cargo,At Anchor,2023-03-20 12:36:07,17,17,9285940,Sweden,Sweden
39341,AMMAR,525020202,-7.133422150905302,112.6551019892538,Indonesia,Cargo,Moored,2023-03-20 12:41:32,192,157,9237125,Indonesia,Indonesia
39342,TANTO KHARISMA,525113028,-6.018590788108108,106.89599817554054,Indonesia,Cargo,At Anchor,2023-03-20 12:46:23,16,15,9915387,Indonesia,Indonesia
39343,ARLAN,574005230,1.2437566665277777,103.92195182805555,Vietnam,Tanker,At Anchor,2023-03-20 12:46:59,15,15,9227443,Seychelles,Seychelles
39344,CASTOR,636019682,1.2865210552631576,103.99514447368419,Liberia,Cargo,At Anchor,2023-03-20 12:51:45,2,1,9370197,Liberia,Liberia
39345,DAN,525025068,-5.996924049523808,106.91256960333332,Indonesia,Cargo,At Anchor,2023-03-20 12:52:59,2,2,8914269,Liberia,Liberia
39346,BALTIC,538002073,-1.3046176674999999,116.80407575000004,Marshall Islands,Tanker,At Anchor,2023-03-20 12:58:10,4,4,9253258,Greece,Marshall Islands
39347,JEIL CRYSTAL,440247000,-5.868279513925844,106.0709932404689,South Korea,Tanker,At Anchor,2023-03-20 12:59:42,62,62,9193587,"Korea, South","Korea, South"
39348,SHEN YU 79,636093118,-3.9183753957142864,115.70322341962961,Liberia,Cargo,At Anchor,2023-03-20 13:02:41,12,12,9228069,"Hong Kong, China","Hong Kong, China"
39349,STELLAR ORACLE,314717000,1.10878254,103.57871976238096,Barbados,Tanker,At Anchor,2023-03-20 13:03:42,10,9,9194127,United Kingdom,United Kingdom
39350,MAYFAIR SPIRIT,636022671,-3.9490363559813075,115.76225553037384,Liberia,Cargo,At Anchor,2023-03-20 13:04:57,109,33,9476460,Liberia,Liberia
39351,STOLT SAKURA,319673000,3.7866666699999985,98.69666667,Cayman Islands,Tanker,Moored,2023-03-20 13:15:57,57,50,9432969,Singapore,Singapore
39352,JIN NING 17,414283000,-3.9604880803999998,115.74975946616,China,Cargo,At Anchor,2023-03-20 13:19:56,7,7,9189108,"China, People's Republic Of","China, People's Republic Of"
39353,GREEN PLUS,525119109,-0.8817514150847457,104.10016949169493,Indonesia,Tanker,At Anchor,2023-03-20 13:22:49,5,5,9228837,Indonesia,Indonesia
39354,TANTO MITRA,525113002,-6.103679807692309,106.87454887176922,Indonesia,Cargo,Moored,2023-03-20 13:26:06,27,26,9810094,Indonesia,Indonesia
39355,CINDERELLA 99,565241000,1.2896062906451615,104.01268806419355,Singapore,Tanker,Moored,2023-03-20 13:29:48,9,6,9088146,Malaysia,Malaysia
39356,SC ETERNITY XLVII,525009331,-7.112723364846626,112.65353742202453,Indonesia,Tanker,Moored,2023-03-20 13:34:58,23,23,9151448,Indonesia,Indonesia
39357,SEPINGGAN/PERTAMINA 3008,525008025,-1.2929730716666665,116.79190653578428,Indonesia,Tanker,At Anchor,2023-03-20 13:39:59,20,20,8103432,Indonesia,Indonesia
39358,WARIH MAS,525019100,-7.186759020000001,112.68796085058825,Indonesia,Cargo,Moored,2023-03-20 13:52:51,11,11,9672351,Indonesia,Indonesia
39359,HAMMADA,525120022,-3.9201185294117646,115.7421413717647,Indonesia,Cargo,At Anchor,2023-03-20 13:55:24,4,4,9267625,Indonesia,Indonesia
39360,H SEAL,525114058,-6.097732733428571,106.88267963782857,Indonesia,Cargo,Moored,2023-03-20 13:58:53,76,74,9455595,Indonesia,Indonesia
39361,TOTAL ENERGY,525119146,3.887443438735632,98.78611921672413,Indonesia,Tanker,At Anchor,2023-03-20 13:59:31,16,16,9302657,Indonesia,Indonesia
39362,LIA M,210363000,1.2700402407894738,103.96402249947367,Cyprus,Cargo,At Anchor,2023-03-20 14:05:37,16,15,9525625,Cyprus,Liberia
39363,JAWAN,372546000,-6.09730455734375,106.88271098999999,Panama,Cargo,Moored,2023-03-20 14:05:52,26,26,9262895,Germany,Panama
39364,MAGIC THUNDER,538009377,-3.932089216811593,115.71661313086956,Marshall Islands,Cargo,At Anchor,2023-03-20 14:07:25,9,9,9442407,Marshall Islands,Marshall Islands
39365,NUSA MERDEKA,525121002,-7.761558003348018,109.02495033629954,Indonesia,Tanker,Moored,2023-03-20 14:09:04,44,44,9249178,Indonesia,Indonesia
39366,HAFNIA ARAGONITE,538005783,1.282753428465909,103.95879947715908,Marshall Islands,Tanker,At Anchor,2023-03-20 14:16:59,14,14,9727558,United Arab Emirates,"Hong Kong, China"
39367,RELIANCE,525025095,-7.206693739917355,112.7268739053168,Indonesia,Cargo,Moored,2023-03-20 14:18:04,24,24,9051595,Indonesia,Indonesia
39368,PRETTY MERAK,636022531,1.2463319512765956,103.87476833361704,Liberia,Cargo,At Anchor,2023-03-20 14:18:07,10,9,9636345,Liberia,Liberia
39369,TANTO LUAS,525013042,-7.2065981582456144,112.72756140333333,Indonesia,Cargo,Moored,2023-03-20 14:24:14,13,12,9787522,Indonesia,Indonesia
39370,POS LOGISTICS 1,533130729,3.246198553947368,117.60806219210527,Malaysia,Cargo,At Anchor,2023-03-20 14:25:32,3,3,9496680,Malaysia,Malaysia
39371,AVON,563009160,1.294034722361111,103.97408703666666,Singapore,Tanker,At Anchor,2023-03-20 14:26:15,16,15,9430612,Singapore,Singapore
39372,ISSELIA,565660000,1.0000327011538461,103.32901151846154,Singapore,Tanker,At Anchor,2023-03-20 14:29:19,14,14,9462081,Singapore,Singapore
39373,JIN LI,548984000,1.2801150280000002,103.94398683383334,Philippines,Cargo,At Anchor,2023-03-20 14:29:41,13,12,9855525,"Hong Kong, China",Panama
39374,SUCCESS ALTAIR XLII,525018427,-2.9816000032000005,104.8453333336,Indonesia,Tanker,Moored,2023-03-20 15:13:48,6,5,9173082,Indonesia,Indonesia
39375,GAS NATUNA,525007034,-7.150412419666667,112.6624015932963,Indonesia,Tanker,Moored,2023-03-20 15:14:37,25,24,9143128,Indonesia,Indonesia
39376,SARTIKA BARUNA,525012201,-5.54833333,105.32166667,Indonesia,Cargo,At Anchor,2023-03-20 15:14:51,2,1,9219898,Indonesia,Indonesia
39377,AL REEM,538008476,1.286921706727273,103.96855998999999,Marshall Islands,Tanker,At Anchor,2023-03-20 15:14:57,14,13,9430296,Marshall Islands,Marshall Islands
39378,GUNUNG GEULIS/PERTAMINA 8004,525008061,-5.87833333,106.00402777666666,Indonesia,Tanker,At Anchor,2023-03-20 15:18:32,1,1,9398278,Indonesia,Indonesia
39379,MARIANNA GOLDEN,525119159,-5.988527034518518,106.8984934542963,Indonesia,Tanker,At Anchor,2023-03-20 15:18:36,8,7,9166766,Indonesia,Indonesia
39380,MARINI,248173000,1.2753739086206894,103.98332137896551,Malta,Cargo,At Anchor,2023-03-20 15:19:58,13,12,9639529,Marshall Islands,Marshall Islands
39381,PAC SEGINUS,563103900,3.9316777506493503,98.79753893948055,Singapore,Cargo,At Anchor,2023-03-20 15:20:02,6,5,9443358,Singapore,Singapore
39382,EQUALITY,566691000,1.282559791875,103.958544894375,Singapore,Tanker,Moored,2023-03-20 15:22:58,24,1,9656424,Singapore,Singapore
39383,PANGALENGAN,525108015,1.7097101443478266,101.4684541031884,Indonesia,Tanker,At Anchor,2023-03-20 15:23:22,6,5,9793478,Indonesia,Indonesia
39384,SUCCESS PEGASUS XXXVI,525007290,-1.2853851675056431,116.78766606115126,Indonesia,Tanker,At Anchor,2023-03-20 15:27:27,56,56,9164536,Indonesia,Indonesia
39385,MARINE ANGEL,563034200,1.2835985185185186,103.95903697518519,Singapore,Tanker,At Anchor,2023-03-20 15:32:03,6,5,9647899,Singapore,Singapore
39386,JPS 01,525018470,-6.1120583094202905,106.86763072565219,Indonesia,Cargo,At Anchor,2023-03-20 15:34:07,16,14,9712400,Indonesia,Indonesia
39387,HL SAMARINDA,371670000,-3.76677083625,114.48177083625,Panama,Cargo,At Anchor,2023-03-20 15:34:36,2,1,9537551,"Korea, South",Panama
39388,S SHAKYRA,525119208,-0.9257197853466742,104.09743094917138,Indonesia,Tanker,At Anchor,2023-03-20 15:34:50,275,272,9972866,Indonesia,Indonesia
39389,TELUK BERAU,525015473,-3.3342889996666667,114.55374555516667,Indonesia,Cargo,Moored,2023-03-20 15:35:18,12,11,9563976,Indonesia,Indonesia
39390,CLIPPER KATE,538010366,1.2807158987640448,103.94949095393257,Marshall Islands,Cargo,At Anchor,2023-03-20 15:37:50,12,12,9721061,"China, People's Republic Of","China, People's Republic Of"
39391,TOKYO QUEEN,563102200,1.0920283875352113,103.88864084749297,Singapore,Cargo,Moored,2023-03-20 15:38:05,161,161,9841287,Singapore,Singapore
39392,SULAWESI LEADER,525100935,-1.3017580673109244,116.81893480403362,Indonesia,Cargo,Moored,2023-03-20 15:40:55,25,24,9087764,Indonesia,Indonesia
39393,JML ABADI,525003015,-6.098747272545452,106.89253315072725,Indonesia,Cargo,Moored,2023-03-20 15:41:25,10,10,9200196,Indonesia,Indonesia
39394,AKIJ PEARL,405000211,1.2869432824468086,103.99849285218083,Bangladesh,Cargo,At Anchor,2023-03-20 15:44:50,13,12,9291080,Bangladesh,Bangladesh
39395,STAR MARILENA,636020572,-2.1039743584615382,104.98711538615385,Liberia,Cargo,At Anchor,2023-03-20 15:45:01,1,1,9507520,Greece,Marshall Islands
39396,TORM ANABEL,219445000,1.1268796300000001,103.56936111166667,Denmark,Tanker,Moored,2023-03-20 15:47:47,5,4,9543550,"China, People's Republic Of","China, People's Republic Of"
39397,ZENITH,574000500,1.2744480561666671,103.96998150016667,Vietnam,Tanker,At Anchor,2023-03-20 15:50:33,12,12,9157765,Vietnam,Vietnam
39398,AL YASAT- II,636014945,-6.0993423991935485,106.88383277558468,Liberia,Cargo,Moored,2023-03-20 15:52:26,96,96,9494058,Liberia,Liberia
39399,AASHNA,373916000,0.5272809403191488,117.69016776585111,Panama,Cargo,At Anchor,2023-03-20 15:54:42,5,5,9592458,Panama,Panama
39400,CEYLON PRINCESS,417222410,0.5045077314423078,117.67752829966345,Sri Lanka,Cargo,At Anchor,2023-03-20 16:01:34,18,18,9734575,Sri Lanka,Sri Lanka
39401,GAS ARAR,525008081,-5.125198145976332,119.37337249349112,Indonesia,Tanker,At Anchor,2023-03-20 16:05:59,24,24,9672480,Indonesia,Indonesia
39402,HY PARTNER,564778000,1.28762187375,103.998593229375,Singapore,Tanker,Moored,2023-03-20 16:06:38,3,3,9112038,Singapore,Singapore
39403,NAM PHAT STAR,574001060,-3.093143757298579,113.05965244796208,Vietnam,Cargo,At Anchor,2023-03-20 16:10:49,15,15,9563835,Vietnam,Vietnam
39404,NEPAMORA,566746000,1.2753132944186045,103.9827379855814,Singapore,Tanker,Moored,2023-03-20 16:11:03,8,8,9639385,Singapore,Singapore
39405,GREEN CELESTE,354299000,-6.097062045795455,106.88951403409092,Panama,Cargo,Moored,2023-03-20 16:12:07,18,17,9860532,Japan,Panama
39406,DEWI SARASWATI,525100985,-6.021803211770833,106.90996276083335,Indonesia,Cargo,At Anchor,2023-03-20 16:15:36,20,19,9527881,Indonesia,Indonesia
39407,NIKOLAOS,636013377,-2.0812212668103456,104.96590517422413,Liberia,Cargo,At Anchor,2023-03-20 16:19:23,33,10,9473121,Greece,Liberia
39408,SHENG XING HAI,414639000,1.2891849032692306,104.01935192307691,China,Cargo,At Anchor,2023-03-20 16:23:40,10,10,9416537,"China, People's Republic Of","China, People's Republic Of"
39409,MERATUS MEDAN 5,525025103,3.7950454502132716,98.71669206080568,Indonesia,Cargo,Moored,2023-03-20 16:25:30,36,36,9178393,Indonesia,Indonesia
39410,AMPHION,636018811,1.2673674136842104,103.95538732456139,Liberia,Tanker,At Anchor,2023-03-20 16:29:34,7,7,9830795,Marshall Islands,Marshall Islands
39411,SINAR SRIKANDI,525500952,-1.3143897762779553,116.9633802289297,Indonesia,Tanker,At Anchor,2023-03-20 16:35:12,203,202,9449429,Indonesia,Indonesia
39412,DAIWAN INFINITY,373836000,1.3046268467567566,104.05226481945945,Panama,Cargo,At Anchor,2023-03-20 16:42:08,11,11,9709348,Chinese Taipei,Panama
39413,TB FENGZE,636017958,1.2529900752272727,103.88689053022726,Liberia,Cargo,At Anchor,2023-03-20 16:43:56,22,15,9178290,"Hong Kong, China","Hong Kong, China"
39414,DAN,525025068,-6.102163893347639,106.88699199111589,Indonesia,Cargo,Moored,2023-03-20 16:49:26,14,14,8914269,Liberia,Liberia
39415,TAIPOWER PROSPERITY VII,416442000,0.5388620510256411,117.68755619666663,Taiwan,Cargo,At Anchor,2023-03-20 16:56:14,17,14,9567611,Chinese Taipei,Chinese Taipei
39416,GUNUNG GEULIS/PERTAMINA 8004,525008061,-5.881571678969698,106.00185505306061,Indonesia,Tanker,At Anchor,2023-03-20 17:00:35,20,20,9398278,Indonesia,Indonesia
39417,FLAGSHIP,563038000,1.2881442358333333,104.00465100645833,Singapore,Tanker,Moored,2023-03-20 17:03:33,15,7,9515424,Singapore,Singapore
39418,PETRO OCEAN XXV,525018148,-7.183282798198613,112.72467231713627,Indonesia,Tanker,At Anchor,2023-03-20 17:09:07,87,86,9119816,Indonesia,Indonesia
39419,MSC AGATA II,636017548,3.9220822490476186,98.78559127497618,Liberia,Cargo,At Anchor,2023-03-20 17:19:08,36,36,9057173,Liberia,Liberia
39420,ESSENCE,563132900,1.2951422162765955,103.99927655312057,Singapore,Tanker,At Anchor,2023-03-20 17:24:27,21,21,9910997,Singapore,Singapore
39421,OCEAN MAKMUR,563021300,-3.719818008311688,114.46326955383115,Singapore,Cargo,At Anchor,2023-03-20 17:27:53,11,11,9767077,Indonesia,Singapore
39422,OCEAN GLORY,566625000,-5.977169753703704,106.9061179011111,Singapore,Cargo,At Anchor,2023-03-20 17:28:38,7,5,9227637,Singapore,Singapore
39423,AFRICAN PARROT,356092000,-3.689894179682538,114.41906084468258,Panama,Cargo,At Anchor,2023-03-20 17:29:10,10,10,9883118,Panama,Panama
39424,STAR MARILENA,636020572,-2.105542858228571,104.98599047817142,Liberia,Cargo,At Anchor,2023-03-20 17:30:03,13,12,9507520,Greece,Marshall Islands
39425,CAMELLIA 8,477714900,-3.6899080457931035,114.44121839324141,Hong Kong,Cargo,At Anchor,2023-03-20 17:31:03,10,10,9298569,"Hong Kong, China","Hong Kong, China"
39426,OCTOBER DREAM,374536000,-7.198789927826087,112.72362311673912,Panama,Cargo,Moored,2023-03-20 17:31:50,10,9,9889150,Japan,Japan
39427,BLOSSOM PESCADORES,525003315,-5.117142054640626,119.40852493226562,Indonesia,Cargo,Moored,2023-03-20 17:32:11,260,260,9162306,Chinese Taipei,Panama
39428,WHITE FIN,256608000,3.238234443611111,117.60015032388888,Malta,Cargo,At Anchor,2023-03-20 17:40:24,3,3,9607291,Malta,Malta
39429,WENCHE VICTORY,257351000,-1.0528895825,100.35282583187501,Norway,Tanker,At Anchor,2023-03-20 17:40:35,1,0,9288825,Norway,Norway
39430,ANDHIKA PARAMESTI,525006390,-5.868439592222222,106.01172310671957,Indonesia,Cargo,At Anchor,2023-03-20 17:43:19,12,11,9139282,Indonesia,Indonesia
39431,HL SAMARINDA,371670000,-3.7694387755102037,114.4814285717347,Panama,Cargo,At Anchor,2023-03-20 17:43:35,13,13,9537551,"Korea, South",Panama
39432,NENG YUAN,370208000,-3.757085090641026,114.42736481525642,Panama,Cargo,At Anchor,2023-03-20 17:44:43,16,16,9185762,"Hong Kong, China","Hong Kong, China"
39433,THE ETERNAL,372787000,1.2869688405797106,104.00885120753622,Panama,Cargo,At Anchor,2023-03-20 17:45:05,14,13,9344069,United Arab Emirates,Panama
39434,FICUS,477415100,-3.708566018333333,114.47087277777779,Hong Kong,Cargo,At Anchor,2023-03-20 17:47:35,321,261,9342762,"China, People's Republic Of",Marshall Islands
39435,LUMOSO DAMAI,525113029,-3.7497382914876036,114.49068870661159,Indonesia,Cargo,At Anchor,2023-03-20 17:52:43,9,9,9316892,Indonesia,Indonesia
39436,MERATUS KARIMATA,525125002,0.8035058306428571,104.583501902,Indonesia,Cargo,At Anchor,2023-03-20 17:57:06,9,9,9810082,Indonesia,Indonesia
39437,SPECTRUM ARCTIC,525003103,-7.750909401538461,109.01346324846152,Indonesia,Tanker,Moored,2023-03-20 17:59:23,197,7,9371036,Indonesia,Indonesia
