dt_pos_utc,Port,OperatorCountryofDomicileName,vessel_type,count
2023-08-25,IBP,Indonesia,Tanker,4
2023-08-25,IBP,Japan,Cargo,1
2023-08-25,IBP,"Korea, South",Tanker,1
2023-08-25,IBP,Singapore,Tanker,8
2023-08-25,IBP,Vietnam,Cargo,1
2023-08-25,IMW,Indonesia,Other,1
2023-08-25,ING,Indonesia,Cargo,3
2023-08-25,ING,Indonesia,Other,1
2023-08-25,IPI,Indonesia,Passenger,1
2023-08-25,ISA,Indonesia,Fishing,1
2023-08-25,KAT,Indonesia,Passenger,1
2023-08-25,KAT,United States Of America,Passenger,1
2023-08-25,KBH,Indonesia,Passenger,1
2023-08-25,KDI,Indonesia,Cargo,1
2023-08-25,KDI,Indonesia,Passenger,2
2023-08-25,KDI,Indonesia,Tanker,1
2023-08-25,KTJ,Indonesia,Cargo,1
2023-08-25,KUM,Indonesia,Passenger,1
2023-08-25,LBO,Indonesia,Passenger,2
2023-08-25,LMR,Indonesia,Passenger,13
2023-08-25,LTU,Germany,Cargo,4
2023-08-25,LTU,Indonesia,Cargo,3
2023-08-25,LTU,Indonesia,Passenger,1
2023-08-25,LTU,Indonesia,Tanker,1
2023-08-25,MAK,"China, People's Republic Of",Cargo,1
2023-08-25,MAK,Indonesia,Cargo,5
2023-08-25,MAK,Indonesia,Passenger,3
2023-08-25,MAK,Indonesia,Tanker,2
2023-08-25,MKQ,Indonesia,Cargo,1
2023-08-25,MKQ,Indonesia,Tanker,3
2023-08-25,MKW,Indonesia,Cargo,2
2023-08-25,MKW,Indonesia,Passenger,3
2023-08-25,MLD,"Hong Kong, China",Cargo,1
2023-08-25,MLD,Indonesia,Cargo,1
2023-08-25,MLD,Indonesia,Passenger,2
2023-08-25,MLD,Indonesia,Tanker,1
2023-08-25,MSK,Indonesia,Other,3
2023-08-25,MUO,Indonesia,Cargo,1
2023-08-25,MUO,Indonesia,Sailing,1
2023-08-25,MUO,Indonesia,Tanker,1
2023-08-25,NAM,Indonesia,Passenger,1
2023-08-25,NBX,Indonesia,Passenger,1
2023-08-25,PNJ,Indonesia,Cargo,1
2023-08-25,PNJ,Indonesia,Tanker,5
2023-08-25,PNJ,Singapore,Cargo,2
2023-08-25,PNK,Indonesia,Cargo,7
2023-08-25,PNK,Indonesia,Tanker,1
2023-08-25,PTL,Indonesia,Cargo,1
2023-08-25,PTL,Indonesia,Passenger,1
2023-08-25,PTL,Indonesia,Tanker,1
2023-08-25,SKJ,Indonesia,Cargo,1
2023-08-25,SKJ,Indonesia,Passenger,1
2023-08-25,SLG,Indonesia,Tanker,1
2023-08-25,SMA,Indonesia,Tanker,1
2023-08-25,SMQ,Indonesia,Tanker,1
2023-08-25,SOQ,Indonesia,Passenger,4
2023-08-25,SOQ,Indonesia,Pleasure Craft,1
2023-08-25,SOQ,Indonesia,Tanker,2
2023-08-25,SRG,Indonesia,Cargo,9
2023-08-25,SRG,Indonesia,Passenger,2
2023-08-25,SRG,Indonesia,Tanker,3
2023-08-25,SRG,"Korea, South",Cargo,1
2023-08-25,SUB,Indonesia,Cargo,2
2023-08-25,SUB,Indonesia,Passenger,1
2023-08-25,SUR,"Hong Kong, China",Cargo,1
2023-08-25,SUR,Indonesia,Cargo,2
2023-08-25,SUR,Indonesia,Tanker,3
2023-08-25,SUR,United Kingdom,Cargo,1
2023-08-25,SXK,Indonesia,Cargo,1
2023-08-25,SXK,Indonesia,Passenger,1
2023-08-25,TBY,Indonesia,Cargo,2
2023-08-25,TEI,Indonesia,Cargo,2
2023-08-25,TEI,Indonesia,Passenger,10
2023-08-25,TGP,Indonesia,Sailing,1
2023-08-25,TJB,"China, People's Republic Of",Cargo,1
2023-08-25,TJB,Indonesia,Cargo,4
2023-08-25,TJB,Indonesia,Other,1
2023-08-25,TJB,Indonesia,Passenger,8
2023-08-25,TJB,Indonesia,Tanker,5
2023-08-25,TJB,Malaysia,Tanker,1
2023-08-25,TJB,Panama,Tanker,1
2023-08-25,TJB,Singapore,Passenger,2
2023-08-25,TJB,Singapore,Tanker,2
2023-08-25,TLI,Indonesia,Tanker,1
2023-08-25,TNJ,Indonesia,Passenger,5
2023-08-25,TNJ,Singapore,Cargo,1
2023-08-25,TNJ,Singapore,Passenger,1
2023-08-25,TPR,"China, People's Republic Of",Cargo,2
2023-08-25,TPR,Chinese Taipei,Cargo,2
2023-08-25,TPR,France,Cargo,1
2023-08-25,TPR,Germany,Cargo,1
2023-08-25,TPR,Indonesia,Cargo,16
2023-08-25,TPR,Indonesia,Fishing,1
2023-08-25,TPR,Indonesia,Other,1
2023-08-25,TPR,Indonesia,Passenger,5
2023-08-25,TPR,Indonesia,Tanker,2
2023-08-25,TPR,"Korea, South",Tanker,1
2023-08-25,TPR,Singapore,Cargo,3
2023-08-25,TPR,Switzerland,Cargo,1
2023-08-25,TQP,Indonesia,Fishing,1
2023-08-25,TQP,Indonesia,Passenger,1
2023-08-25,TQP,Indonesia,Port Tender,1
2023-08-25,TQP,Indonesia,Tanker,1
2023-08-25,WGP,Indonesia,Tanker,1
2023-08-25,WSR,Indonesia,Passenger,1
2023-08-26,AMQ,Indonesia,Passenger,2
2023-08-26,AMQ,Indonesia,Tanker,1
2023-08-26,ARE,Indonesia,Passenger,1
2023-08-26,ARE,Indonesia,Tanker,1
2023-08-26,BBM,Indonesia,Tanker,1
2023-08-26,BDJ,Indonesia,Cargo,6
2023-08-26,BDJ,Indonesia,Other,2
2023-08-26,BDJ,Indonesia,Passenger,1
2023-08-26,BDJ,Indonesia,Tanker,3
2023-08-26,BDJ,Italy,Cargo,1
2023-08-26,BDJ,Japan,Cargo,1
2023-08-26,BDJ,Vietnam,Pleasure Craft,1
2023-08-26,BGG,Indonesia,Passenger,1
2023-08-26,BIK,Indonesia,Passenger,4
2023-08-26,BIT,Denmark,Cargo,1
2023-08-26,BIT,Indonesia,Cargo,1
2023-08-26,BIT,Indonesia,Other,1
2023-08-26,BIT,Indonesia,Passenger,1
2023-08-26,BIT,Indonesia,Tanker,1
2023-08-26,BKS,Indonesia,Cargo,1
2023-08-26,BKS,Indonesia,Passenger,1
2023-08-26,BKS,Indonesia,Tanker,1
2023-08-26,BLW,"China, People's Republic Of",Cargo,1
2023-08-26,BLW,"Hong Kong, China",Cargo,1
2023-08-26,BLW,India,Cargo,1
2023-08-26,BLW,Indonesia,Cargo,2
2023-08-26,BLW,Indonesia,Tanker,1
2023-08-26,BLW,Singapore,Cargo,1
2023-08-26,BOA,Indonesia,Passenger,1
2023-08-26,BOA,Indonesia,Tanker,3
2023-08-26,BPN,"Hong Kong, China",Cargo,1
2023-08-26,BPN,Indonesia,Cargo,3
2023-08-26,BPN,Indonesia,Other,1
2023-08-26,BPN,Indonesia,Passenger,8
2023-08-26,BPN,Indonesia,Pleasure Craft,1
2023-08-26,BPN,Indonesia,Sailing,1
2023-08-26,BPN,Indonesia,Tanker,7
2023-08-26,BUR,Fiji,Other,1
2023-08-26,BUR,Indonesia,Cargo,4
2023-08-26,BUR,Indonesia,Other,1
2023-08-26,BUR,Indonesia,Passenger,26
2023-08-26,BUR,Indonesia,Pleasure Craft,2
2023-08-26,BUR,Indonesia,Tanker,5
2023-08-26,BUR,Norway,Passenger,1
2023-08-26,BUR,Saudi Arabia,Passenger,3
2023-08-26,BUR,Singapore,Cargo,3
2023-08-26,BUR,Singapore,Passenger,19
2023-08-26,BUR,Singapore,Pleasure Craft,3
2023-08-26,CEB,Indonesia,Cargo,1
2023-08-26,CXP,India,Tanker,1
2023-08-26,CXP,Indonesia,Cargo,5
2023-08-26,CXP,Indonesia,Tanker,6
2023-08-26,DJJ,Indonesia,Cargo,1
2023-08-26,DUM,"China, People's Republic Of",Tanker,1
2023-08-26,DUM,Denmark,Tanker,1
2023-08-26,DUM,Indonesia,Passenger,2
2023-08-26,DUM,Indonesia,Tanker,3
2023-08-26,DUM,"Korea, South",Tanker,1
2023-08-26,DUM,Netherlands,Tanker,1
2023-08-26,DUM,Norway,Tanker,1
2023-08-26,DUM,Singapore,Tanker,2
2023-08-26,DUM,Thailand,Tanker,2
2023-08-26,DUM,Vietnam,Tanker,1
2023-08-26,FKQ,Indonesia,Passenger,2
2023-08-26,GNS,Indonesia,Passenger,1
2023-08-26,GRE,"China, People's Republic Of",Cargo,1
2023-08-26,GRE,Germany,Cargo,1
2023-08-26,GRE,Indonesia,Cargo,15
2023-08-26,GRE,Indonesia,Dredging,3
2023-08-26,GRE,Indonesia,Other,1
2023-08-26,GRE,Indonesia,Passenger,7
2023-08-26,GRE,Indonesia,Tanker,2
2023-08-26,GRE,Irish Republic,Cargo,1
2023-08-26,GRE,"Korea, South",Cargo,1
2023-08-26,GRE,"Korea, South",Tanker,1
2023-08-26,GRE,Singapore,Cargo,1
2023-08-26,GRE,Singapore,Tanker,2
2023-08-26,GRE,Unknown,Other,1
2023-08-26,IBP,"China, People's Republic Of",Tanker,4
2023-08-26,IBP,Colombia,Passenger,2
2023-08-26,IBP,Denmark,Cargo,1
2023-08-26,IBP,"Hong Kong, China",Cargo,1
2023-08-26,IBP,Indonesia,Cargo,5
2023-08-26,IBP,Indonesia,Passenger,80
2023-08-26,IBP,Indonesia,Tanker,9
2023-08-26,IBP,Japan,Tanker,2
2023-08-26,IBP,Singapore,Tanker,11
2023-08-26,IBP,Turkey,Cargo,1
2023-08-26,IBP,United States Of America,Tanker,1
2023-08-26,IMW,Indonesia,Cargo,1
2023-08-26,ING,Indonesia,Cargo,2
2023-08-26,ING,Vietnam,Cargo,1
2023-08-26,KBH,Indonesia,Other,1
2023-08-26,KDI,Indonesia,Cargo,2
2023-08-26,KDI,Indonesia,Passenger,2
2023-08-26,KOL,Indonesia,Cargo,1
2023-08-26,KTJ,Singapore,Tanker,1
2023-08-26,LMR,"China, People's Republic Of",Passenger,1
2023-08-26,LMR,Indonesia,Passenger,12
2023-08-26,LTU,"China, People's Republic Of",Cargo,1
2023-08-26,LTU,Germany,Cargo,4
2023-08-26,LTU,Indonesia,Cargo,1
2023-08-26,MAK,"Hong Kong, China",Cargo,1
2023-08-26,MAK,Indonesia,Cargo,5
2023-08-26,MAK,Indonesia,Other,3
2023-08-26,MAK,Indonesia,Passenger,4
2023-08-26,MAK,Indonesia,Tanker,3
2023-08-26,MAK,Liberia,Cargo,1
2023-08-26,MKQ,Indonesia,Tanker,2
2023-08-26,MKW,Indonesia,Passenger,2
2023-08-26,MKW,Indonesia,Tanker,1
2023-08-26,MLD,Indonesia,Cargo,2
2023-08-26,MSK,"China, People's Republic Of",Cargo,2
2023-08-26,MSK,Indonesia,Passenger,1
2023-08-26,MSK,Indonesia,Tanker,2
2023-08-26,MUO,Indonesia,Cargo,1
2023-08-26,MUO,Indonesia,Sailing,1
2023-08-26,MUO,Indonesia,Tanker,1
2023-08-26,NDA,Australia,Passenger,1
2023-08-26,NDA,Bahamas,Pleasure Craft,1
2023-08-26,NDA,Indonesia,Passenger,1
2023-08-26,PNJ,Belgium,Cargo,1
2023-08-26,PNJ,Indonesia,Cargo,2
2023-08-26,PNJ,Indonesia,Passenger,1
2023-08-26,PNJ,Netherlands,Cargo,1
2023-08-26,PNK,Indonesia,Cargo,3
2023-08-26,PNK,Indonesia,Passenger,1
2023-08-26,PNK,Indonesia,Tanker,1
2023-08-26,PNK,Vietnam,Cargo,1
2023-08-26,PTL,Indonesia,Passenger,1
2023-08-26,PTM,Indonesia,Other,1
2023-08-26,SKJ,Indonesia,Cargo,1
2023-08-26,SLG,Indonesia,Tanker,1
2023-08-26,SMA,Indonesia,Tanker,1
2023-08-26,SMQ,Indonesia,Tanker,1
2023-08-26,SOQ,Indonesia,Cargo,1
2023-08-26,SOQ,Indonesia,Other,1
2023-08-26,SOQ,Indonesia,Passenger,2
2023-08-26,SOQ,Indonesia,Tanker,3
2023-08-26,SRG,Chinese Taipei,Cargo,1
2023-08-26,SRG,Indonesia,Cargo,4
2023-08-26,SRG,Indonesia,Tanker,3
2023-08-26,SRG,Japan,Cargo,1
2023-08-26,SUB,Indonesia,Cargo,2
2023-08-26,SUB,Indonesia,Other,1
2023-08-26,SUB,Indonesia,Tanker,1
2023-08-26,SUR,"China, People's Republic Of",Cargo,3
2023-08-26,SUR,Indonesia,Cargo,2
2023-08-26,SUR,Indonesia,Passenger,1
2023-08-26,SUR,Indonesia,Tanker,3
2023-08-26,SUR,United Arab Emirates,Cargo,1
2023-08-26,SXK,Indonesia,Passenger,1
2023-08-26,TBY,Indonesia,Cargo,2
2023-08-26,TBY,Indonesia,Tanker,3
2023-08-26,TBY,Singapore,Tanker,1
2023-08-26,TBY,Vietnam,Tanker,1
2023-08-26,TEI,Indonesia,Cargo,1
2023-08-26,TEI,Indonesia,Passenger,10
2023-08-26,TGP,Indonesia,Sailing,1
2023-08-26,TJB,Indonesia,Cargo,4
2023-08-26,TJB,Indonesia,Passenger,10
2023-08-26,TJB,Indonesia,Tanker,4
2023-08-26,TJB,Singapore,Passenger,3
2023-08-26,TJB,Singapore,Tanker,1
2023-08-26,TJQ,Indonesia,Passenger,1
2023-08-26,TNJ,Indonesia,Passenger,3
2023-08-26,TNJ,Singapore,Passenger,2
2023-08-26,TPR,"China, People's Republic Of",Cargo,2
2023-08-26,TPR,Chinese Taipei,Cargo,1
2023-08-26,TPR,Denmark,Cargo,1
2023-08-26,TPR,Indonesia,Cargo,19
2023-08-26,TPR,Indonesia,Other,1
2023-08-26,TPR,Indonesia,Passenger,2
2023-08-26,TPR,Japan,Cargo,2
2023-08-26,TPR,"Korea, South",Cargo,1
2023-08-26,TPR,Vietnam,Cargo,2
2023-08-26,TQP,Indonesia,Passenger,3
2023-08-26,TTK,Indonesia,Passenger,2
2023-08-26,WSR,Indonesia,Passenger,2
2023-08-27,AEA,Singapore,Tanker,1
2023-08-27,AMQ,Indonesia,Cargo,1
2023-08-27,AMQ,Indonesia,Passenger,2
2023-08-27,AMQ,Indonesia,Tanker,3
2023-08-27,ARE,Indonesia,Tanker,1
2023-08-27,BBM,Indonesia,Passenger,2
2023-08-27,BDJ,Greece,Cargo,2
2023-08-27,BDJ,"Hong Kong, China",Cargo,1
2023-08-27,BDJ,India,Cargo,1
2023-08-27,BDJ,Indonesia,Cargo,4
2023-08-27,BDJ,Indonesia,Passenger,4
2023-08-27,BDJ,Indonesia,Tanker,3
2023-08-27,BDJ,Marshall Islands,Cargo,1
2023-08-27,BIT,Indonesia,Passenger,1
2023-08-27,BIT,Indonesia,Tanker,3
2023-08-27,BLW,India,Cargo,1
2023-08-27,BLW,Indonesia,Cargo,1
2023-08-27,BLW,Malaysia,Tanker,1
2023-08-27,BLW,Singapore,Cargo,3
2023-08-27,BLW,Singapore,Tanker,1
2023-08-27,BLW,Switzerland,Cargo,1
2023-08-27,BLW,"Virgin Islands, British",Tanker,1
2023-08-27,BOA,Indonesia,Passenger,1
2023-08-27,BOA,Indonesia,Tanker,2
2023-08-27,BPN,Indonesia,Cargo,2
2023-08-27,BPN,Indonesia,Other,2
2023-08-27,BPN,Indonesia,Passenger,18
2023-08-27,BPN,Indonesia,Pleasure Craft,2
2023-08-27,BPN,Indonesia,Sailing,2
2023-08-27,BPN,Indonesia,Tanker,5
2023-08-27,BPN,Japan,Tanker,1
2023-08-27,BPN,Philippines,Other,1
2023-08-27,BPN,Singapore,Cargo,1
2023-08-27,BPN,Singapore,Other,1
2023-08-27,BPN,Singapore,Tanker,2
2023-08-27,BUR,Indonesia,Passenger,24
2023-08-27,BUR,Indonesia,Pleasure Craft,1
2023-08-27,BUR,Indonesia,Tanker,2
2023-08-27,BUR,Malaysia,Cargo,1
2023-08-27,BUR,Norway,Passenger,1
2023-08-27,BUR,Saudi Arabia,Passenger,3
2023-08-27,BUR,Singapore,Cargo,3
2023-08-27,BUR,Singapore,Passenger,22
2023-08-27,CEB,Indonesia,Passenger,1
2023-08-27,CXP,"China, People's Republic Of",Cargo,1
2023-08-27,CXP,Indonesia,Cargo,4
2023-08-27,CXP,Indonesia,Tanker,2
2023-08-27,DJJ,Indonesia,Passenger,2
2023-08-27,DJJ,Indonesia,Tanker,1
2023-08-27,DUM,"China, People's Republic Of",Cargo,1
2023-08-27,DUM,Greece,Cargo,1
2023-08-27,DUM,Indonesia,Cargo,1
2023-08-27,DUM,Indonesia,Passenger,1
2023-08-27,DUM,Indonesia,Tanker,2
2023-08-27,DUM,Singapore,Tanker,5
2023-08-27,DUM,Vietnam,Tanker,1
2023-08-27,FKQ,Indonesia,Passenger,1
2023-08-27,GRE,Chinese Taipei,Cargo,1
2023-08-27,GRE,France,Cargo,1
2023-08-27,GRE,Greece,Cargo,1
2023-08-27,GRE,Indonesia,Cargo,16
2023-08-27,GRE,Indonesia,Dredging,2
2023-08-27,GRE,Indonesia,Passenger,7
2023-08-27,GRE,Indonesia,Tanker,1
2023-08-27,GRE,Japan,Cargo,1
2023-08-27,GRE,"Korea, South",Cargo,1
2023-08-27,GRE,Malaysia,Tanker,2
2023-08-27,GRE,Singapore,Tanker,1
2023-08-27,GRE,Tanzania,Cargo,1
2023-08-27,GTO,Indonesia,Cargo,1
2023-08-27,IBP,"China, People's Republic Of",Tanker,4
2023-08-27,IBP,Colombia,Passenger,2
2023-08-27,IBP,Denmark,Tanker,1
2023-08-27,IBP,Greece,Cargo,1
2023-08-27,IBP,Indonesia,Cargo,4
2023-08-27,IBP,Indonesia,Passenger,79
2023-08-27,IBP,Indonesia,Tanker,11
2023-08-27,IBP,"Korea, South",Tanker,1
2023-08-27,IBP,Singapore,Tanker,1
2023-08-27,ING,Indonesia,Cargo,1
2023-08-27,IPI,Indonesia,Passenger,1
2023-08-27,ISA,Indonesia,Fishing,1
2023-08-27,KAT,Indonesia,Passenger,1
2023-08-27,KDI,Indonesia,Passenger,2
2023-08-27,KUM,Indonesia,Passenger,1
2023-08-27,KUM,Indonesia,Tanker,1
2023-08-27,LBO,Indonesia,Cargo,2
2023-08-27,LBO,Indonesia,Passenger,2
2023-08-27,LMR,Indonesia,Cargo,3
2023-08-27,LMR,Indonesia,Passenger,12
2023-08-27,LSW,Indonesia,Tanker,1
2023-08-27,LTU,Germany,Cargo,3
2023-08-27,LTU,Indonesia,Passenger,1
2023-08-27,LTU,Vietnam,Cargo,1
2023-08-27,LUW,Indonesia,Passenger,2
2023-08-27,MAK,"Hong Kong, China",Cargo,1
2023-08-27,MAK,Indonesia,Cargo,5
2023-08-27,MAK,Indonesia,Passenger,3
2023-08-27,MAK,Indonesia,Sailing,1
2023-08-27,MAK,Indonesia,Tanker,3
2023-08-27,MAK,Singapore,Other,1
2023-08-27,MAK,Vietnam,Cargo,1
2023-08-27,MKQ,Indonesia,Cargo,1
2023-08-27,MKQ,Indonesia,Tanker,2
2023-08-27,MKW,Indonesia,Passenger,2
2023-08-27,MKW,Indonesia,Tanker,1
2023-08-27,MLD,Indonesia,Passenger,1
2023-08-27,MLD,Indonesia,Tanker,1
2023-08-27,MSK,"China, People's Republic Of",Cargo,1
2023-08-27,MSK,Indonesia,Tanker,3
2023-08-27,MUO,"Hong Kong, China",Cargo,1
2023-08-27,MUO,Indonesia,Cargo,1
2023-08-27,NAM,Indonesia,Passenger,2
2023-08-27,NGG,Denmark,Cargo,1
2023-08-27,PLB,Singapore,Cargo,1
2023-08-27,PNJ,Indonesia,Cargo,3
2023-08-27,PNJ,Indonesia,Passenger,1
2023-08-27,PNJ,Indonesia,Tanker,2
2023-08-27,PNJ,Switzerland,Cargo,1
2023-08-27,PNK,Indonesia,Cargo,5
2023-08-27,PNK,Indonesia,Tanker,1
2023-08-27,SKJ,Indonesia,Passenger,1
2023-08-27,SMA,Indonesia,Tanker,1
2023-08-27,SMQ,Indonesia,Tanker,1
2023-08-27,SOQ,Indonesia,Passenger,3
2023-08-27,SRG,Chinese Taipei,Cargo,1
2023-08-27,SRG,Indonesia,Cargo,3
2023-08-27,SRG,Indonesia,Passenger,1
2023-08-27,SRG,Indonesia,Tanker,1
2023-08-27,SRG,Singapore,Cargo,1
2023-08-27,SRG,United States Of America,Passenger,1
2023-08-27,SUB,Indonesia,Passenger,2
2023-08-27,SUB,"Korea, South",Tanker,1
2023-08-27,SUR,"China, People's Republic Of",Cargo,1
2023-08-27,SUR,Indonesia,Tanker,1
2023-08-27,TBY,Indonesia,Cargo,1
2023-08-27,TBY,"Korea, South",Tanker,1
2023-08-27,TEI,Indonesia,Passenger,6
2023-08-27,TJB,Greece,Cargo,1
2023-08-27,TJB,Indonesia,Cargo,5
2023-08-27,TJB,Indonesia,Passenger,7
2023-08-27,TJB,Indonesia,Tanker,5
2023-08-27,TJB,Singapore,Passenger,1
2023-08-27,TJB,Singapore,Tanker,2
2023-08-27,TJQ,Indonesia,Passenger,1
2023-08-27,TNJ,Indonesia,Passenger,5
2023-08-27,TNJ,Singapore,Passenger,1
2023-08-27,TPR,"China, People's Republic Of",Cargo,1
2023-08-27,TPR,Chinese Taipei,Cargo,1
2023-08-27,TPR,Denmark,Cargo,1
2023-08-27,TPR,France,Cargo,1
2023-08-27,TPR,Indonesia,Cargo,12
2023-08-27,TPR,Indonesia,Other,3
2023-08-27,TPR,Indonesia,Passenger,3
2023-08-27,TPR,Indonesia,Tanker,3
2023-08-27,TPR,Israel,Cargo,1
2023-08-27,TPR,"Korea, South",Cargo,1
2023-08-27,TPR,Netherlands,Cargo,1
2023-08-27,TPR,Singapore,Tanker,1
2023-08-27,TPR,Turkey,Cargo,1
2023-08-27,TPR,Vietnam,Cargo,1
2023-08-27,TQP,Indonesia,Cargo,2
2023-08-27,TQP,Indonesia,Passenger,2
2023-08-28,AEA,"Hong Kong, China",Cargo,1
2023-08-28,AMQ,Indonesia,Passenger,2
2023-08-28,ARE,Indonesia,Passenger,1
2023-08-28,BAD,Indonesia,Cargo,1
2023-08-28,BBM,Indonesia,Tanker,1
2023-08-28,BDJ,"China, People's Republic Of",Cargo,3
2023-08-28,BDJ,Indonesia,Cargo,4
2023-08-28,BDJ,Indonesia,Other,2
2023-08-28,BDJ,Indonesia,Passenger,1
2023-08-28,BDJ,Indonesia,Pleasure Craft,1
2023-08-28,BDJ,Indonesia,Tanker,1
2023-08-28,BDJ,"Korea, South",Cargo,1
2023-08-28,BDJ,Oman,Cargo,1
2023-08-28,BDJ,Vietnam,Cargo,1
2023-08-28,BGG,Indonesia,Passenger,1
2023-08-28,BIK,Indonesia,Passenger,2
2023-08-28,BIK,Indonesia,Tanker,2
2023-08-28,BIT,Indonesia,Cargo,4
2023-08-28,BIT,Indonesia,Passenger,1
2023-08-28,BIT,Indonesia,Tanker,2
2023-08-28,BKS,Indonesia,Tanker,1
2023-08-28,BLW,"Hong Kong, China",Tanker,1
2023-08-28,BLW,Indonesia,Cargo,1
2023-08-28,BLW,Indonesia,Other,1
2023-08-28,BLW,Indonesia,Passenger,1
2023-08-28,BLW,Singapore,Cargo,2
2023-08-28,BMU,Indonesia,Passenger,1
2023-08-28,BOA,Indonesia,Passenger,1
2023-08-28,BOA,Indonesia,Tanker,2
2023-08-28,BPN,Denmark,Tanker,1
2023-08-28,BPN,Greece,Cargo,1
2023-08-28,BPN,Indonesia,Cargo,4
2023-08-28,BPN,Indonesia,Other,2
2023-08-28,BPN,Indonesia,Passenger,15
2023-08-28,BPN,Indonesia,Sailing,1
2023-08-28,BPN,Indonesia,Tanker,3
2023-08-28,BPN,Japan,Tanker,1
2023-08-28,BPN,United Kingdom,Tanker,1
2023-08-28,BUR,Chinese Taipei,Other,1
2023-08-28,BUR,Fiji,Other,1
2023-08-28,BUR,Indonesia,Cargo,4
2023-08-28,BUR,Indonesia,Other,3
2023-08-28,BUR,Indonesia,Passenger,26
2023-08-28,BUR,Indonesia,Pleasure Craft,1
2023-08-28,BUR,Indonesia,Tanker,7
2023-08-28,BUR,Luxembourg,Other,1
2023-08-28,BUR,Norway,Passenger,1
2023-08-28,BUR,Saudi Arabia,Passenger,4
2023-08-28,BUR,Singapore,Cargo,6
2023-08-28,BUR,Singapore,Other,3
2023-08-28,BUR,Singapore,Passenger,23
2023-08-28,CBN,Singapore,Tanker,1
2023-08-28,CBN,United States Of America,Passenger,1
2023-08-28,CEB,Indonesia,Cargo,1
2023-08-28,CXP,Greece,Tanker,1
2023-08-28,CXP,"Hong Kong, China",Cargo,1
2023-08-28,CXP,Indonesia,Cargo,5
2023-08-28,CXP,Indonesia,Tanker,3
2023-08-28,CXP,Marshall Islands,Cargo,1
2023-08-28,DJJ,Indonesia,Passenger,1
2023-08-28,DUM,"China, People's Republic Of",Cargo,1
2023-08-28,DUM,"China, People's Republic Of",Tanker,1
2023-08-28,DUM,Denmark,Tanker,2
2023-08-28,DUM,Indonesia,Cargo,2
2023-08-28,DUM,Indonesia,Passenger,3
2023-08-28,DUM,Indonesia,Tanker,5
2023-08-28,DUM,Norway,Tanker,2
2023-08-28,DUM,Singapore,Cargo,1
2023-08-28,DUM,Singapore,Tanker,2
2023-08-28,DUM,Vietnam,Tanker,1
2023-08-28,FKQ,Indonesia,Passenger,1
2023-08-28,GRE,"China, People's Republic Of",Passenger,1
2023-08-28,GRE,"China, People's Republic Of",Tanker,1
2023-08-28,GRE,Greece,Cargo,2
2023-08-28,GRE,Indonesia,Cargo,8
2023-08-28,GRE,Indonesia,Dredging,3
2023-08-28,GRE,Indonesia,Other,2
2023-08-28,GRE,Indonesia,Passenger,6
2023-08-28,GRE,Indonesia,Tanker,3
2023-08-28,GRE,Monaco,Cargo,1
2023-08-28,GRE,Singapore,Cargo,2
2023-08-28,GRE,Singapore,Tanker,2
2023-08-28,GRE,United States Of America,Tanker,1
2023-08-28,GTO,Indonesia,Passenger,1
2023-08-28,IBP,"China, People's Republic Of",Tanker,5
2023-08-28,IBP,Colombia,Passenger,1
2023-08-28,IBP,Greece,Cargo,1
2023-08-28,IBP,Greece,Tanker,1
2023-08-28,IBP,India,Tanker,1
2023-08-28,IBP,Indonesia,Cargo,8
2023-08-28,IBP,Indonesia,Other,1
2023-08-28,IBP,Indonesia,Passenger,87
2023-08-28,IBP,Indonesia,Tanker,6
2023-08-28,IBP,Turkey,Cargo,1
2023-08-28,IBP,United Arab Emirates,Tanker,1
2023-08-28,IMW,Indonesia,Cargo,2
2023-08-28,IMW,Indonesia,Sailing,1
2023-08-28,ING,Indonesia,Other,1
2023-08-28,ING,Indonesia,Tanker,1
2023-08-28,KAT,Indonesia,Passenger,1
2023-08-28,KDI,Indonesia,Cargo,1
2023-08-28,KDI,Indonesia,Passenger,4
2023-08-28,KTJ,Chinese Taipei,Cargo,1
2023-08-28,LBO,Indonesia,Cargo,1
2023-08-28,LBO,Indonesia,Passenger,2
2023-08-28,LMR,Indonesia,Cargo,1
2023-08-28,LMR,Indonesia,Passenger,13
2023-08-28,LTU,Indonesia,Cargo,1
2023-08-28,LTU,Indonesia,Tanker,1
2023-08-28,LUW,Indonesia,Cargo,1
2023-08-28,MAK,"China, People's Republic Of",Cargo,1
2023-08-28,MAK,Chinese Taipei,Cargo,1
2023-08-28,MAK,Indonesia,Cargo,5
2023-08-28,MAK,Indonesia,Passenger,1
2023-08-28,MAK,Indonesia,Tanker,2
2023-08-28,MKW,Indonesia,Passenger,2
2023-08-28,MKW,Indonesia,Tanker,1
2023-08-28,MLD,Indonesia,Cargo,1
2023-08-28,MLD,Indonesia,Passenger,1
2023-08-28,MUO,Indonesia,Tanker,1
2023-08-28,NBX,Indonesia,Cargo,1
2023-08-28,NGG,Denmark,Cargo,1
2023-08-28,PGX,Indonesia,Tanker,1
2023-08-28,PNJ,Indonesia,Cargo,1
2023-08-28,PNJ,Indonesia,Passenger,1
2023-08-28,PNJ,Indonesia,Tanker,2
2023-08-28,PNK,Indonesia,Cargo,7
2023-08-28,PNK,Indonesia,Fishing,1
2023-08-28,PNK,Indonesia,Passenger,1
