dt_pos_utc,Port,OperatorCountryofDomicileName,vessel_type,count
2023-01-01,AEA,"China, People's Republic Of",Tanker,1
2023-01-01,AMQ,Indonesia,Passenger,1
2023-01-01,AMQ,Indonesia,Tanker,4
2023-01-01,BBM,Indonesia,Passenger,1
2023-01-01,BBM,Indonesia,Tanker,1
2023-01-01,BDJ,Indonesia,Cargo,4
2023-01-01,BDJ,Indonesia,Passenger,2
2023-01-01,BDJ,Netherlands,Cargo,1
2023-01-01,BIK,Indonesia,Passenger,1
2023-01-01,BIT,Indonesia,Cargo,1
2023-01-01,BIT,Indonesia,Tanker,2
2023-01-01,BLW,"Hong Kong, China",Tanker,1
2023-01-01,BLW,Indonesia,Cargo,4
2023-01-01,BLW,Indonesia,Other,1
2023-01-01,BLW,Singapore,Cargo,1
2023-01-01,BLW,Singapore,Tanker,1
2023-01-01,BLW,St Kitts & Nevis,Cargo,1
2023-01-01,BMU,Indonesia,Passenger,1
2023-01-01,BOA,Indonesia,Passenger,1
2023-01-01,BOA,Indonesia,Tanker,3
2023-01-01,BOA,Japan,Fishing,1
2023-01-01,BOA,Singapore,Cargo,2
2023-01-01,BPN,Greece,Cargo,1
2023-01-01,BPN,Indonesia,Cargo,2
2023-01-01,BPN,Indonesia,Other,1
2023-01-01,BPN,Indonesia,Passenger,13
2023-01-01,BPN,Indonesia,Tanker,6
2023-01-01,BPN,Japan,Cargo,1
2023-01-01,BPN,Japan,Tanker,1
2023-01-01,BUR,Indonesia,Cargo,2
2023-01-01,BUR,Indonesia,Other,7
2023-01-01,BUR,Indonesia,Passenger,19
2023-01-01,BUR,Indonesia,Tanker,3
2023-01-01,BUR,Netherlands,Cargo,1
2023-01-01,BUR,Saudi Arabia,Passenger,8
2023-01-01,BUR,Singapore,Cargo,2
2023-01-01,BUR,Singapore,Passenger,14
2023-01-01,BUR,Singapore,Tanker,1
2023-01-01,CXP,Indonesia,Cargo,2
2023-01-01,CXP,Singapore,Tanker,1
2023-01-01,DUM,Denmark,Tanker,1
2023-01-01,DUM,"Hong Kong, China",Tanker,1
2023-01-01,DUM,Indonesia,Passenger,1
2023-01-01,DUM,Indonesia,Pleasure Craft,1
2023-01-01,DUM,Indonesia,Tanker,5
2023-01-01,DUM,Japan,Cargo,3
2023-01-01,DUM,Japan,Tanker,1
2023-01-01,DUM,Liberia,Tanker,1
2023-01-01,DUM,Malaysia,Tanker,1
2023-01-01,DUM,Singapore,Tanker,1
2023-01-01,DUM,Thailand,Tanker,1
2023-01-01,DUM,Vietnam,Cargo,1
2023-01-01,FKQ,Indonesia,Passenger,1
2023-01-01,GRE,"China, People's Republic Of",Cargo,2
2023-01-01,GRE,"China, People's Republic Of",Passenger,1
2023-01-01,GRE,Chinese Taipei,Cargo,2
2023-01-01,GRE,Indonesia,Cargo,5
2023-01-01,GRE,Indonesia,Passenger,3
2023-01-01,GRE,Indonesia,Tanker,7
2023-01-01,GRE,"Korea, South",Cargo,1
2023-01-01,GRE,Malaysia,Tanker,1
2023-01-01,GRE,Tanzania,Cargo,1
2023-01-01,GRE,United Arab Emirates,Cargo,1
2023-01-01,IBP,"China, People's Republic Of",Cargo,1
2023-01-01,IBP,Colombia,Passenger,3
2023-01-01,IBP,Denmark,Tanker,1
2023-01-01,IBP,Greece,Cargo,1
2023-01-01,IBP,Indonesia,Cargo,6
2023-01-01,IBP,Indonesia,Passenger,79
2023-01-01,IBP,Indonesia,Tanker,3
2023-01-01,IBP,Japan,Cargo,1
2023-01-01,IBP,"Korea, South",Tanker,1
2023-01-01,IBP,Monaco,Cargo,1
2023-01-01,IBP,Norway,Tanker,1
2023-01-01,IBP,Oman,Cargo,1
2023-01-01,IMW,Indonesia,Cargo,1
2023-01-01,IMW,Indonesia,Other,1
2023-01-01,ING,Indonesia,Cargo,1
2023-01-01,ING,Indonesia,Tanker,1
2023-01-01,KDI,Indonesia,Passenger,1
2023-01-01,KTJ,Indonesia,Cargo,1
2023-01-01,KTJ,Vietnam,Cargo,1
2023-01-01,KUM,Indonesia,Cargo,1
2023-01-01,LBO,Indonesia,Passenger,1
2023-01-01,LMR,Indonesia,Cargo,1
2023-01-01,LMR,Indonesia,Passenger,8
2023-01-01,LTU,Indonesia,Cargo,1
2023-01-01,LUW,Indonesia,Passenger,2
2023-01-01,MAK,Greece,Cargo,1
2023-01-01,MAK,Indonesia,Cargo,5
2023-01-01,MAK,Indonesia,Passenger,2
2023-01-01,MAK,Indonesia,Tanker,1
2023-01-01,MAK,Singapore,Tanker,1
2023-01-01,MKW,Indonesia,Passenger,3
2023-01-01,MKW,Indonesia,Tanker,1
2023-01-01,MLD,Indonesia,Cargo,1
2023-01-01,MLD,Indonesia,Passenger,1
2023-01-01,MLD,Indonesia,Tanker,2
2023-01-01,MSK,Singapore,Cargo,1
2023-01-01,MUO,Indonesia,Cargo,1
2023-01-01,MUO,Indonesia,Sailing,1
2023-01-01,MUO,Indonesia,Tanker,4
2023-01-01,MUO,Turkey,Cargo,1
2023-01-01,NAM,Indonesia,Passenger,1
2023-01-01,NAM,Indonesia,Tanker,1
2023-01-01,PGX,Indonesia,Tanker,1
2023-01-01,PNJ,"China, People's Republic Of",Cargo,1
2023-01-01,PNJ,Greece,Cargo,2
2023-01-01,PNJ,Indonesia,Cargo,2
2023-01-01,PNJ,Indonesia,Tanker,1
2023-01-01,PNJ,Lebanon,Cargo,1
2023-01-01,PNJ,Liberia,Tanker,1
2023-01-01,PNK,Indonesia,Cargo,1
2023-01-01,PNK,Indonesia,Passenger,1
2023-01-01,PNK,Indonesia,Tanker,6
2023-01-01,PNK,Vietnam,Cargo,1
2023-01-01,PPS,Indonesia,Tanker,1
2023-01-01,PTM,Indonesia,Tanker,1
2023-01-01,SKJ,Indonesia,Tanker,1
2023-01-01,SMA,Indonesia,Tanker,1
2023-01-01,SMQ,Indonesia,Tanker,2
2023-01-01,SOQ,Indonesia,Cargo,1
2023-01-01,SOQ,Indonesia,Passenger,3
2023-01-01,SRG,Chinese Taipei,Cargo,2
2023-01-01,SRG,Indonesia,Cargo,1
2023-01-01,SRG,Indonesia,Passenger,1
2023-01-01,SUB,Indonesia,Cargo,1
2023-01-01,SUB,Indonesia,Tanker,5
2023-01-01,TBY,Bangladesh,Cargo,7
2023-01-01,TBY,Singapore,Cargo,1
2023-01-01,TBY,Singapore,Tanker,1
2023-01-01,TEI,Indonesia,Passenger,10
2023-01-01,TGP,Indonesia,Cargo,1
2023-01-01,TGP,Indonesia,Sailing,1
2023-01-01,TJB,Chinese Taipei,Cargo,1
2023-01-01,TJB,Indonesia,Cargo,4
2023-01-01,TJB,Indonesia,Other,1
2023-01-01,TJB,Indonesia,Passenger,7
2023-01-01,TJB,Indonesia,Tanker,3
2023-01-01,TJB,Singapore,Passenger,2
2023-01-01,TNJ,Indonesia,Passenger,3
2023-01-01,TPR,Canada,Cargo,1
2023-01-01,TPR,Denmark,Cargo,1
2023-01-01,TPR,France,Cargo,2
2023-01-01,TPR,"Hong Kong, China",Cargo,3
2023-01-01,TPR,Indonesia,Cargo,6
2023-01-01,TPR,Indonesia,Other,1
2023-01-01,TPR,Indonesia,Passenger,2
2023-01-01,TPR,Indonesia,Tanker,2
2023-01-01,TPR,Isle Of Man,Cargo,1
2023-01-01,WSR,Indonesia,Passenger,1
2023-01-02,AMQ,Indonesia,Cargo,2
2023-01-02,AMQ,Indonesia,Passenger,4
2023-01-02,AMQ,Indonesia,Tanker,2
2023-01-02,BAD,Indonesia,Cargo,1
2023-01-02,BBM,Indonesia,Passenger,1
2023-01-02,BBM,Indonesia,Tanker,1
2023-01-02,BDJ,"Hong Kong, China",Cargo,2
2023-01-02,BDJ,Indonesia,Cargo,1
2023-01-02,BDJ,Indonesia,Other,1
2023-01-02,BDJ,Indonesia,Tanker,2
2023-01-02,BDJ,Singapore,Other,1
2023-01-02,BDJ,United Kingdom,Cargo,1
2023-01-02,BIK,Indonesia,Tanker,1
2023-01-02,BIT,Greece,Tanker,1
2023-01-02,BIT,Indonesia,Cargo,1
2023-01-02,BIT,Indonesia,Passenger,3
2023-01-02,BIT,Indonesia,Tanker,3
2023-01-02,BKS,Indonesia,Passenger,1
2023-01-02,BKS,Indonesia,Tanker,1
2023-01-02,BLW,Indonesia,Cargo,3
2023-01-02,BLW,Indonesia,Tanker,1
2023-01-02,BLW,Singapore,Cargo,1
2023-01-02,BLW,St Kitts & Nevis,Cargo,1
2023-01-02,BLW,Switzerland,Cargo,1
2023-01-02,BMU,Indonesia,Cargo,1
2023-01-02,BOA,Indonesia,Passenger,1
2023-01-02,BOA,Singapore,Cargo,2
2023-01-02,BPN,Indonesia,Cargo,5
2023-01-02,BPN,Indonesia,Passenger,12
2023-01-02,BPN,Indonesia,Tanker,9
2023-01-02,BPN,Malaysia,Other,1
2023-01-02,BPN,Singapore,Cargo,1
2023-01-02,BUR,Indonesia,Cargo,1
2023-01-02,BUR,Indonesia,Other,7
2023-01-02,BUR,Indonesia,Passenger,19
2023-01-02,BUR,Indonesia,Tanker,1
2023-01-02,BUR,Netherlands,Cargo,1
2023-01-02,BUR,Saudi Arabia,Passenger,7
2023-01-02,BUR,Singapore,Cargo,1
2023-01-02,BUR,Singapore,Other,1
2023-01-02,BUR,Singapore,Passenger,13
2023-01-02,BUR,Singapore,Sailing,3
2023-01-02,CXP,Indonesia,Cargo,1
2023-01-02,CXP,Indonesia,Tanker,1
2023-01-02,CXP,Singapore,Tanker,1
2023-01-02,DUM,"China, People's Republic Of",Cargo,1
2023-01-02,DUM,Indonesia,Other,1
2023-01-02,DUM,Indonesia,Passenger,2
2023-01-02,DUM,Indonesia,Tanker,4
2023-01-02,DUM,Japan,Cargo,2
2023-01-02,DUM,Seychelles,Tanker,1
2023-01-02,DUM,Singapore,Tanker,2
2023-01-02,DUM,Vietnam,Tanker,1
2023-01-02,FKQ,Indonesia,Passenger,1
2023-01-02,GNS,Indonesia,Passenger,1
2023-01-02,GRE,"China, People's Republic Of",Cargo,1
2023-01-02,GRE,Chinese Taipei,Cargo,1
2023-01-02,GRE,Denmark,Cargo,1
2023-01-02,GRE,France,Cargo,1
2023-01-02,GRE,Greece,Cargo,1
2023-01-02,GRE,Indonesia,Cargo,6
2023-01-02,GRE,Indonesia,Passenger,4
2023-01-02,GRE,Indonesia,Tanker,12
2023-01-02,GRE,Singapore,Cargo,3
2023-01-02,GRE,Singapore,Tanker,1
2023-01-02,GRE,Switzerland,Cargo,1
2023-01-02,GRE,Vietnam,Cargo,1
2023-01-02,GTO,Indonesia,Cargo,1
2023-01-02,IBP,Colombia,Passenger,4
2023-01-02,IBP,Denmark,Cargo,1
2023-01-02,IBP,Greece,Cargo,2
2023-01-02,IBP,Greece,Tanker,2
2023-01-02,IBP,"Hong Kong, China",Cargo,1
2023-01-02,IBP,Indonesia,Cargo,2
2023-01-02,IBP,Indonesia,Passenger,79
2023-01-02,IBP,Indonesia,Tanker,5
2023-01-02,IBP,Liberia,Tanker,1
2023-01-02,IBP,Netherlands,Other,1
2023-01-02,IBP,Singapore,Tanker,2
2023-01-02,IBP,United Kingdom,Cargo,1
2023-01-02,IMW,Indonesia,Cargo,1
2023-01-02,IMW,Indonesia,Tanker,1
2023-01-02,ING,Indonesia,Cargo,3
2023-01-02,ING,Indonesia,Sailing,2
2023-01-02,ING,Indonesia,Tanker,1
2023-01-02,KDI,Indonesia,Cargo,2
2023-01-02,KDI,Indonesia,Passenger,3
2023-01-02,KUM,Indonesia,Tanker,1
2023-01-02,LMR,"China, People's Republic Of",Passenger,1
2023-01-02,LMR,Indonesia,Passenger,7
2023-01-02,LSW,Indonesia,Tanker,1
2023-01-02,LTU,Indonesia,Cargo,1
2023-01-02,MAK,"China, People's Republic Of",Cargo,1
2023-01-02,MAK,Indonesia,Cargo,7
2023-01-02,MAK,Indonesia,Other,1
2023-01-02,MAK,Indonesia,Passenger,3
2023-01-02,MAK,Indonesia,Tanker,4
2023-01-02,MAK,Singapore,Tanker,1
2023-01-02,MLD,Indonesia,Passenger,1
2023-01-02,MUO,Indonesia,Cargo,3
2023-01-02,MUO,Indonesia,Passenger,1
2023-01-02,MUO,Indonesia,Sailing,1
2023-01-02,MUO,Indonesia,Tanker,2
2023-01-02,PNJ,"China, People's Republic Of",Cargo,1
2023-01-02,PNJ,Denmark,Cargo,1
2023-01-02,PNJ,Greece,Tanker,1
2023-01-02,PNJ,"Hong Kong, China",Cargo,2
2023-01-02,PNJ,Indonesia,Cargo,2
2023-01-02,PNJ,Indonesia,Tanker,1
2023-01-02,PNJ,Japan,Cargo,1
2023-01-02,PNK,Indonesia,Cargo,6
2023-01-02,PNK,Indonesia,Tanker,4
2023-01-02,PTM,Indonesia,Cargo,2
2023-01-02,SMQ,Indonesia,Tanker,1
2023-01-02,SOQ,Indonesia,Cargo,1
2023-01-02,SOQ,Indonesia,Passenger,5
2023-01-02,SOQ,Indonesia,Tanker,3
2023-01-02,SRG,Chinese Taipei,Cargo,1
2023-01-02,SRG,"Hong Kong, China",Cargo,1
2023-01-02,SRG,Indonesia,Passenger,1
2023-01-02,SRG,Indonesia,Tanker,3
2023-01-02,SUB,Indonesia,Passenger,1
2023-01-02,SUB,Indonesia,Tanker,2
2023-01-02,SUB,Philippines,Cargo,1
2023-01-02,SUB,Turkey,Cargo,1
2023-01-02,SUR,"Hong Kong, China",Cargo,1
2023-01-02,SUR,Indonesia,Tanker,2
2023-01-02,SXK,Indonesia,Passenger,1
2023-01-02,TBY,Bangladesh,Cargo,5
2023-01-02,TBY,Indonesia,Cargo,1
2023-01-02,TBY,Norway,Tanker,1
2023-01-02,TEI,Indonesia,Cargo,1
2023-01-02,TEI,Indonesia,Passenger,11
2023-01-02,TGP,Indonesia,Passenger,1
2023-01-02,TJB,Indonesia,Cargo,4
2023-01-02,TJB,Indonesia,Passenger,8
2023-01-02,TJB,Indonesia,Tanker,1
2023-01-02,TJB,Singapore,Passenger,4
2023-01-02,TNJ,Indonesia,Passenger,4
2023-01-02,TNJ,Norway,Passenger,1
2023-01-02,TPR,"China, People's Republic Of",Cargo,1
2023-01-02,TPR,Chinese Taipei,Cargo,1
2023-01-02,TPR,Cyprus,Cargo,1
2023-01-02,TPR,Germany,Cargo,1
2023-01-02,TPR,Greece,Cargo,1
2023-01-02,TPR,Indonesia,Cargo,13
2023-01-02,TPR,Indonesia,Other,2
2023-01-02,TPR,Indonesia,Passenger,4
2023-01-02,TPR,Indonesia,Tanker,3
2023-01-02,TPR,Japan,Cargo,1
2023-01-02,TPR,Liberia,Cargo,1
2023-01-02,TPR,Malaysia,Other,1
2023-01-02,TPR,Singapore,Cargo,1
2023-01-02,TPR,Switzerland,Cargo,1
2023-01-02,TTK,Indonesia,Passenger,1
2023-01-02,TUA,Indonesia,Passenger,1
2023-01-02,TUA,Indonesia,Tanker,1
2023-01-03,AMQ,Indonesia,Cargo,1
2023-01-03,AMQ,Indonesia,Passenger,4
2023-01-03,AMQ,Indonesia,Tanker,4
2023-01-03,AMQ,Japan,Tanker,1
2023-01-03,ARE,Indonesia,Passenger,1
2023-01-03,BBM,Indonesia,Passenger,2
2023-01-03,BBM,Indonesia,Sailing,1
2023-01-03,BBM,Indonesia,Tanker,1
2023-01-03,BDJ,"China, People's Republic Of",Cargo,3
2023-01-03,BDJ,Indonesia,Cargo,3
2023-01-03,BDJ,Indonesia,Other,1
2023-01-03,BDJ,Indonesia,Passenger,3
2023-01-03,BDJ,Indonesia,Tanker,1
2023-01-03,BDJ,Japan,Cargo,1
2023-01-03,BDJ,Vietnam,Cargo,1
2023-01-03,BIT,Greece,Tanker,1
2023-01-03,BIT,Indonesia,Cargo,2
2023-01-03,BIT,Indonesia,Fishing,1
2023-01-03,BIT,Indonesia,Passenger,1
2023-01-03,BIT,Indonesia,Tanker,2
2023-01-03,BLW,Chinese Taipei,Cargo,1
2023-01-03,BLW,Indonesia,Cargo,1
2023-01-03,BLW,Indonesia,Other,1
2023-01-03,BLW,Indonesia,Tanker,2
2023-01-03,BLW,Japan,Tanker,1
2023-01-03,BLW,"Korea, South",Tanker,1
2023-01-03,BLW,Singapore,Tanker,1
2023-01-03,BMU,Indonesia,Passenger,1
2023-01-03,BOA,Indonesia,Passenger,1
2023-01-03,BOA,Indonesia,Tanker,1
2023-01-03,BPN,Indonesia,Cargo,2
2023-01-03,BPN,Indonesia,Passenger,10
2023-01-03,BPN,Indonesia,Pleasure Craft,2
2023-01-03,BPN,Indonesia,Sailing,3
2023-01-03,BPN,Indonesia,Tanker,11
2023-01-03,BUR,Germany,Cargo,1
2023-01-03,BUR,Greece,Cargo,1
2023-01-03,BUR,Indonesia,Cargo,7
2023-01-03,BUR,Indonesia,Other,4
2023-01-03,BUR,Indonesia,Passenger,24
2023-01-03,BUR,Indonesia,Tanker,2
2023-01-03,BUR,Malaysia,Dredging,1
2023-01-03,BUR,Netherlands,Tanker,1
2023-01-03,BUR,Saudi Arabia,Passenger,7
2023-01-03,BUR,Seychelles,Tanker,1
2023-01-03,BUR,Singapore,Cargo,7
2023-01-03,BUR,Singapore,Other,1
2023-01-03,BUR,Singapore,Passenger,10
2023-01-03,BUR,Singapore,Pleasure Craft,1
2023-01-03,BUR,Singapore,Tanker,2
2023-01-03,CXP,Indonesia,Tanker,1
2023-01-03,DJJ,Indonesia,Cargo,1
2023-01-03,DJJ,Indonesia,Passenger,4
2023-01-03,DUM,Indonesia,Passenger,4
2023-01-03,DUM,Indonesia,Tanker,5
2023-01-03,DUM,Japan,Cargo,1
2023-01-03,DUM,Japan,Tanker,1
2023-01-03,DUM,"Korea, South",Tanker,3
2023-01-03,DUM,Netherlands,Tanker,1
2023-01-03,DUM,Singapore,Cargo,1
2023-01-03,DUM,Singapore,Tanker,2
2023-01-03,DUM,Vietnam,Cargo,1
2023-01-03,DUM,Vietnam,Tanker,1
2023-01-03,GNS,Indonesia,Passenger,1
2023-01-03,GRE,"China, People's Republic Of",Cargo,1
2023-01-03,GRE,"China, People's Republic Of",Passenger,1
2023-01-03,GRE,Chinese Taipei,Cargo,2
2023-01-03,GRE,Indonesia,Cargo,7
2023-01-03,GRE,Indonesia,Other,1
2023-01-03,GRE,Indonesia,Passenger,7
2023-01-03,GRE,Indonesia,Tanker,1
2023-01-03,GRE,Switzerland,Cargo,1
2023-01-03,IBP,"China, People's Republic Of",Cargo,1
2023-01-03,IBP,"China, People's Republic Of",Tanker,2
2023-01-03,IBP,"Hong Kong, China",Tanker,1
2023-01-03,IBP,Indonesia,Cargo,4
2023-01-03,IBP,Indonesia,Passenger,83
2023-01-03,IBP,Indonesia,Tanker,8
2023-01-03,IBP,Japan,Cargo,1
2023-01-03,IBP,Japan,Tanker,1
2023-01-03,IBP,Singapore,Tanker,1
2023-01-03,IBP,Vietnam,Cargo,1
2023-01-03,IBP,Vietnam,Tanker,1
2023-01-03,IMW,Indonesia,Cargo,1
2023-01-03,IMW,Indonesia,Passenger,1
2023-01-03,ING,Indonesia,Sailing,2
2023-01-03,ING,Indonesia,Tanker,1
2023-01-03,IPI,Indonesia,Tanker,1
2023-01-03,KDI,Indonesia,Cargo,1
2023-01-03,KDI,Indonesia,Passenger,2
2023-01-03,KDI,Indonesia,Tanker,1
2023-01-03,KOL,Indonesia,Passenger,1
2023-01-03,KUM,Indonesia,Other,1
2023-01-03,KUM,Indonesia,Tanker,1
2023-01-03,LMR,Indonesia,Passenger,11
2023-01-03,LUW,Indonesia,Passenger,1
2023-01-03,MAK,Indonesia,Cargo,3
2023-01-03,MAK,Indonesia,Passenger,1
2023-01-03,MAK,Indonesia,Tanker,1
2023-01-03,MKW,Indonesia,Passenger,2
2023-01-03,MLD,Indonesia,Cargo,1
2023-01-03,MLD,Indonesia,Other,1
2023-01-03,MUO,Indonesia,Cargo,1
2023-01-03,MUO,Indonesia,Passenger,1
2023-01-03,MUO,Indonesia,Sailing,1
2023-01-03,MUO,Indonesia,Tanker,1
2023-01-03,NAM,Indonesia,Tanker,1
2023-01-03,NDA,Indonesia,Passenger,1
2023-01-03,NGG,Singapore,Tanker,1
2023-01-03,PKS,Indonesia,Tanker,1
2023-01-03,PNJ,Greece,Cargo,3
2023-01-03,PNJ,"Hong Kong, China",Cargo,1
2023-01-03,PNJ,Indonesia,Cargo,3
2023-01-03,PNJ,Indonesia,Tanker,2
2023-01-03,PNK,Indonesia,Cargo,3
2023-01-03,PNK,Indonesia,Passenger,1
2023-01-03,PNK,Indonesia,Tanker,4
2023-01-03,SKJ,Indonesia,Passenger,1
2023-01-03,SLG,Indonesia,Passenger,1
2023-01-03,SMA,Indonesia,Tanker,1
2023-01-03,SMQ,Indonesia,Tanker,1
2023-01-03,SNL,Indonesia,Passenger,1
2023-01-03,SOQ,Indonesia,Cargo,2
2023-01-03,SOQ,Indonesia,Tanker,2
2023-01-03,SRG,Indonesia,Cargo,2
2023-01-03,SRG,Liberia,Cargo,1
2023-01-03,SUB,Indonesia,Cargo,2
2023-01-03,SUB,Indonesia,Passenger,2
2023-01-03,SUR,Indonesia,Tanker,1
2023-01-03,TAG,India,Tanker,1
2023-01-03,TBY,Bangladesh,Cargo,5
2023-01-03,TBY,Indonesia,Cargo,3
2023-01-03,TBY,Indonesia,Passenger,1
2023-01-03,TBY,Turkey,Tanker,1
2023-01-03,TEI,Indonesia,Passenger,11
2023-01-03,TGP,Indonesia,Sailing,1
2023-01-03,TJB,Cyprus,Tanker,1
2023-01-03,TJB,Denmark,Tanker,1
2023-01-03,TJB,Indonesia,Cargo,6
2023-01-03,TJB,Indonesia,Other,1
2023-01-03,TJB,Indonesia,Passenger,9
2023-01-03,TJB,Indonesia,Tanker,1
2023-01-03,TJB,Irish Republic,Tanker,1
2023-01-03,TJB,Singapore,Passenger,2
2023-01-03,TJB,Singapore,Tanker,1
2023-01-03,TNJ,Indonesia,Passenger,5
2023-01-03,TPR,"China, People's Republic Of",Cargo,1
2023-01-03,TPR,Chinese Taipei,Cargo,4
2023-01-03,TPR,Denmark,Cargo,1
2023-01-03,TPR,"Hong Kong, China",Cargo,1
2023-01-03,TPR,"Hong Kong, China",Tanker,1
2023-01-03,TPR,Indonesia,Cargo,13
2023-01-03,TPR,Indonesia,Passenger,3
2023-01-03,TPR,Indonesia,Tanker,1
2023-01-03,TPR,Marshall Islands,Cargo,1
2023-01-03,TPR,Singapore,Cargo,1
2023-01-03,TPR,Singapore,Tanker,1
2023-01-03,TPR,Thailand,Cargo,1
2023-01-03,TQP,Indonesia,Passenger,1
2023-01-03,TUA,Indonesia,Cargo,1
2023-01-03,TUA,Indonesia,Passenger,2
2023-01-03,TUA,Indonesia,Tanker,1
2023-01-03,WGP,Indonesia,Cargo,1
2023-01-04,AMQ,Indonesia,Passenger,5
2023-01-04,ARE,Indonesia,Passenger,2
2023-01-04,BDJ,Indonesia,Cargo,2
2023-01-04,BDJ,Indonesia,Tanker,1
2023-01-04,BGG,Indonesia,Passenger,1
2023-01-04,BGG,Indonesia,Tanker,1
2023-01-04,BIK,Indonesia,Cargo,1
2023-01-04,BIT,Indonesia,Passenger,1
2023-01-04,BKS,Indonesia,Passenger,1
2023-01-04,BLW,Chinese Taipei,Cargo,2
2023-01-04,BLW,Indonesia,Cargo,3
2023-01-04,BLW,Indonesia,Passenger,2
2023-01-04,BLW,Indonesia,Tanker,2
2023-01-04,BLW,Singapore,Cargo,1
2023-01-04,BLW,United Arab Emirates,Cargo,2
2023-01-04,BOA,Indonesia,Passenger,1
2023-01-04,BOA,Indonesia,Tanker,1
2023-01-04,BOA,Singapore,Cargo,1
2023-01-04,BPN,Indonesia,Cargo,2
2023-01-04,BPN,Indonesia,Passenger,20
2023-01-04,BPN,Indonesia,Pleasure Craft,1
2023-01-04,BPN,Indonesia,Sailing,3
2023-01-04,BPN,Indonesia,Tanker,5
2023-01-04,BPN,Malaysia,Other,1
2023-01-04,BPN,Netherlands,Cargo,1
2023-01-04,BPN,Singapore,Tanker,1
2023-01-04,BPN,Thailand,Tanker,1
2023-01-04,BUR,Germany,Cargo,1
2023-01-04,BUR,Indonesia,Cargo,2
2023-01-04,BUR,Indonesia,Other,7
2023-01-04,BUR,Indonesia,Passenger,25
2023-01-04,BUR,Indonesia,Tanker,1
2023-01-04,BUR,Saudi Arabia,Passenger,6
2023-01-04,BUR,Singapore,Cargo,7
2023-01-04,BUR,Singapore,Other,1
2023-01-04,BUR,Singapore,Passenger,11
2023-01-04,BUR,Singapore,Pleasure Craft,2
2023-01-04,CXP,Indonesia,Tanker,1
2023-01-04,DJJ,Indonesia,Cargo,1
2023-01-04,DUM,India,Tanker,1
2023-01-04,DUM,Indonesia,Passenger,4
2023-01-04,DUM,Indonesia,Tanker,6
2023-01-04,DUM,Irish Republic,Tanker,1
2023-01-04,DUM,Japan,Tanker,2
2023-01-04,DUM,Netherlands,Tanker,1
2023-01-04,DUM,Norway,Tanker,1
2023-01-04,DUM,Seychelles,Tanker,1
2023-01-04,DUM,Singapore,Tanker,2
2023-01-04,DUM,United Arab Emirates,Tanker,1
2023-01-04,DUM,Vietnam,Tanker,1
2023-01-04,GRE,"China, People's Republic Of",Cargo,2
2023-01-04,GRE,France,Cargo,1
2023-01-04,GRE,Germany,Cargo,1
2023-01-04,GRE,Indonesia,Cargo,3
2023-01-04,GRE,Indonesia,Other,1
2023-01-04,GRE,Indonesia,Passenger,4
2023-01-04,GRE,Indonesia,Tanker,4
2023-01-04,GRE,Singapore,Cargo,1
2023-01-04,GRE,Singapore,Tanker,2
2023-01-04,IBP,"China, People's Republic Of",Tanker,1
2023-01-04,IBP,Greece,Cargo,1
2023-01-04,IBP,Indonesia,Cargo,5
2023-01-04,IBP,Indonesia,Passenger,77
2023-01-04,IBP,Indonesia,Tanker,6
2023-01-04,IBP,Singapore,Tanker,4
2023-01-04,IMW,Indonesia,Cargo,2
2023-01-04,IMW,Indonesia,Passenger,1
2023-01-04,IMW,Indonesia,Tanker,1
2023-01-04,ING,Indonesia,Cargo,1
2023-01-04,ING,Indonesia,Sailing,1
2023-01-04,ING,Indonesia,Tanker,1
2023-01-04,ING,Singapore,Tanker,1
2023-01-04,KBH,Indonesia,Passenger,1
2023-01-04,KBH,Indonesia,Tanker,1
2023-01-04,KDI,Indonesia,Cargo,2
2023-01-04,KDI,Indonesia,Passenger,4
2023-01-04,KDI,Malaysia,Tanker,1
2023-01-04,LBO,Indonesia,Cargo,1
2023-01-04,LBO,Indonesia,Passenger,1
2023-01-04,LMR,"China, People's Republic Of",Passenger,1
2023-01-04,LMR,Indonesia,Passenger,10
2023-01-04,LSW,Indonesia,Tanker,1
2023-01-04,LSW,Japan,Tanker,1
2023-01-04,LTU,Indonesia,Cargo,1
2023-01-04,LUW,Indonesia,Cargo,1
2023-01-04,MAK,Indonesia,Cargo,6
2023-01-04,MAK,Indonesia,Passenger,2
2023-01-04,MAK,Indonesia,Tanker,2
2023-01-04,MKQ,Indonesia,Cargo,2
2023-01-04,MKQ,Indonesia,Tanker,1
2023-01-04,MLD,Indonesia,Passenger,1
2023-01-04,MOF,Indonesia,Passenger,1
2023-01-04,MSK,Indonesia,Pleasure Craft,1
2023-01-04,MUO,Indonesia,Sailing,1
2023-01-04,MUO,Indonesia,Tanker,1
2023-01-04,NAM,Indonesia,Passenger,1
2023-01-04,NGG,Indonesia,Tanker,1
2023-01-04,PNJ,"Hong Kong, China",Cargo,2
2023-01-04,PNJ,Indonesia,Cargo,2
2023-01-04,PNJ,Indonesia,Tanker,1
2023-01-04,PNJ,Singapore,Cargo,1
2023-01-04,PNJ,"Virgin Islands, British",Tanker,1
2023-01-04,PNK,Indonesia,Cargo,2
2023-01-04,PNK,Indonesia,Tanker,7
2023-01-04,PTL,"Hong Kong, China",Cargo,1
2023-01-04,PTM,Indonesia,Tanker,1
2023-01-04,SKJ,Indonesia,Cargo,1
