,mmsi,vessel_name,Port,dt_pos_utc,fc_vessel,OperatorCountryOfRegistration,OperatorCountryofDomicileName,vessel_type,ns_vessel,draught
80325,525016563,MT.SIL EXPRESS,BKS,2023-04-15 00:15:23,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,3.3
80326,525016563,MT.SIL EXPRESS,BKS,2023-04-24 20:43:13,Indonesia,Indonesia,Indonesia,Tanker,At Anchor,3.2
80327,525016563,MT.SIL EXPRESS,TPR,2023-05-03 05:18:36,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,4.7
80328,525016563,MT.SIL EXPRESS,BKS,2023-05-10 01:18:07,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,3.2
80329,525016563,MT.SIL EXPRESS,TPR,2023-05-13 15:32:37,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,4.7
80330,525016563,MT.SIL EXPRESS,BKS,2023-05-17 07:00:21,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,3.2
80331,525016563,MT.SIL EXPRESS,TPR,2023-05-20 18:34:49,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,4.7
80332,525016563,MT.SIL EXPRESS,BKS,2023-05-25 05:36:00,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,3.2
80333,525016563,MT.SIL EXPRESS,BKS,2023-06-02 15:38:18,Indonesia,Indonesia,Indonesia,Tanker,Moored,3.1
80334,525016563,MT.SIL EXPRESS,TPR,2023-06-06 14:05:27,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,4.7
80335,525016563,MT.SIL EXPRESS,BKS,2023-06-10 15:50:07,Indonesia,Indonesia,Indonesia,Tanker,Moored,3.2
80336,525016563,MT.SIL EXPRESS,TPR,2023-06-13 21:55:44,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,4.7
80337,525016563,MT.SIL EXPRESS,BKS,2023-06-18 05:27:27,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,3.1
80338,525016563,MT.SIL EXPRESS,BKS,2023-06-20 00:14:58,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,3.1
80339,525016563,MT.SIL EXPRESS,BKS,2023-06-25 11:51:31,Indonesia,Indonesia,Indonesia,Tanker,Moored,3.1
80340,525016563,MT.SIL EXPRESS,TPR,2023-06-29 13:13:54,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,4.7
80341,525016563,MT.SIL EXPRESS,BKS,2023-07-04 03:59:13,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,3.2
80342,525016563,MT.SIL EXPRESS,IBP,2023-07-10 04:52:00,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,4.7
80343,525016563,MT.SIL EXPRESS,BKS,2023-07-13 00:58:29,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,3.2
80344,525016563,MT.SIL EXPRESS,TPR,2023-07-17 02:53:37,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,4.7
80345,525016563,MT.SIL EXPRESS,BKS,2023-07-20 06:11:19,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,3.2
80346,525016563,MT.SIL EXPRESS,TPR,2023-07-25 03:08:01,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,4.7
80347,525016563,MT.SIL EXPRESS,BKS,2023-07-29 23:26:01,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,3.2
80348,525016563,MT.SIL EXPRESS,BKS,2023-07-31 23:34:47,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,3.2
80349,525016563,MT.SIL EXPRESS,IBP,2023-08-02 19:04:17,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,4.7
80350,525016563,MT.SIL EXPRESS,TPR,2023-08-03 06:45:57,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,4.7
80351,525016563,MT.SIL EXPRESS,BKS,2023-08-07 10:24:39,Indonesia,Indonesia,Indonesia,Tanker,Moored,3.3
80352,525016563,MT.SIL EXPRESS,IBP,2023-08-11 22:48:25,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,4.7
80353,525016563,MT.SIL EXPRESS,BKS,2023-08-13 13:12:45,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,3.3
80354,525016563,MT.SIL EXPRESS,PNJ,2023-08-18 09:06:48,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,4.7
80355,525016563,MT.SIL EXPRESS,PNJ,2023-08-20 01:35:59,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,3.1
80356,525016563,MT.SIL EXPRESS,BKS,2023-08-21 08:28:43,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,3.1
80357,525016563,MT.SIL EXPRESS,TPR,2023-08-26 09:42:40,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,4.7
80358,525016563,MT.SIL EXPRESS,BKS,2023-08-31 09:09:27,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,3.3
80359,525016563,MT.SIL EXPRESS,TPR,2023-09-05 02:31:59,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,4.7
80360,525016563,MT.SIL EXPRESS,BKS,2023-09-09 01:21:09,Indonesia,Indonesia,Indonesia,Tanker,Moored,3.2
80361,525016563,MT.SIL EXPRESS,IBP,2023-09-13 07:42:19,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,3.2
80362,525016563,MT.SIL EXPRESS,PNJ,2023-09-17 21:40:27,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,4.7
80363,525016563,MT.SIL EXPRESS,PNJ,2023-09-20 13:33:42,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,3.2
80364,525016563,MT.SIL EXPRESS,BKS,2023-09-22 03:38:09,Indonesia,Indonesia,Indonesia,Tanker,Moored,3.2
80365,525016563,MT.SIL EXPRESS,TPR,2023-09-25 13:36:23,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,4.9
80366,525016563,MT.SIL EXPRESS,BKS,2023-09-28 12:52:55,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,3.2
80367,525016563,MT.SIL EXPRESS,TPR,2023-10-02 16:36:02,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,4.9
80368,525016563,MT.SIL EXPRESS,BKS,2023-10-05 14:03:28,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,3.2
80369,525016563,MT.SIL EXPRESS,IBP,2023-10-09 13:48:49,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,4.9
80370,525016563,MT.SIL EXPRESS,IBP,2023-10-12 00:16:40,Indonesia,Indonesia,Indonesia,Tanker,Moored,4.9
80371,525016563,MT.SIL EXPRESS,BKS,2023-10-13 13:37:09,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,3.2
80372,525016563,MT.SIL EXPRESS,PNJ,2023-10-16 12:38:41,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,4.9
80373,525016563,MT.SIL EXPRESS,BKS,2023-10-18 21:18:09,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,3.2
80374,525016563,MT.SIL EXPRESS,TPR,2023-10-22 11:48:59,Indonesia,Indonesia,Indonesia,Tanker,Underway Sailing,4.9
80375,525016563,MT.SIL EXPRESS,BKS,2023-10-25 16:28:53,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,4.9
80376,525016563,MT.SIL EXPRESS,BKS,2023-10-26 03:47:50,Indonesia,Indonesia,Indonesia,Tanker,At Anchor,4.9
80377,525016563,MT.SIL EXPRESS,BKS,2023-10-26 05:35:50,Indonesia,Indonesia,Indonesia,Tanker,At Anchor,4.9
80378,525016563,MT.SIL EXPRESS,BKS,2023-10-26 06:38:51,Indonesia,Indonesia,Indonesia,Tanker,At Anchor,4.9
80379,525016563,MT.SIL EXPRESS,BKS,2023-10-26 10:24:11,Indonesia,Indonesia,Indonesia,Tanker,At Anchor,4.9
80380,525016563,MT.SIL EXPRESS,BKS,2023-10-26 14:48:12,Indonesia,Indonesia,Indonesia,Tanker,At Anchor,4.9
80381,525016563,MT.SIL EXPRESS,BKS,2023-10-26 16:36:11,Indonesia,Indonesia,Indonesia,Tanker,At Anchor,4.9
80382,525016563,MT.SIL EXPRESS,BKS,2023-10-26 19:36:11,Indonesia,Indonesia,Indonesia,Tanker,At Anchor,4.9
80383,525016563,MT.SIL EXPRESS,BKS,2023-10-26 21:36:12,Indonesia,Indonesia,Indonesia,Tanker,At Anchor,4.9
80384,525016563,MT.SIL EXPRESS,BKS,2023-10-27 02:00:12,Indonesia,Indonesia,Indonesia,Tanker,At Anchor,4.9
80385,525016563,MT.SIL EXPRESS,BKS,2023-10-27 04:00:11,Indonesia,Indonesia,Indonesia,Tanker,At Anchor,4.9
80386,525016563,MT.SIL EXPRESS,BKS,2023-10-27 05:36:11,Indonesia,Indonesia,Indonesia,Tanker,At Anchor,4.9
80387,525016563,MT.SIL EXPRESS,BKS,2023-10-27 06:36:12,Indonesia,Indonesia,Indonesia,Tanker,At Anchor,4.9
80388,525016563,MT.SIL EXPRESS,BKS,2023-10-27 08:13:11,Indonesia,Indonesia,Indonesia,Tanker,At Anchor,4.9
80389,525016563,MT.SIL EXPRESS,TPR,2023-10-29 17:03:48,Indonesia,Indonesia,Indonesia,Tanker,Underway Sailing,4.9
80390,525016563,MT.SIL EXPRESS,BKS,2023-11-02 02:08:18,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,4.9
80391,525016563,MT.SIL EXPRESS,BKS,2023-11-08 04:26:46,Indonesia,Indonesia,Indonesia,Tanker,At Anchor,4.9
80392,525016563,MT.SIL EXPRESS,IBP,2023-11-13 02:21:14,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,4.9
80393,525016563,MT.SIL EXPRESS,BKS,2023-11-14 10:26:14,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,4.9
80394,525016563,MT.SIL EXPRESS,PNJ,2023-11-17 01:19:14,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,4.9
80395,525016563,MT.SIL EXPRESS,BKS,2023-11-21 06:46:32,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,4.9
80396,525016563,MT.SIL EXPRESS,TPR,2023-11-23 09:36:12,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,4.9
80397,525016563,MT.SIL EXPRESS,TPR,2023-11-30 19:44:37,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,4.9
80398,525016563,MT.SIL EXPRESS,BKS,2023-12-05 04:05:17,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,4.9
80399,525016563,MT.SIL EXPRESS,IBP,2023-12-11 02:20:20,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,4.9
80400,525016563,MT.SIL EXPRESS,BKS,2023-12-13 01:08:32,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,4.9
80401,525016563,MT.SIL EXPRESS,PNJ,2023-12-15 22:31:52,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,4.9
80402,525016563,MT.SIL EXPRESS,BKS,2023-12-21 17:31:13,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,4.9
80403,525016563,MT.SIL EXPRESS,PNJ,2023-12-24 07:02:52,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,4.9
80404,525016563,MT.SIL EXPRESS,TPR,2023-12-30 15:43:00,Indonesia,Indonesia,Indonesia,Tanker,Under Way Using Engine,4.9
80405,525016565,ERA INDONESIA,BUR,2023-08-22 23:32:08,Indonesia,Indonesia,Indonesia,Other,Under Way Using Engine,4.2
80406,525016565,ERA INDONESIA,BUR,2023-11-04 12:38:31,Indonesia,Indonesia,Indonesia,Other,Moored,4.2
80407,525016565,ERA INDONESIA,BUR,2023-11-04 22:45:08,Indonesia,Indonesia,Indonesia,Other,Moored,4.2
80408,525016565,ERA INDONESIA,BUR,2023-11-06 08:37:58,Indonesia,Indonesia,Indonesia,Other,Restricted Manoeuvrability,4.2
80409,525016565,ERA INDONESIA,BUR,2023-11-07 03:52:15,Indonesia,Indonesia,Indonesia,Other,Underway Sailing,4.2
80410,525016565,ERA INDONESIA,BUR,2023-11-07 06:58:56,Indonesia,Indonesia,Indonesia,Other,Underway Sailing,4.2
80411,525016565,ERA INDONESIA,BUR,2023-11-10 04:21:08,Indonesia,Indonesia,Indonesia,Other,Underway Sailing,4.2
80412,525016565,ERA INDONESIA,BUR,2023-11-10 05:33:08,Indonesia,Indonesia,Indonesia,Other,Underway Sailing,4.2
80413,525016565,ERA INDONESIA,BUR,2023-11-19 10:01:57,Indonesia,Indonesia,Indonesia,Other,Underway Sailing,4.2
80414,525016565,ERA INDONESIA,BUR,2023-12-30 15:38:46,Indonesia,Indonesia,Indonesia,Other,Underway Sailing,4.2
80415,525016565,ERA INDONESIA,BUR,2023-12-30 18:53:49,Indonesia,Indonesia,Indonesia,Other,Underway Sailing,4.2
80416,525016574,KMP AWU AWU,BDJ,2023-03-01 03:06:12,Indonesia,Indonesia,Indonesia,Passenger,Under Way Using Engine,2.0
80417,525016574,KMP AWU AWU,BDJ,2023-03-10 01:16:21,Indonesia,Indonesia,Indonesia,Passenger,Under Way Using Engine,2.0
80418,525016574,KMP AWU AWU,BDJ,2023-03-10 09:26:31,Indonesia,Indonesia,Indonesia,Passenger,Under Way Using Engine,2.0
80419,525016581,KLM BINTANG BAHARI,BIK,2023-01-04 08:09:39,Indonesia,Indonesia,Indonesia,Cargo,Underway Sailing,2.2
80420,525016581,BINTANG BAHARI,MKW,2023-01-05 00:33:40,Indonesia,Indonesia,Indonesia,Cargo,Underway Sailing,2.2
80421,525016581,KMP.KASUARI PASIFIK4,MKW,2023-01-05 17:11:44,Indonesia,Indonesia,Indonesia,Passenger,Underway Sailing,2.2
80422,525016581,KMP.KASUARI PASIFIK4,BIK,2023-01-07 13:30:39,Indonesia,Indonesia,Indonesia,Passenger,Underway Sailing,2.2
80423,525016581,KLM BINTANG BAHARI,MKW,2023-01-08 06:41:44,Indonesia,Indonesia,Indonesia,Cargo,Underway Sailing,2.2
80424,525016581,KLM BINTANG BAHARI,BIK,2023-01-09 04:34:51,Indonesia,Indonesia,Indonesia,Cargo,Underway Sailing,2.2
80425,525016581,KMP.KASUARI PASIFIK4,MKW,2023-01-12 01:20:26,Indonesia,Indonesia,Indonesia,Passenger,Underway Sailing,2.2
80426,525016581,KMP.KASUARI PASIFIK4,MKW,2023-01-12 18:15:25,Indonesia,Indonesia,Indonesia,Passenger,Underway Sailing,2.2
80427,525016581,KMP.KASUARI PASIFIK4,BIK,2023-01-13 23:45:29,Indonesia,Indonesia,Indonesia,Passenger,Underway Sailing,2.2
80428,525016581,KMP.KASUARI PASIFIK4,BIK,2023-01-14 08:40:02,Indonesia,Indonesia,Indonesia,Passenger,Underway Sailing,2.2
80429,525016581,KLM BINTANG BAHARI,MKW,2023-01-15 09:37:37,Indonesia,Indonesia,Indonesia,Cargo,Underway Sailing,2.2
80430,525016581,KMP.KASUARI PASIFIK4,BIK,2023-01-15 23:58:36,Indonesia,Indonesia,Indonesia,Passenger,Underway Sailing,2.2
80431,525016581,KLM BINTANG BAHARI,BIK,2023-01-18 08:51:12,Indonesia,Indonesia,Indonesia,Cargo,Underway Sailing,2.2
80432,525016581,KMP.KASUARI PASIFIK4,MKW,2023-01-19 04:23:52,Indonesia,Indonesia,Indonesia,Passenger,Underway Sailing,2.2
80433,525016581,KMP.KASUARI PASIFIK4,MKW,2023-01-19 18:13:47,Indonesia,Indonesia,Indonesia,Passenger,Underway Sailing,2.2
80434,525016581,KMP.KASUARI PASIFIK4,BIK,2023-01-20 21:59:33,Indonesia,Indonesia,Indonesia,Passenger,Underway Sailing,2.2
80435,525016581,KMP.KASUARI PASIFIK4,BIK,2023-01-21 12:47:20,Indonesia,Indonesia,Indonesia,Passenger,Underway Sailing,2.2
80436,525016581,KMP.KASUARI PASIFIK4,MKW,2023-01-22 09:48:07,Indonesia,Indonesia,Indonesia,Passenger,Underway Sailing,2.2
80437,525016581,KMP.KASUARI PASIFIK4,BIK,2023-01-23 05:46:40,Indonesia,Indonesia,Indonesia,Passenger,Underway Sailing,2.2
80438,525016581,KMP.KASUARI PASIFIK4,MKW,2023-01-25 23:28:30,Indonesia,Indonesia,Indonesia,Passenger,Underway Sailing,2.2
80439,525016581,KMP.KASUARI PASIFIK4,MKW,2023-01-26 16:47:42,Indonesia,Indonesia,Indonesia,Passenger,Underway Sailing,2.2
80440,525016581,KMP.KASUARI PASIFIK4,BIK,2023-01-27 22:15:01,Indonesia,Indonesia,Indonesia,Passenger,Underway Sailing,2.2
80441,525016581,KMP.KASUARI PASIFIK4,BIK,2023-01-28 08:37:36,Indonesia,Indonesia,Indonesia,Passenger,Underway Sailing,2.2
80442,525016581,BINTANG BAHARI,MKW,2023-01-29 00:10:38,Indonesia,Indonesia,Indonesia,Cargo,Underway Sailing,2.2
80443,525016581,KMP.KASUARI PASIFIK4,BIK,2023-01-29 22:15:29,Indonesia,Indonesia,Indonesia,Passenger,Underway Sailing,2.2
80444,525016581,KLM BINTANG BAHARI,BIK,2023-01-30 08:23:15,Indonesia,Indonesia,Indonesia,Cargo,Underway Sailing,2.2
80445,525016581,KMP.KASUARI PASIFIK4,MKW,2023-01-31 00:31:04,Indonesia,Indonesia,Indonesia,Passenger,Underway Sailing,2.2
80446,525016581,BINTANG BAHARI,BIK,2023-01-31 21:45:52,Indonesia,Indonesia,Indonesia,Cargo,Underway Sailing,2.2
80447,525016581,KMP.KASUARI PASIFIK4,MKW,2023-02-02 04:45:45,Indonesia,Indonesia,Indonesia,Passenger,Underway Sailing,2.2
80448,525016581,KMP.KASUARI PASIFIK4,MKW,2023-02-02 19:00:43,Indonesia,Indonesia,Indonesia,Passenger,Underway Sailing,2.2
80449,525016581,KMP.KASUARI PASIFIK4,BIK,2023-02-08 08:28:50,Indonesia,Indonesia,Indonesia,Passenger,Underway Sailing,2.2
80450,525016581,KMP.KASUARI PASIFIK4,BIK,2023-02-08 18:57:31,Indonesia,Indonesia,Indonesia,Passenger,Underway Sailing,2.2
80451,525016581,KLM BINTANG BAHARI,MKW,2023-02-12 08:41:51,Indonesia,Indonesia,Indonesia,Cargo,Underway Sailing,2.2
80452,525016581,KMP.KASUARI PASIFIK4,BIK,2023-02-12 22:12:27,Indonesia,Indonesia,Indonesia,Passenger,Underway Sailing,2.2
80453,525016581,KMP.KASUARI PASIFIK4,BIK,2023-02-15 12:38:46,Indonesia,Indonesia,Indonesia,Passenger,Underway Sailing,2.2
80454,525016581,KMP.KASUARI PASIFIK4,MKW,2023-02-16 07:05:22,Indonesia,Indonesia,Indonesia,Passenger,Underway Sailing,2.2
80455,525016581,KMP.KASUARI PASIFIK4,BIK,2023-02-17 06:05:35,Indonesia,Indonesia,Indonesia,Passenger,Underway Sailing,2.2
80456,525016581,KLM BINTANG BAHARI,BIK,2023-02-17 11:45:54,Indonesia,Indonesia,Indonesia,Passenger,Underway Sailing,2.2
80457,525016581,KMP.KASUARI PASIFIK4,MKW,2023-02-18 07:48:49,Indonesia,Indonesia,Indonesia,Passenger,Underway Sailing,2.2
80458,525016581,KMP.KASUARI PASIFIK4,BIK,2023-02-18 23:51:51,Indonesia,Indonesia,Indonesia,Passenger,Underway Sailing,2.2
80459,525016581,KMP.KASUARI PASIFIK4,BIK,2023-02-20 12:03:52,Indonesia,Indonesia,Indonesia,Passenger,Underway Sailing,2.2
80460,525016581,KMP.KASUARI PASIFIK4,BIK,2023-02-21 06:59:26,Indonesia,Indonesia,Indonesia,Passenger,Underway Sailing,2.2
80461,525016581,KMP.KASUARI PASIFIK4,BIK,2023-02-22 08:27:36,Indonesia,Indonesia,Indonesia,Passenger,Underway Sailing,2.2
80462,525016581,KMP.KASUARI PASIFIK4,MKW,2023-02-23 03:54:32,Indonesia,Indonesia,Indonesia,Passenger,Underway Sailing,2.2
80463,525016581,KMP.KASUARI PASIFIK4,MKW,2023-02-24 08:12:43,Indonesia,Indonesia,Indonesia,Passenger,Underway Sailing,2.2
80464,525016581,KMP.KASUARI PASIFIK4,BIK,2023-02-24 21:32:56,Indonesia,Indonesia,Indonesia,Passenger,Underway Sailing,2.2
80465,525016581,KMP.KASUARI PASIFIK4,BIK,2023-02-25 08:14:06,Indonesia,Indonesia,Indonesia,Passenger,Underway Sailing,2.2
80466,525016581,KMP.KASUARI PASIFIK4,MKW,2023-02-25 23:50:10,Indonesia,Indonesia,Indonesia,Passenger,Underway Sailing,2.2
80467,525016581,KMP.KASUARI PASIFIK4,MKW,2023-02-27 08:07:01,Indonesia,Indonesia,Indonesia,Passenger,Underway Sailing,2.2
80468,525016581,KMP.KASUARI PASIFIK4,BIK,2023-02-27 21:45:12,Indonesia,Indonesia,Indonesia,Passenger,Underway Sailing,2.2
80469,525016581,KMP.KASUARI PASIFIK4,MKW,2023-03-02 00:15:01,Indonesia,Indonesia,Indonesia,Passenger,Underway Sailing,2.2
80470,525016581,KMP.KASUARI PASIFIK4,MKW,2023-03-03 08:26:05,Indonesia,Indonesia,Indonesia,Passenger,Underway Sailing,2.2
80471,525016581,KMP.KASUARI PASIFIK4,BIK,2023-03-03 21:43:56,Indonesia,Indonesia,Indonesia,Passenger,Underway Sailing,2.2
80472,525016581,KMP.KASUARI PASIFIK4,BIK,2023-03-04 08:16:55,Indonesia,Indonesia,Indonesia,Passenger,Underway Sailing,2.2
80473,525016581,KLM BINTANG BAHARI,MKW,2023-03-05 01:05:23,Indonesia,Indonesia,Indonesia,Cargo,Underway Sailing,2.2
80474,525016581,KMP.KASUARI PASIFIK4,MKW,2023-03-05 20:07:05,Indonesia,Indonesia,Indonesia,Passenger,Underway Sailing,2.2
80475,525016581,KMP.KASUARI PASIFIK4,BIK,2023-03-07 22:28:44,Indonesia,Indonesia,Indonesia,Passenger,Underway Sailing,2.2
80476,525016581,KMP.KASUARI PASIFIK4,BIK,2023-03-08 08:15:56,Indonesia,Indonesia,Indonesia,Passenger,Underway Sailing,2.2
80477,525016581,KMP.KASUARI PASIFIK4,MKW,2023-03-09 01:42:00,Indonesia,Indonesia,Indonesia,Passenger,Underway Sailing,2.2
80478,525016581,KMP.KASUARI PASIFIK4,MKW,2023-03-09 18:11:54,Indonesia,Indonesia,Indonesia,Passenger,Underway Sailing,2.2
80479,525016581,KMP.KASUARI PASIFIK4,BIK,2023-03-10 21:13:54,Indonesia,Indonesia,Indonesia,Passenger,Underway Sailing,2.2
80480,525016581,KMP.KASUARI PASIFIK4,BIK,2023-03-11 12:29:14,Indonesia,Indonesia,Indonesia,Passenger,Underway Sailing,2.2
80481,525016581,KMP.KASUARI PASIFIK4,MKW,2023-03-12 06:02:19,Indonesia,Indonesia,Indonesia,Passenger,Underway Sailing,2.2
80482,525016581,KMP.KASUARI PASIFIK4,BIK,2023-03-13 04:45:09,Indonesia,Indonesia,Indonesia,Passenger,Underway Sailing,2.2
80483,525016581,KMP.KASUARI PASIFIK4,BIK,2023-03-14 08:39:43,Indonesia,Indonesia,Indonesia,Passenger,Underway Sailing,2.2
80484,525016581,KMP.KASUARI PASIFIK4,MKW,2023-03-15 00:27:47,Indonesia,Indonesia,Indonesia,Passenger,Underway Sailing,2.2
80485,525016581,KMP.KASUARI PASIFIK4,BIK,2023-03-15 21:27:55,Indonesia,Indonesia,Indonesia,Passenger,Underway Sailing,2.2
80486,525016581,KMP.KASUARI PASIFIK4,BIK,2023-03-16 11:19:35,Indonesia,Indonesia,Indonesia,Passenger,Underway Sailing,2.2
80487,525016581,KMP.KASUARI PASIFIK4,SOQ,2023-03-18 03:58:39,Indonesia,Indonesia,Indonesia,Passenger,Underway Sailing,2.2
80488,525016581,KMP.KASUARI PASIFIK4,SOQ,2023-03-18 04:28:40,Indonesia,Indonesia,Indonesia,Passenger,Underway Sailing,2.2
80489,525016581,KMP.KASUARI PASIFIK4,SOQ,2023-04-13 09:24:34,Indonesia,Indonesia,Indonesia,Passenger,Underway Sailing,2.2
80490,525016581,KMP.KASUARI PASIFIK4,BIK,2023-04-14 22:15:07,Indonesia,Indonesia,Indonesia,Passenger,Underway Sailing,2.2
80491,525016581,KMP.KASUARI PASIFIK4,BIK,2023-04-16 06:18:50,Indonesia,Indonesia,Indonesia,Passenger,Underway Sailing,2.2
80492,525016581,KMP.KASUARI PASIFIK4,MKW,2023-04-19 23:36:52,Indonesia,Indonesia,Indonesia,Passenger,Underway Sailing,2.2
80493,525016581,KMP.KASUARI PASIFIK4,MKW,2023-04-20 16:07:55,Indonesia,Indonesia,Indonesia,Passenger,Underway Sailing,2.2
80494,525016581,KMP.KASUARI PASIFIK4,BIK,2023-04-21 18:19:36,Indonesia,Indonesia,Indonesia,Passenger,Underway Sailing,2.2
80495,525016581,KMP.KASUARI PASIFIK4,BIK,2023-04-22 08:30:32,Indonesia,Indonesia,Indonesia,Passenger,Underway Sailing,2.2
80496,525016581,KMP.KASUARI PASIFIK4,MKW,2023-04-23 00:03:20,Indonesia,Indonesia,Indonesia,Passenger,Underway Sailing,2.2
80497,525016581,KMP.KASUARI PASIFIK4,MKW,2023-04-23 15:35:50,Indonesia,Indonesia,Indonesia,Passenger,Underway Sailing,2.2
80498,525016581,KMP.KASUARI PASIFIK4,MKW,2023-04-24 15:46:48,Indonesia,Indonesia,Indonesia,Passenger,Underway Sailing,2.2
80499,525016581,KMP.KASUARI PASIFIK4,BIK,2023-04-25 21:49:53,Indonesia,Indonesia,Indonesia,Passenger,Underway Sailing,2.2
80500,525016581,KMP.KASUARI PASIFIK4,BIK,2023-04-26 08:43:53,Indonesia,Indonesia,Indonesia,Passenger,Underway Sailing,2.2
80501,525016581,KMP.KASUARI PASIFIK4,MKW,2023-04-26 22:45:25,Indonesia,Indonesia,Indonesia,Passenger,Underway Sailing,2.2
80502,525016581,KMP.KASUARI PASIFIK4,MKW,2023-04-27 15:43:44,Indonesia,Indonesia,Indonesia,Passenger,Underway Sailing,2.2
80503,525016581,KMP.KASUARI PASIFIK4,BIK,2023-04-28 21:51:43,Indonesia,Indonesia,Indonesia,Passenger,Underway Sailing,2.2
80504,525016581,KMP.KASUARI PASIFIK4,BIK,2023-04-29 08:28:48,Indonesia,Indonesia,Indonesia,Passenger,Underway Sailing,2.2
80505,525016581,KMP.KASUARI PASIFIK4,MKW,2023-04-30 08:13:28,Indonesia,Indonesia,Indonesia,Passenger,Underway Sailing,2.2
80506,525016581,KMP.KASUARI PASIFIK4,BIK,2023-04-30 22:09:09,Indonesia,Indonesia,Indonesia,Passenger,Underway Sailing,2.2
80507,525016581,KMP.KASUARI PASIFIK4,BIK,2023-05-03 08:13:03,Indonesia,Indonesia,Indonesia,Passenger,Underway Sailing,2.2
80508,525016581,KMP.KASUARI PASIFIK4,MKW,2023-05-03 21:17:49,Indonesia,Indonesia,Indonesia,Passenger,Underway Sailing,2.2
80509,525016581,KMP.KASUARI PASIFIK4,MKW,2023-05-04 17:09:58,Indonesia,Indonesia,Indonesia,Passenger,Underway Sailing,2.2
80510,525016581,KMP.KASUARI PASIFIK4,BIK,2023-05-05 23:01:23,Indonesia,Indonesia,Indonesia,Passenger,Underway Sailing,2.2
80511,525016581,KMP.KASUARI PASIFIK4,MKW,2023-05-07 07:58:53,Indonesia,Indonesia,Indonesia,Passenger,Underway Sailing,2.2
80512,525016581,KMP.KASUARI PASIFIK4,BIK,2023-05-07 22:01:14,Indonesia,Indonesia,Indonesia,Passenger,Underway Sailing,2.2
