date,Port,OperatorCountryofDomicileName,vessel_type,count
2023-01-24,SRG,Indonesia,Passenger,1
2023-08-07,BIT,Indonesia,Passenger,1
2023-09-06,DJJ,Indonesia,Tanker,2
2023-11-12,SOQ,Indonesia,Cargo,2
2023-06-18,BUR,Norway,Passenger,1
2023-07-29,BUR,Norway,Passenger,1
2023-06-12,TPR,Indonesia,Tanker,4
2023-12-07,SUB,Indonesia,Tanker,2
2023-02-22,SRG,Indonesia,Passenger,1
2023-09-23,LMR,Indonesia,Passenger,11
2023-09-30,BIT,Indonesia,Tanker,2
2023-03-11,TRE,Indonesia,Cargo,1
2023-10-14,GRE,Indonesia,Other,1
2023-02-01,BDJ,Tanzania,Cargo,1
2023-11-01,BDJ,Tanzania,Cargo,1
2023-09-02,TQP,Indonesia,Cargo,1
2023-11-03,BLW,Indonesia,Cargo,1
2023-06-16,GTO,Indonesia,Passenger,1
2023-10-03,TQP,Indonesia,Cargo,2
2023-08-26,PNJ,Indonesia,Passenger,1
2023-09-09,DUM,Indonesia,Passenger,1
2023-11-22,GRE,Indonesia,Passenger,8
2023-08-20,BIT,Greece,Tanker,1
2023-02-09,IBP,"China, People's Republic Of",Tanker,2
2023-04-25,WGP,Indonesia,Passenger,1
2023-06-29,ENE,Indonesia,Passenger,1
2023-10-28,BMU,Indonesia,Passenger,1
2023-04-08,AEA,Indonesia,Other,1
2023-03-26,BLW,"China, People's Republic Of",Cargo,2
2023-12-05,MAK,"China, People's Republic Of",Passenger,1
2023-11-08,IMW,Indonesia,Tanker,1
2023-09-02,LTU,Indonesia,Cargo,3
2023-09-14,BIT,Denmark,Cargo,2
2023-02-07,TQP,Indonesia,Passenger,2
2023-05-27,AMQ,Indonesia,Tanker,2
2023-01-13,TGP,Indonesia,Sailing,1
2023-03-09,BMU,Indonesia,Passenger,1
2023-11-23,GTO,Indonesia,Passenger,2
2023-01-30,MKW,Indonesia,Passenger,1
2023-05-20,KUM,Indonesia,Tanker,1
2023-10-29,IBP,Indonesia,Tanker,5
2023-07-19,GTO,Indonesia,Cargo,1
2023-11-16,BUR,Indonesia,Cargo,2
2023-06-10,IBP,Indonesia,Cargo,2
2023-09-01,BPN,Indonesia,Cargo,3
2023-02-13,SUB,Indonesia,Passenger,2
2023-07-16,SOQ,Indonesia,Cargo,1
2023-10-17,BIT,Indonesia,Pleasure Craft,1
2023-05-06,GRE,Indonesia,Tanker,1
2023-06-06,GRE,Switzerland,Cargo,2
2023-10-19,TPR,"China, People's Republic Of",Cargo,2
2023-07-06,BDJ,Indonesia,Passenger,2
2023-01-10,MKW,Indonesia,Passenger,1
2023-11-12,BLW,Chinese Taipei,Cargo,1
2023-01-01,GRE,Vietnam,Cargo,1
2023-10-10,IBP,Turkey,Cargo,1
2023-05-26,BLW,Indonesia,Tanker,1
2023-05-20,IBP,Greece,Tanker,2
2023-11-06,IBP,"Korea, South",Tanker,1
2023-05-16,ARE,Indonesia,Passenger,3
2023-10-12,ARE,Indonesia,Passenger,1
2023-11-18,TPR,Indonesia,Tanker,3
2023-06-14,NDA,Indonesia,Passenger,2
2023-07-03,BLW,Indonesia,Passenger,1
2023-03-09,SOQ,Indonesia,Tanker,1
2023-06-25,LMR,Indonesia,Tanker,1
2023-12-08,ISA,Indonesia,Passenger,1
2023-03-05,REO,Indonesia,Tanker,1
2023-01-01,IBP,Singapore,Cargo,1
2023-10-10,TPR,Singapore,Tanker,1
2023-01-25,BPN,Indonesia,Other,2
2023-04-08,SOQ,Indonesia,Passenger,3
2023-10-06,TPR,Denmark,Cargo,2
2023-07-10,IBP,Indonesia,Passenger,78
2023-11-16,BPN,Indonesia,Cargo,6
2023-04-27,SOQ,Indonesia,Passenger,4
2023-06-05,BDJ,Indonesia,Cargo,3
2023-09-26,IBP,Colombia,Passenger,3
2023-12-21,IBP,Colombia,Passenger,1
2023-10-24,TPR,Indonesia,Cargo,14
2023-01-30,IBP,Indonesia,Passenger,96
2023-10-15,AEA,Indonesia,Cargo,2
2023-05-16,MAK,Indonesia,Tanker,4
2023-11-03,BPN,Indonesia,Tanker,12
2023-02-06,PNK,Indonesia,Cargo,1
2023-08-21,IMW,Indonesia,Cargo,2
2023-01-01,IBP,Vietnam,Tanker,1
2023-08-10,TPR,Japan,Cargo,2
2023-01-31,IBP,Greece,Tanker,1
2023-04-16,GRE,Germany,Cargo,1
2023-04-19,GRE,Vietnam,Cargo,1
2023-04-28,GRE,Indonesia,Passenger,6
2023-05-23,MKW,Indonesia,Passenger,2
2023-10-30,TPR,Indonesia,Cargo,9
2023-03-07,ARE,Indonesia,Tanker,1
2023-01-22,KUM,Indonesia,Tanker,1
2023-01-14,BPN,Indonesia,Passenger,31
2023-03-20,BPN,Indonesia,Passenger,27
2023-04-26,BPN,Indonesia,Sailing,2
2023-11-12,BPN,Indonesia,Sailing,4
2023-11-24,BPN,Indonesia,Sailing,3
2023-05-24,BDJ,Indonesia,Pleasure Craft,1
2023-11-01,WNQ,Indonesia,Cargo,1
2023-01-24,KDI,Indonesia,Cargo,2
2023-09-02,BLW,Chinese Taipei,Cargo,1
2023-10-09,TPR,Singapore,Cargo,2
2023-04-08,IBP,Singapore,Tanker,2
2023-01-11,PNJ,Turkey,Tanker,1
2023-06-16,KTJ,Chinese Taipei,Cargo,1
2023-04-09,TGP,Indonesia,Fishing,1
2023-04-13,TGP,Indonesia,Cargo,1
2023-10-14,TGP,Indonesia,Fishing,1
2023-12-12,TGP,Indonesia,Cargo,1
2023-03-17,SRG,Indonesia,Passenger,2
2023-04-20,SRG,Indonesia,Passenger,2
2023-12-26,LMR,Indonesia,Passenger,9
2023-03-26,GRE,Indonesia,Sailing,2
2023-08-08,MAK,Indonesia,Cargo,3
2023-10-07,BPN,Indonesia,Tanker,4
2023-02-17,BPN,Indonesia,Tanker,4
2023-09-01,IBP,Indonesia,Cargo,4
2023-05-23,PNJ,Indonesia,Cargo,1
2023-05-15,NAM,Indonesia,Passenger,2
2023-10-05,SRG,Indonesia,Cargo,2
2023-06-07,TPR,Switzerland,Cargo,2
2023-07-16,TPR,Singapore,Tanker,1
2023-01-23,BLW,"China, People's Republic Of",Tanker,1
2023-07-31,TPR,Turkey,Cargo,1
2023-05-19,TPR,"China, People's Republic Of",Cargo,2
2023-01-16,TPR,Indonesia,Other,2
2023-09-25,TPR,Indonesia,Other,2
2023-01-29,PNK,Indonesia,Cargo,3
2023-12-07,PTM,Indonesia,Pleasure Craft,2
2023-02-21,GTO,Indonesia,Cargo,1
2023-08-18,GRE,Indonesia,Cargo,12
2023-05-21,BDJ,Indonesia,Passenger,4
2023-11-05,MKW,Indonesia,Cargo,3
2023-09-02,IBP,India,Cargo,1
2023-03-24,BPN,Indonesia,Tanker,7
2023-08-16,DUM,Indonesia,Passenger,1
2023-06-23,BLW,Indonesia,Cargo,2
2023-05-23,BUR,Singapore,Passenger,8
2023-02-17,AEA,United States Of America,Passenger,1
2023-12-06,SRG,United States Of America,Passenger,1
2023-04-20,TPR,Singapore,Cargo,1
2023-11-02,BPN,Indonesia,Cargo,1
2023-01-31,TPR,Indonesia,Passenger,3
2023-07-04,TPR,Indonesia,Passenger,1
2023-04-04,GRE,Indonesia,Tanker,4
2023-05-09,TQP,Indonesia,Passenger,2
2023-07-29,TQP,Indonesia,Passenger,1
2023-05-21,BIT,Indonesia,Cargo,1
2023-10-25,CEB,Indonesia,Cargo,1
2023-09-22,MAK,Indonesia,Passenger,3
2023-07-27,BUR,Indonesia,Passenger,4
2023-10-13,BUR,Indonesia,Passenger,5
2023-03-16,SRG,"China, People's Republic Of",Cargo,1
2023-01-07,MAK,Indonesia,Passenger,3
2023-02-26,BOA,Indonesia,Tanker,1
2023-11-01,BDJ,Indonesia,Tanker,4
2023-07-09,DUM,India,Tanker,1
2023-11-28,BPN,Singapore,Cargo,1
2023-06-05,BPN,Indonesia,Tanker,3
2023-10-27,BOA,Switzerland,Other,1
2023-05-23,GRE,Chinese Taipei,Cargo,1
2023-07-01,TPR,Indonesia,Tanker,3
2023-07-14,DJJ,Indonesia,Tanker,1
2023-04-18,PNK,Indonesia,Cargo,2
2023-04-03,TPR,Indonesia,Passenger,3
2023-11-16,ARE,Indonesia,Passenger,2
2023-10-06,BUR,Norway,Passenger,1
2023-12-04,BUR,Norway,Passenger,2
2023-12-23,BUR,Norway,Passenger,2
2023-06-15,LTU,Indonesia,Tanker,1
2023-06-29,DUM,Singapore,Tanker,3
2023-02-18,PNK,Vietnam,Cargo,1
2023-10-27,BUR,Denmark,Cargo,1
2023-06-06,SUB,United Arab Emirates,Sailing,1
2023-12-19,BPN,Indonesia,Other,3
2023-08-30,BDJ,Tanzania,Cargo,1
2023-08-04,MAK,Indonesia,Cargo,9
2023-10-14,TUA,Indonesia,Tanker,1
2023-05-12,PNJ,Italy,Cargo,1
2023-06-01,TPR,Indonesia,Passenger,4
2023-06-15,BUR,Indonesia,Tanker,4
2023-12-02,IMW,Indonesia,Other,1
2023-02-24,GTO,Indonesia,Passenger,1
2023-03-20,BIT,Indonesia,Tanker,2
2023-07-05,PNJ,Indonesia,Passenger,1
2023-03-02,AEA,Indonesia,Cargo,1
2023-08-29,GRE,Indonesia,Passenger,4
2023-03-30,PNJ,Switzerland,Cargo,1
2023-01-02,MAK,"China, People's Republic Of",Cargo,1
2023-03-01,TPR,Marshall Islands,Cargo,1
2023-07-04,REO,Indonesia,Cargo,1
2023-08-06,BUR,Indonesia,Cargo,3
2023-08-01,GRE,Indonesia,Other,1
2023-09-12,MKQ,Indonesia,Other,1
2023-03-17,IBP,Singapore,Tanker,1
2023-03-09,BLW,Chinese Taipei,Cargo,1
2023-07-20,LUW,Indonesia,Passenger,2
2023-07-29,NAM,Indonesia,Passenger,2
2023-08-08,KDI,Indonesia,Cargo,3
2023-09-09,BUR,Indonesia,Cargo,3
2023-07-20,BPN,Singapore,Other,2
2023-06-12,BPN,Indonesia,Other,3
2023-05-20,BAD,Indonesia,Tanker,1
2023-06-01,BAD,Indonesia,Tanker,2
2023-01-10,BUR,Malaysia,Cargo,1
2023-02-03,TLA,United Kingdom,Tanker,1
2023-12-14,PNJ,Netherlands,Cargo,1
2023-11-29,BOA,Japan,Fishing,1
2023-02-23,TPR,United States Of America,Tanker,1
2023-12-30,IBP,United States Of America,Tanker,1
2023-07-22,BLW,Indonesia,Cargo,2
2023-09-17,BLW,Indonesia,Cargo,2
2023-02-19,KDI,Indonesia,Cargo,3
2023-03-25,MLD,Indonesia,Cargo,1
2023-09-05,KOL,Indonesia,Cargo,1
2023-09-24,CBN,Indonesia,Passenger,1
2023-09-11,AMQ,Indonesia,Tanker,2
2023-11-04,BLW,Indonesia,Other,1
2023-10-16,DJJ,Indonesia,Cargo,1
2023-10-27,ISA,Indonesia,Passenger,1
2023-02-21,TLI,Indonesia,Cargo,1
2023-06-16,MLH,Turkey,Cargo,1
2023-01-10,DUM,Indonesia,Passenger,2
2023-11-22,SRG,Indonesia,Passenger,1
2023-08-06,DUM,Singapore,Tanker,4
2023-03-01,BIT,Indonesia,Tanker,3
2023-06-19,BUR,Singapore,Cargo,1
2023-01-24,BIT,Indonesia,Passenger,1
2023-01-10,KDI,Indonesia,Passenger,2
2023-04-08,SOQ,Indonesia,Cargo,1
2023-03-13,PNK,Indonesia,Tanker,3
2023-10-03,SUB,Indonesia,Tanker,1
2023-01-06,IBP,Colombia,Passenger,3
2023-09-19,IBP,Colombia,Passenger,2
2023-11-18,IBP,Colombia,Passenger,1
2023-04-24,MOF,Indonesia,Passenger,1
2023-04-17,LUW,Indonesia,Cargo,1
2023-06-04,TPR,Indonesia,Cargo,14
2023-04-30,IBP,Indonesia,Passenger,119
2023-06-27,TPR,Indonesia,Cargo,12
2023-02-24,BPN,Indonesia,Tanker,4
2023-06-16,PNK,Indonesia,Cargo,2
2023-05-29,BUR,Saudi Arabia,Passenger,2
2023-03-08,IBP,Netherlands,Tanker,1
2023-07-06,SRG,Chinese Taipei,Cargo,2
2023-05-30,BPN,Denmark,Cargo,1
2023-11-11,WNQ,Indonesia,Passenger,1
2023-04-09,NBX,Indonesia,Passenger,1
2023-07-22,MAK,Indonesia,Passenger,3
2023-08-01,GRE,Indonesia,Passenger,5
2023-02-21,BPN,Indonesia,Passenger,35
2023-12-26,SRG,Indonesia,Cargo,3
2023-10-26,BPN,Indonesia,Sailing,2
2023-10-25,GRE,Netherlands,Tanker,1
2023-03-23,BLW,Singapore,Cargo,2
2023-06-16,ENO,Vietnam,Tanker,1
2023-11-17,SBG,United States Of America,Passenger,1
2023-01-19,PTM,Japan,Cargo,1
2023-11-27,DJJ,Indonesia,Tanker,1
2023-07-31,LMR,Indonesia,Passenger,10
2023-08-24,MAK,Indonesia,Cargo,7
2023-05-17,NAM,Indonesia,Passenger,2
2023-02-26,GRE,Indonesia,Tanker,6
2023-02-20,BBM,Indonesia,Tanker,1
2023-08-02,GRE,Indonesia,Tanker,3
2023-03-05,TPR,Indonesia,Cargo,16
2023-07-21,DUM,Netherlands,Tanker,1
2023-05-07,TPR,"Korea, South",Other,1
2023-07-02,SUB,Chinese Taipei,Cargo,1
2023-12-21,TPR,Chinese Taipei,Cargo,2
2023-08-21,TPR,Indonesia,Other,1
2023-06-16,TUA,Indonesia,Cargo,1
2023-09-02,MAK,Indonesia,Cargo,6
2023-09-15,MAK,Indonesia,Cargo,4
2023-08-18,ARE,Indonesia,Passenger,2
2023-05-25,TAG,Indonesia,Tanker,2
2023-07-26,BUR,Indonesia,Passenger,6
2023-10-05,BUR,Indonesia,Passenger,7
2023-12-17,BUR,Indonesia,Passenger,8
2023-02-23,TPR,Singapore,Cargo,3
2023-04-11,DUM,"Korea, South",Tanker,1
2023-11-29,SUB,Indonesia,Cargo,4
2023-06-09,TPR,Indonesia,Passenger,4
2023-06-06,IBP,Indonesia,Tanker,6
2023-08-30,SOQ,Indonesia,Tanker,1
2023-07-10,MAK,Indonesia,Cargo,5
2023-11-24,MAK,Indonesia,Cargo,8
2023-11-28,SUB,Indonesia,Passenger,1
2023-01-31,BUR,Indonesia,Passenger,2
2023-10-24,SRG,France,Cargo,1
2023-08-05,PNJ,Japan,Cargo,1
2023-02-26,IBP,Japan,Tanker,2
2023-08-29,IBP,Japan,Tanker,1
2023-04-30,MOF,Indonesia,Passenger,1
2023-08-16,MOF,Indonesia,Passenger,1
2023-02-23,BDJ,Indonesia,Tanker,1
2023-10-28,IBP,India,Tanker,1
2023-08-01,SRG,Philippines,Cargo,1
2023-07-12,TTK,Indonesia,Passenger,1
2023-01-23,LSW,Indonesia,Cargo,1
2023-06-07,MLH,Indonesia,Cargo,1
2023-12-28,BUR,Singapore,Cargo,3
2023-05-01,BUR,Singapore,Pleasure Craft,1
2023-10-05,TPR,Indonesia,Other,1
2023-10-15,PGX,Indonesia,Tanker,1
2023-12-10,KUM,Indonesia,Passenger,2
2023-12-23,SMQ,Indonesia,Passenger,1
2023-10-13,SUB,Indonesia,Tanker,1
2023-07-03,TBO,Indonesia,Cargo,1
2023-08-22,AMQ,Indonesia,Tanker,2
2023-12-23,AMQ,Indonesia,Tanker,4
2023-11-09,TRE,Indonesia,Cargo,1
2023-07-03,TBY,Indonesia,Cargo,1
2023-11-30,IBP,Singapore,Tanker,2
2023-06-08,BUR,Norway,Passenger,1
2023-06-26,BUR,Norway,Passenger,1
2023-07-06,BUR,Norway,Passenger,2
2023-09-30,BUR,Norway,Passenger,2
2023-10-18,BUR,Norway,Passenger,2
2023-08-30,SUB,Indonesia,Tanker,3
2023-02-12,KUM,Indonesia,Passenger,1
2023-03-16,TUA,Indonesia,Passenger,2
2023-09-25,TUA,Indonesia,Passenger,2
2023-12-30,BUR,Singapore,Cargo,1
2023-08-20,DUM,Denmark,Tanker,1
2023-12-17,TPR,"Korea, South",Cargo,2
2023-02-24,GRE,Japan,Tanker,1
2023-08-08,GTO,Indonesia,Cargo,1
2023-08-04,BIT,Indonesia,Tanker,2
2023-01-18,CXP,Indonesia,Tanker,1
2023-11-07,MLH,Indonesia,Tanker,1
2023-04-02,BLW,Chinese Taipei,Cargo,1
2023-01-29,GTO,Indonesia,Passenger,1
2023-01-15,DUM,Indonesia,Passenger,1
2023-01-09,WGP,Indonesia,Passenger,1
2023-12-19,PNJ,Indonesia,Cargo,1
2023-06-02,PNJ,Indonesia,Cargo,2
2023-04-07,DJJ,Indonesia,Tanker,1
2023-12-23,GRE,Denmark,Cargo,1
2023-05-01,GRE,Indonesia,Tanker,6
2023-07-13,KTJ,Indonesia,Cargo,1
2023-03-20,BPN,Indonesia,Tanker,2
2023-02-01,MAK,"Hong Kong, China",Cargo,1
2023-09-24,BLW,Singapore,Tanker,1
2023-08-22,DUM,"China, People's Republic Of",Cargo,1
2023-03-30,BPN,"China, People's Republic Of",Tanker,1
2023-06-24,TPR,Indonesia,Tanker,1
2023-03-22,BMU,Indonesia,Cargo,1
2023-05-25,BUR,Indonesia,Cargo,2
2023-09-10,MKW,Indonesia,Passenger,1
2023-08-30,BDJ,Indonesia,Other,1
2023-04-25,BAD,Indonesia,Tanker,1
2023-12-14,BLW,Indonesia,Cargo,3
2023-02-24,BIT,Indonesia,Passenger,2
2023-02-12,BIT,Indonesia,Tanker,2
2023-10-19,BLW,Turkey,Tanker,1
2023-05-12,TPR,"Hong Kong, China",Cargo,2
2023-08-02,DUM,United Kingdom,Cargo,1
2023-03-29,DUM,Japan,Tanker,1
2023-12-17,NBX,Indonesia,Fishing,1
2023-09-23,BDJ,Indonesia,Passenger,1
2023-04-14,BIT,Indonesia,Cargo,2
2023-05-22,TBY,Indonesia,Cargo,2
2023-05-25,BUR,Singapore,Cargo,5
2023-06-17,BUR,Singapore,Cargo,2
2023-10-30,IBP,Vietnam,Cargo,1
2023-01-13,IBP,Denmark,Tanker,1
2023-11-18,DUM,Japan,Tanker,2
2023-01-15,TPR,Panama,Cargo,1
2023-09-12,PTM,Japan,Cargo,1
2023-05-06,PNJ,Greece,Cargo,1
2023-05-02,SRG,"China, People's Republic Of",Cargo,1
2023-09-10,SUB,Indonesia,Other,2
2023-12-16,WGP,Indonesia,Passenger,2
2023-02-27,IMW,Indonesia,Cargo,2
2023-12-18,DUM,Indonesia,Tanker,2
2023-09-13,NDA,Indonesia,Passenger,1
2023-11-29,GTO,Indonesia,Passenger,1
2023-06-04,BUR,Indonesia,Other,3
2023-07-24,GRE,Chinese Taipei,Cargo,2
2023-05-29,IBP,Indonesia,Passenger,88
2023-08-04,IBP,Indonesia,Passenger,87
2023-09-20,IBP,Indonesia,Passenger,81
2023-02-11,KDI,Indonesia,Passenger,2
2023-03-11,KDI,Indonesia,Passenger,3
2023-04-29,KDI,Indonesia,Passenger,3
2023-09-06,MAK,Indonesia,Tanker,2
2023-12-24,MAK,Indonesia,Cargo,4
2023-04-10,IBP,Indonesia,Passenger,95
2023-12-30,DUM,Indonesia,Tanker,1
2023-07-10,BDJ,Indonesia,Tanker,3
2023-07-30,BDJ,Indonesia,Tanker,4
2023-09-07,BDJ,Indonesia,Tanker,2
2023-05-17,GRE,Indonesia,Cargo,11
2023-03-29,CEB,Indonesia,Cargo,1
2023-02-11,TPR,Indonesia,Cargo,19
2023-05-25,BUR,Indonesia,Tanker,2
2023-10-18,TQP,Indonesia,Tanker,1
2023-03-16,BUR,Singapore,Tanker,1
2023-07-06,CBN,Singapore,Tanker,1
2023-10-21,GRE,Denmark,Cargo,1
2023-11-27,PNJ,Japan,Cargo,1
2023-08-09,BPN,Indonesia,Passenger,36
2023-09-25,BPN,Indonesia,Passenger,46
2023-07-28,TTK,Indonesia,Passenger,1
2023-03-10,DJJ,Indonesia,Passenger,2
2023-03-07,LMR,Indonesia,Passenger,12
2023-06-18,LMR,Indonesia,Passenger,16
2023-07-14,BPN,Indonesia,Sailing,4
2023-03-19,BDJ,Indonesia,Cargo,7
2023-10-19,AMQ,France,Passenger,1
2023-06-18,IBP,Germany,Tanker,1
2023-11-06,IBP,Germany,Tanker,1
2023-04-06,SRG,"Hong Kong, China",Cargo,1
2023-09-29,TGP,Indonesia,Cargo,1
2023-02-15,MAK,Indonesia,Tanker,1
2023-03-24,LMR,Indonesia,Passenger,12
2023-01-23,TQP,Indonesia,Sailing,1
2023-03-24,GRE,Indonesia,Sailing,2
2023-02-11,BLW,Indonesia,Cargo,2
2023-08-10,BUR,Indonesia,Tanker,4
2023-12-07,TPR,Denmark,Cargo,2
2023-06-10,BUR,Singapore,Passenger,6
2023-03-16,MLD,Germany,Cargo,5
2023-03-08,BUR,Indonesia,Cargo,1
2023-04-04,MKW,Indonesia,Cargo,1
2023-03-22,GRE,Indonesia,Passenger,9
2023-10-04,GRE,Indonesia,Passenger,6
2023-07-27,AMQ,Indonesia,Cargo,2
2023-11-25,WNQ,Indonesia,Cargo,2
2023-04-04,DUM,Indonesia,Tanker,2
2023-09-08,BPN,Indonesia,Tanker,5
2023-01-28,BUR,Indonesia,Passenger,4
2023-07-29,DUM,Indonesia,Passenger,1
2023-11-27,IBP,Vietnam,Tanker,1
2023-01-03,GRE,United Kingdom,Cargo,1
2023-12-17,TPR,Singapore,Cargo,1
2023-12-10,GRE,"Korea, South",Cargo,1
2023-02-03,IBP,"China, People's Republic Of",Tanker,1
2023-03-21,AMQ,Australia,Passenger,1
2023-12-09,DUM,Indonesia,Passenger,1
2023-05-28,BPN,Indonesia,Cargo,6
2023-04-18,BUR,Indonesia,Cargo,2
2023-01-26,BLW,Indonesia,Other,1
2023-07-21,TPR,Indonesia,Passenger,1
2023-12-11,TQP,Indonesia,Cargo,2
2023-10-30,PNJ,Indonesia,Cargo,1
2023-02-23,TPR,Indonesia,Other,1
2023-05-12,TPR,Indonesia,Other,3
2023-01-12,DUM,Indonesia,Passenger,3
2023-11-29,DUM,Indonesia,Passenger,1
2023-05-12,IBP,Chinese Taipei,Cargo,1
2023-04-14,BUR,Seychelles,Tanker,1
2023-11-20,TPR,"China, People's Republic Of",Cargo,3
2023-03-14,SUB,Indonesia,Tanker,1
2023-03-07,MAK,Indonesia,Cargo,2
2023-02-07,WSR,Indonesia,Passenger,3
2023-10-04,NBX,Indonesia,Passenger,1
2023-10-19,MKW,Indonesia,Cargo,1
2023-11-25,TQP,Indonesia,Tanker,1
2023-06-06,SOQ,Indonesia,Tanker,1
2023-04-26,BUR,Indonesia,Passenger,5
2023-11-13,TLN,Indonesia,Tanker,1
2023-11-23,TLN,Indonesia,Tanker,1
2023-10-22,TBY,Singapore,Tanker,2
2023-10-14,TPR,"Hong Kong, China",Cargo,1
2023-09-06,TPR,Indonesia,Cargo,6
2023-05-29,AMQ,Indonesia,Tanker,3
2023-10-25,TPR,Singapore,Tanker,1
2023-04-16,MAK,Singapore,Cargo,1
2023-12-07,GRE,Singapore,Cargo,2
2023-07-18,BUR,Norway,Passenger,1
2023-05-09,TPR,Indonesia,Tanker,3
2023-09-12,LTU,Indonesia,Tanker,1
2023-12-18,GRE,Indonesia,Tanker,2
2023-01-28,BIT,United States Of America,Pleasure Craft,1
2023-09-22,NBX,Indonesia,Tanker,1
2023-06-01,MAK,United Arab Emirates,Sailing,1
2023-02-27,TRE,Indonesia,Cargo,1
2023-06-17,BPN,Indonesia,Other,2
2023-12-07,BPN,Indonesia,Other,2
2023-09-04,BDJ,Tanzania,Cargo,1
2023-09-20,KTJ,Indonesia,Cargo,1
2023-10-05,BPN,"Korea, South",Cargo,1
2023-05-17,GRE,Japan,Cargo,1
2023-02-15,IBP,Thailand,Cargo,1
2023-01-19,DUM,Vietnam,Cargo,1
2023-01-24,BDJ,Vietnam,Cargo,1
2023-03-16,BIT,Indonesia,Passenger,3
2023-08-06,PNJ,Indonesia,Tanker,1
2023-12-10,SUB,Indonesia,Tanker,1
2023-04-11,TQP,Indonesia,Cargo,2
2023-08-09,MKQ,Indonesia,Tanker,1
2023-05-25,BLW,"China, People's Republic Of",Cargo,1
2023-06-17,BLW,"China, People's Republic Of",Cargo,1
2023-02-27,BLW,Greece,Tanker,1
2023-03-14,TPR,Denmark,Cargo,1
2023-08-20,TPR,Chinese Taipei,Cargo,1
2023-10-29,BDJ,Indonesia,Cargo,5
2023-12-03,LTU,Indonesia,Cargo,1
2023-04-19,AEA,Indonesia,Other,1
2023-11-01,BPN,Indonesia,Pleasure Craft,1
2023-09-16,NGG,Denmark,Cargo,1
2023-11-07,TPR,Denmark,Cargo,1
2023-12-24,BDJ,Indonesia,Passenger,2
2023-05-04,IMW,Indonesia,Cargo,1
2023-09-26,DUM,Norway,Tanker,1
2023-05-18,GRE,Denmark,Cargo,2
2023-04-12,SRG,Switzerland,Cargo,1
2023-04-06,LMR,Indonesia,Cargo,1
2023-10-19,BUR,Indonesia,Cargo,2
2023-01-24,LMR,Indonesia,Passenger,6
2023-08-31,PNK,Indonesia,Cargo,1
2023-09-11,MOF,Indonesia,Tanker,1
2023-12-26,CXP,Indonesia,Tanker,1
2023-08-09,GRE,"Hong Kong, China",Cargo,1
2023-08-01,DUM,"Korea, South",Tanker,2
2023-05-24,BDJ,Indonesia,Passenger,2
2023-03-05,TBY,Indonesia,Cargo,1
2023-09-22,BUR,Singapore,Tanker,1
2023-09-29,IBP,Denmark,Tanker,1
2023-03-13,TPR,France,Cargo,1
2023-06-19,IBP,"Korea, South",Tanker,3
2023-07-18,AMQ,Indonesia,Passenger,4
2023-12-06,NDA,Indonesia,Passenger,1
2023-10-21,TUA,Indonesia,Tanker,1
2023-06-23,BIT,Indonesia,Passenger,2
2023-05-05,MLD,Indonesia,Cargo,1
2023-02-24,TPR,Indonesia,Other,3
2023-07-14,TBY,Indonesia,Cargo,1
2023-09-11,REO,Indonesia,Tanker,1
2023-02-18,GNS,Indonesia,Passenger,1
2023-10-10,IBP,Greece,Cargo,1
2023-12-01,PNK,Vietnam,Cargo,1
2023-10-02,TQP,Indonesia,Passenger,1
2023-07-02,BLW,Indonesia,Tanker,1
2023-02-01,GRE,Vietnam,Cargo,1
2023-04-01,GRE,Japan,Cargo,2
2023-11-08,BLW,Singapore,Tanker,1
2023-05-02,IBP,Indonesia,Passenger,95
2023-10-02,IBP,Indonesia,Passenger,78
2023-07-08,KDI,Indonesia,Passenger,2
2023-03-12,IBP,Indonesia,Passenger,89
2023-10-04,TPR,Indonesia,Cargo,16
2023-09-02,TPR,Indonesia,Cargo,12
2023-12-08,IBP,Indonesia,Passenger,87
2023-07-14,MAK,Indonesia,Cargo,7
2023-07-20,TPR,Indonesia,Cargo,9
2023-08-12,TPR,Indonesia,Cargo,10
2023-11-01,GRE,Indonesia,Tanker,3
2023-01-15,BDJ,Indonesia,Cargo,6
2023-12-11,FKQ,Indonesia,Passenger,1
2023-11-13,BIT,Indonesia,Cargo,2
2023-10-20,PNJ,Indonesia,Tanker,1
2023-06-11,PNK,Indonesia,Cargo,2
2023-08-04,BUR,Indonesia,Tanker,4
2023-06-06,TTK,Vietnam,Cargo,2
2023-02-11,BPN,Indonesia,Passenger,49
2023-11-03,BPN,Indonesia,Passenger,39
2023-12-07,BPN,Indonesia,Passenger,36
2023-07-08,TTK,Indonesia,Passenger,1
2023-05-20,WSR,Indonesia,Passenger,2
2023-10-18,LMR,Indonesia,Passenger,11
2023-12-09,IBP,Indonesia,Cargo,4
2023-03-14,BPN,Indonesia,Sailing,3
2023-10-26,BPN,Indonesia,Cargo,7
2023-12-17,TPR,Japan,Cargo,4
2023-04-13,IBP,United Kingdom,Tanker,1
2023-04-11,TBY,Singapore,Cargo,2
2023-05-14,BLW,Chinese Taipei,Cargo,1
2023-11-24,SRG,Japan,Cargo,1
2023-04-13,TPR,United Kingdom,Cargo,1
2023-03-22,BUR,Indonesia,Other,2
2023-01-11,IBP,Turkey,Tanker,1
2023-01-17,DUM,Turkey,Tanker,2
2023-11-30,LMR,Indonesia,Passenger,13
2023-06-21,KDI,Indonesia,Sailing,2
